,MEBT:YCB7A:CUR,MEBT:YCB7B:CUR,MEBT:XCB9:CUR,MEBT:YCB9:CUR,MEBT:YCB11:CUR,MEBT:XCB12:CUR
0,0.5321763212230204,0.4510967317256285,0.5446438880085873,0.5083098440173086,0.2623170201565983,0.1587060422881088
1,0.5358398241238997,0.4156143039801759,0.5322110448650823,0.4022026395153793,0.3117600381658033,0.24282438369874304
2,0.40168967556769714,0.37639164595914,0.4063659573596757,0.278190086174134,0.2740313898714228,0.0728094360841217
3,0.3925970539413155,0.37593379457654863,0.39970531996736036,0.343343757412339,0.27856711454406935,0.06665395826925896
4,0.4196278267645155,0.3655833763107231,0.31658748567165196,0.33996519493263266,0.2876363613252275,0.07312486468997981
5,0.41062285105566654,0.35109679747024797,0.24617761435082058,0.36568304049915457,0.27082975964235734,0.0724797961367423
6,0.4732646355212895,0.357137305807091,0.36933950002697913,0.19904530600598183,0.25381484349137057,0.0935417981522121
7,0.426713244673408,0.24728619919723033,0.3356750388802694,0.3589595271676006,0.28121507697484505,0.06607731858342289
8,0.4187522400371328,0.28402559326181176,0.3764828602445828,0.39021342659909675,0.2851934908618479,0.0611376881253748
9,0.42806100617111403,0.38674769360387873,0.4519804908011564,0.3581887871762514,0.2543889739070001,0.059296157642941646
10,0.43043901236063287,0.4130876399447815,0.4618132082062076,0.36787723833489444,0.2577875916449377,0.058181458342346795
11,0.4280197966415696,0.4096188087274977,0.4763056143499932,0.40681206264276604,0.2427795617841629,0.05805006228420919
12,0.4202112952879305,0.4538031274720443,0.49612759142644886,0.49636718986387923,0.2404828840735238,0.05808034722787864
13,0.4252005774981742,0.44876512870119667,0.4731093329187536,0.39520840031100146,0.24765099913898067,0.0603782797311573
14,0.44010983897492,0.30206286313837577,0.4450923145346953,0.428191197863094,0.2574251113968919,0.06424261537620103
15,0.4173518459094929,0.2891138681485748,0.4526261412978863,0.3911230774598736,0.24851703252953572,0.06777420022892436
16,0.42196619382450923,0.28595792670168363,0.4861833147111689,0.3691848479445373,0.24212999627314666,0.06826883915000327
17,0.4368816146052133,0.2869864473522916,0.5178150968543791,0.3626353909151368,0.2380246237415506,0.06764144370169352
18,0.38802077573783056,0.2828593027123122,0.5147077469160148,0.362626750913302,0.23997339408489615,0.06710437873867561
19,0.37313774514391745,0.2868755880606962,0.5597408765020286,0.35543086554150793,0.23456842069215655,0.06611443088677794
20,0.4087878678496959,0.27835855313073604,0.57031755606712,0.3415168022510961,0.248455395808221,0.06784037217696141
21,0.4128745105642091,0.2702942543824834,0.5699502526293383,0.3306447761453553,0.2464107089060799,0.06893792829784776
