,0
0,3.076171875e-10
1,3.80859375e-09
2,2.63671875e-10
3,1.46484375e-11
4,5.9033203125e-09
5,2.490234375e-10
6,1.9042968749999999e-10
7,5.947265625e-09
8,1.46484375e-11
9,1.46484375e-11
10,0.0
11,1.46484375e-11
12,8.994140625e-09
13,1.56591796875e-08
14,5.4931640625e-09
15,1.4384765625e-08
16,1.88671875e-08
17,1.7109374999999998e-08
18,1.69775390625e-08
19,1.4765625e-08
20,1.7373046875e-08
21,1.86474609375e-08
22,1.833984375e-08
23,1.857421875e-08
24,1.9189453125e-08
25,1.7255859375e-08
26,1.6259765625e-08
27,1.93359375e-08
28,1.916015625e-08
29,1.83984375e-08
30,1.97021484375e-08
31,1.8603515625e-08
32,1.927734375e-08
33,1.95263671875e-08
34,1.93798828125e-08
35,1.9658203125e-08
