,MEBT:XCB5:CUR,MEBT:YCB5:CUR,MEBT:Q6:CUR,MEBT:Q7:CUR,MEBT:YCB7A:CUR,MEBT:YCB7B:CUR,MEBT:Q8:CUR,MEBT:Q9:CUR,MEBT:XCB9:CUR,MEBT:YCB9:CUR,MEBT:Q10:CUR,MEBT:Q11:CUR,MEBT:YCB11:CUR,MEBT:Q12:CUR,MEBT:XCB12:CUR,MEBT:Q13:CUR
0,0.369079556595665,0.3412618743001333,0.4142668791415935,0.07014607793660237,0.4457184879975817,0.4073701040715851,0.28967367276022427,0.41167662489966794,0.34913519218791295,0.39085330545348557,0.4524116997346535,0.3942038759110856,0.4066636076758115,0.12398181457314573,0.4269550245651049,0.3710851196495584
1,0.34834849390961004,0.30923240345821207,0.39595931412218727,0.07911501697454572,0.4195936341505096,0.38902257071640506,0.31335961022282255,0.3672677003678907,0.3448027260541497,0.3740455903339129,0.43502937180383633,0.38490250229638723,0.36401752998944076,0.14575709817578772,0.42372186780180826,0.3529643795470116
2,0.33945726288140765,0.3104845260526238,0.3711267705517051,0.1250559156874435,0.39099443710031734,0.36861425233746836,0.3144599070171515,0.25933958060673923,0.30001558323484667,0.25710421734036254,0.3953466034424869,0.3791134298917595,0.3391964314732108,0.24734322541272738,0.39816752898438695,0.3313542218148262
3,0.36385714482498904,0.3702576795980191,0.39607153819495927,0.15351279120357272,0.4199158424392129,0.35071588235254847,0.32817493670780173,0.10973346521733209,0.33154928127193434,0.3128965620495455,0.3932645376034683,0.40393663139509955,0.36130342610398153,0.3436215327381192,0.415375521255309,0.2796759281704568
4,0.38906867907308196,0.404857390477388,0.4314809665258618,0.2116850553716994,0.4652787841681388,0.3944151479651112,0.3202864254818687,0.12162787335501042,0.3781104460234303,0.4035551315073334,0.4173531929921937,0.4426743375981842,0.3774736725855438,0.38538964658815833,0.4485905759103315,0.2725175332758709
5,0.374056772121953,0.39601656232373916,0.3854262100052112,0.028326527219549015,0.4309547758107228,0.39390513707267827,0.39088382788833703,0.15356734091508212,0.3788654578880865,0.39863336008948386,0.4000289415258254,0.3855539233668974,0.36963668180405246,0.35743264559396565,0.40979268972551725,0.41581494463162083
6,0.35688876732608227,0.37209843610478216,0.36717386183879286,0.033303635954363565,0.3928056880203979,0.36363069182387553,0.3656911845766461,0.10226587689597184,0.3561655901157972,0.3713886530258491,0.36778610551740176,0.3671624468272021,0.3607796206995642,0.33502287534326625,0.3811511251640697,0.37889331960229655
7,0.3462531127840018,0.3439486142200958,0.34229634846722845,0.2446311271018066,0.35824754990789986,0.3427666998098932,0.28643254246424826,0.2743790236898476,0.33771973975646846,0.30339987928015894,0.32657876740053005,0.36051424378900565,0.25360213705789103,0.3182125985276505,0.3494575812320456,0.3283987904334525
8,0.35725575965614975,0.36284511726565943,0.36683436947949233,0.3240835397248928,0.371886933080305,0.3449555770479685,0.27242685092722063,0.3698071076971577,0.364490226358801,0.3002544498741439,0.3366651424973422,0.3730054014978487,0.043395004458761724,0.3008063769271491,0.375698189041774,0.34382063675437646
9,0.35102852981551885,0.35187975893478113,0.35698970911485384,0.31574642477855785,0.31452892264277504,0.3231104163961712,0.2704790468962798,0.35623682657570666,0.3410760357653775,0.30525198771764117,0.32346065806186597,0.36366468835315247,0.05326878751314919,0.30046570919642546,0.326969770533664,0.33202599962066254
10,0.34980703454295503,0.34889413284502113,0.3529258864108243,0.3126751129416568,0.3236852762387565,0.32804645085007494,0.26629565820094525,0.3510300176866782,0.3325043709226172,0.3152099599836876,0.3229423983998432,0.3608369191073059,0.06363040446534983,0.30765770674873544,0.32637159203931354,0.3290618524236198
11,0.3452599690909382,0.34922382824303655,0.34187112822602106,0.035222111253921,0.3445076094741803,0.3424513322864826,0.3373707897646937,0.15737304532967242,0.3257637959745637,0.34418440849976956,0.3504661919975494,0.3523493587478312,0.3261274624348825,0.32921778605041274,0.31901225047312887,0.35485513613682984
12,0.34655879130050343,0.3446710626968781,0.34532964395760535,0.25341329356570375,0.3615550340437563,0.34388304490844146,0.28503195229934053,0.3072668361751903,0.34409998542873443,0.3139263689692824,0.3287291917883908,0.3607302347952696,0.30140415910786267,0.33197877158786576,0.34704726511937484,0.3243802538941668
13,0.3459918545489604,0.33882366847784195,0.3452995976753107,0.2576596308995318,0.3605528875094904,0.3425135283730067,0.2801492430010094,0.31305757503011994,0.34486783959131234,0.31420465826431604,0.3280767187273959,0.3578411019285288,0.3069634352453224,0.3338799447310647,0.3485478241642552,0.31317917534652623
14,0.3461683070323509,0.336726161579692,0.34943020323374047,0.25241603624168757,0.3606045693736238,0.34355853301991585,0.27628313714009883,0.3031840190206546,0.3456722290847989,0.3190180360244385,0.3284174796982579,0.36040037669069375,0.30121674179339086,0.33155271436519884,0.3466356497179419,0.31348560460561553
15,0.3465554296421595,0.33491746814123075,0.3554728819082446,0.24691291836654097,0.3606663288711131,0.3449393217401338,0.2720859080535767,0.29251390875463895,0.346585383312686,0.32514027180539407,0.3288605479662859,0.36384438651708734,0.2959599633007947,0.3294483874330875,0.34481000388354677,0.3149070052438609
16,0.3469220408156315,0.33349918384930755,0.3627203226563603,0.24194731982389203,0.3607353961701535,0.34663789353993546,0.26783072825650195,0.2786225169533362,0.3475242254299739,0.3324579095508513,0.3296475995546308,0.3679869626853276,0.2905471229674814,0.32752099537217455,0.3428041559675893,0.31744787045707834
17,0.3473279030680079,0.3326029736416973,0.36872605072485215,0.23629614237009527,0.361068304489696,0.3481398387731768,0.2643447481619686,0.26339750359507286,0.348370646890233,0.3383535840221846,0.3305652902229763,0.3715855395338721,0.2876625242284703,0.32628331050816006,0.3414505700917107,0.31991367286519007
18,0.34765098936918837,0.33213758842273766,0.3739217887613405,0.22867258774952878,0.36128339469185633,0.34915026449421754,0.2620616020330009,0.23958497377846197,0.34913546316279553,0.3431186011896519,0.33176507057297794,0.3741281084437089,0.2887407529598584,0.3259000431418514,0.34025276838392804,0.3219424922215374
19,0.3483180828912698,0.337841957245884,0.3918840046714878,0.1611988505043725,0.3544645434754112,0.3442488976529094,0.2887912443964127,0.10006653851998824,0.3540022558166446,0.3464461477442325,0.3396461528705063,0.3751473091196888,0.3436605772817074,0.3466444996543591,0.328951710765998,0.32251239957648
20,0.3489018957721585,0.34045256330219387,0.3928371381437681,0.20043108637894522,0.35398172167194714,0.3425828363598398,0.2744090887668684,0.09213951097449154,0.3548029909713884,0.3486335050664103,0.33790778588714937,0.37603463708656004,0.3436983280763815,0.35104985860097004,0.3293205489954104,0.31862369267647433
21,0.3475956741851942,0.3227783011631929,0.38882599380537347,0.04488296172131104,0.35518941974538765,0.34860240977609924,0.31355819920129774,0.13770164824697878,0.34892264052660943,0.35585865808821004,0.34827718372242056,0.3659340237432546,0.33709115624897945,0.340648898058065,0.3128538622842414,0.3443475291654849
22,0.3485520867082598,0.31623853765776555,0.37912425040573183,0.2307999711024333,0.3625423083320414,0.34867085592751434,0.2540011762607236,0.21639177492102094,0.3516409961065924,0.3544549242375569,0.3284386953556414,0.3779051115615172,0.28917004258453866,0.31290346598864693,0.34285829538823737,0.3195210043284624
23,0.34888619679891264,0.31791451899587453,0.39170054310456925,0.21129881252463006,0.35798490819325496,0.3438485389918521,0.2663998636383798,0.12106588710199981,0.3556306736960542,0.3539530010661952,0.3308633773609197,0.37760512143151015,0.3290099623147911,0.32886426597316404,0.3377094884865053,0.3161792112425085
24,0.34813417033796373,0.2955147547190471,0.3832943966669282,0.22264306729854189,0.3633611043579704,0.35109219421236415,0.24976346537470842,0.25565675105176705,0.3528225209747099,0.36100465013719957,0.32778505071251646,0.3808270031521277,0.28455028739594057,0.30950758318489896,0.3453794762272213,0.3199243080688584
25,0.34434866847996176,0.28874782332968457,0.35314672093733185,0.21954412009193391,0.36001877371652474,0.3512643392905865,0.26762862984032515,0.27352875697922346,0.3532346412823537,0.357564698246137,0.32883107596428596,0.37454694920456555,0.2913884914280327,0.3156958089136721,0.34743421493255355,0.3253275843019655
26,0.3439140000499881,0.2913115634986583,0.35176382031257886,0.22500482312146666,0.35870563790570514,0.35120692354573496,0.26793375329584607,0.28192527342626184,0.35149143297729846,0.360119272108297,0.3269082982898224,0.35530683914185895,0.28524186686915204,0.31964248682703855,0.34830132802100844,0.3289963444263434
27,0.3216616259383711,0.30104538233619343,0.35061580465623426,0.032366132515153766,0.3577358578552508,0.35666121591111244,0.3651464283966126,0.2826237474024296,0.3494461469944709,0.36751402905929914,0.36290618322716744,0.35481440519183677,0.33769113680177765,0.31117847248218705,0.3490887016790043,0.3558797734581206
28,0.31955797066146446,0.2913976530312767,0.3603790712728805,0.24846256072265707,0.3552084930988945,0.3507498491568196,0.2869585928167759,0.2947435299547226,0.35069119049109737,0.3704751850810741,0.32342960592469777,0.3480929606228871,0.30976375958703717,0.3288318102181412,0.3539093158738427,0.3384107410765056
29,0.3189649165054395,0.290923377785826,0.35929557169738746,0.24494331643577588,0.355117606644771,0.35075973377699177,0.2856955283720793,0.2950852007063044,0.34982003757074726,0.3711084571665346,0.3232578010383281,0.3483697356986053,0.31056807261264413,0.328435281197416,0.3529240020657918,0.3360932731839703
30,0.3176729960278948,0.29047814526555327,0.3604487179728647,0.2433747186228469,0.3535454056093755,0.3496787636531142,0.2850165724990689,0.29526353107935727,0.3501142881498427,0.3717880315665467,0.32229701759578117,0.3476526076232982,0.3097291723950079,0.3286178483128744,0.3515852187497279,0.33684368250588714
31,0.3177767197024738,0.2903575274992019,0.3608527566940638,0.24356244085882528,0.35069222212506185,0.347670914237715,0.2855389705245207,0.29382158400389424,0.34979528308576774,0.37126519251587087,0.3220939624900052,0.3492526673392057,0.3092206293406405,0.32971971756364205,0.3472874912646648,0.33837126161112324
32,0.3174393728569682,0.2890787812430255,0.3619021521591472,0.2428593355604313,0.35072167772149576,0.3478188789757482,0.2833419535299034,0.29025615206343686,0.35012595513233974,0.3719898339320526,0.32206294815777103,0.35005483606698495,0.3079384459100457,0.3299537034957139,0.34769539522896076,0.3380890970572817
33,0.3021109085520368,0.29745722072051567,0.36631158226245236,0.2493447103456428,0.3428112289809345,0.3438436316006711,0.2854254963066058,0.2926367564605274,0.35080918002417183,0.37338029975311854,0.3190504945410925,0.3373503168288309,0.30692953742800616,0.331595265959516,0.34294638683349743,0.34214003750509603
