,HEBT2:XCB2:CUR,HEBT2:YCB2:CUR,HEBT2:XCB4:CUR,HEBT2:YCB4:CUR,HEBT2:Q5:CUR,HEBT2:Q6:CUR,HEBT2:XCB6:CUR,HEBT2:YCB6:CUR,HEBT2:Q7:CUR,DRA:Q1:CUR,DRA:Q2:CUR
0,0.3136672110866579,0.4677269209215401,0.4656487908937149,0.2615201953911978,0.05761559743314061,0.37489545522280304,0.22993536848572002,0.47553140155957463,0.3344447534069114,0.485185051986912,0.5083796199375438
1,0.1428814762468166,0.45420208107939986,0.501945085125415,0.07295116930015741,0.13428258916570437,0.35506451801884414,0.24432409898766078,0.4260894722788499,0.33449225530804294,0.46950485006115583,0.456224656190406
2,0.2078013450831873,0.4575328877750093,0.40052908766851625,0.060403462100615354,0.14047008676103218,0.3552049587070016,0.3567022269194097,0.41825368974198907,0.33444485139071367,0.45789295821469966,0.4388236420988467
3,0.2827797233230212,0.37920151916828426,0.40582434940003165,0.09546169301198838,0.08444899433491906,0.3458586961033058,0.27230424079185145,0.38296968237213436,0.3344815314997167,0.3947961861189124,0.38504054371051644
4,0.03208330329396491,0.35709062317211876,0.39105322781496554,0.3463278137545952,0.30320816693584557,0.34491997788280215,0.21694298968399778,0.37440919214222024,0.3344668664417038,0.18689655624385385,0.4038564620939205
5,0.02775851703417153,0.14719527907029745,0.41480777767892507,0.36460105202611465,0.3342343932771724,0.34649911577045067,0.35984878720097846,0.36443775749863794,0.33439935941656007,0.3478506605998115,0.41130350352250516
6,0.0328418318146336,0.2230118082166009,0.43334437985686614,0.3607937924724397,0.20969991640914204,0.34798279321075576,0.36776026637903786,0.36791273510946976,0.33358401564750106,0.3214066167109087,0.4042574803434919
7,0.034777832971484825,0.32227277200137655,0.4997600728783107,0.3855479934962397,0.19475025550706843,0.35749904365411334,0.42199552295595116,0.4335094699078196,0.3368081317569329,0.34347474105575676,0.46622271284468886
8,0.25810754648972256,0.31736010749742516,0.31047256715432164,0.29886042853191375,0.32922938667561313,0.3418741995791131,0.277267613803895,0.32384288313030674,0.33352952199059316,0.3088408385498258,0.3335158049675208
9,0.3266186579059206,0.3075798588847109,0.38788037651207175,0.3884324994489643,0.23831263094590463,0.34983259220830265,0.05009138544921457,0.20237664785505455,0.33110927293577874,0.3188281650062705,0.38743022582739434
10,0.042800958787956866,0.050723082180192246,0.42107387199293916,0.37822126845936366,0.3107944731406257,0.3456455048853047,0.36986321051411464,0.33441970329859094,0.33380513025104985,0.3618161229243282,0.36108665688341907
11,0.04614053084773215,0.05905957866258363,0.4412548497886651,0.3800385888383904,0.34133504854640484,0.3476273057209833,0.3852956088742257,0.34362630748675066,0.3353261304618851,0.39503553055103324,0.35424667556725703
12,0.04302218143064647,0.05960135981502047,0.31232231033347746,0.36853793688923053,0.26654604863774134,0.3412292595115341,0.31166064824903467,0.35336296934596034,0.3076300818353485,0.38841834652220236,0.32550216520370656
13,0.040290576761926,0.07758217818065177,0.14641205664543092,0.3592791049909242,0.23292103225409988,0.34083601085574855,0.3151230737060619,0.357196779463832,0.3158287966794507,0.4024585411339773,0.32339559656233047
14,0.0394085432203425,0.07552433607851339,0.1460424522666743,0.3641216738385859,0.24053974175500342,0.340487744829141,0.31293267346768006,0.3599521862743237,0.315616613432143,0.4011489943642127,0.31486607816420975
15,0.039963722581228205,0.06434187310079952,0.20733461206634257,0.36025162526814086,0.27976156538949415,0.3397167521647996,0.2992228037402257,0.3430487580052792,0.31045455396450405,0.4063681052464456,0.2324133668210164
16,0.037654389153107974,0.06922638960222596,0.1755972746859066,0.35693941728247386,0.3098762811534525,0.3386842036286857,0.3019895254245813,0.36437837101541853,0.3297380172574682,0.42804764803956596,0.17977472616393872
17,0.04037578655098116,0.06873321475484032,0.1805817272761428,0.35492099607364835,0.2594721013227592,0.3400946450630091,0.30813772028495257,0.3577762259868878,0.3202462300019005,0.43118928799817047,0.2675274035844955
18,0.04014070525664093,0.06822948173329808,0.1641813017318581,0.37900358859289307,0.21427885442387248,0.33988774272862265,0.3700127300773705,0.40707721637044214,0.31139424984312136,0.44340325225632493,0.25268237898240864
