,0
0,1.4648437500000002e-11
1,9.619140625e-10
2,1.611328125e-10
3,1.4648437500000002e-11
4,4.8828125e-12
5,0.0
6,9.765625e-12
7,0.0
8,5.664062500000001e-10
9,4.8828125e-12
10,6.34765625e-11
11,1.953125e-11
12,1.0644531250000001e-09
13,1.552734375e-09
14,1.181640625e-09
15,1.1181640625e-09
16,1.103515625e-09
17,1.1718750000000002e-09
18,1.6357421875e-09
19,1.5771484375e-09
20,1.5869140625000001e-09
21,1.5771484375e-09
22,1.4013671875e-09
23,1.5673828125e-09
24,1.5625000000000001e-09
25,1.46484375e-09
26,8.691406250000001e-10
27,1.4404296875e-09
28,1.6699218750000001e-09
29,1.6699218750000001e-09
30,1.5234375e-09
31,1.4990234375000001e-09
32,1.552734375e-09
33,1.572265625e-09
34,1.5576171875000002e-09
35,1.5380859375000002e-09
36,1.6357421875e-09
37,1.5625000000000001e-09
38,1.6162109375e-09
39,1.533203125e-09
40,1.5625000000000001e-09
41,1.1914062500000002e-09
42,1.591796875e-09
43,1.6064453125000001e-09
