,HEBT2:Q7:CUR,HEBT2:Q8:CUR,DRA:Q1:CUR,DRA:Q2:CUR
0,0.3142134848417687,0.6166350990326125,0.3912091161850594,0.20031833468910173
1,0.30801710324787984,0.6265885818984114,0.37734778658054874,0.1734979028633787
2,0.3147406771840107,0.6861386424247636,0.42556614669155596,0.1696469888755806
3,0.33263279093719406,0.6163523301977495,0.4054255889624516,0.17620105222708168
4,0.34050829150626294,0.6217246929066645,0.5271627266781159,0.17465860170248318
5,0.34104016990816577,0.6315387980587206,0.5316638044922803,0.1820710631459641
6,0.3567342676054827,0.6373133182559942,0.5701244504331637,0.17925523707125515
7,0.3815992188940824,0.574987470867543,0.5417780692019007,0.19576858796829943
8,0.3867018918265454,0.5815647251988085,0.5390656305331312,0.21878074863001068
9,0.38513390474551357,0.5672671238700862,0.572747036584999,0.21954529591712946
10,0.3954848395006515,0.6202654123873284,0.5610767878433158,0.22992971655604696
11,0.3763299158444424,0.616313557625547,0.57949017337437,0.22923073213050085
12,0.3760176972933714,0.611128737522014,0.603185939089063,0.2281396075955454
13,0.3836969434982574,0.632806057218895,0.6069117540411765,0.23504098783931876
14,0.3848170482250023,0.6329933088159782,0.6106067346564423,0.23630922269512716
15,0.39566691736346926,0.6347739534794432,0.6110668475744154,0.23671796826299737
16,0.3967535744634987,0.620300084060818,0.6019316510047357,0.24504798707549427
17,0.39643198959053183,0.5955665276764415,0.5577896607748601,0.25579561209812823
18,0.3950142683798637,0.5911202586013717,0.5110077611656594,0.2806335530108819
19,0.4233136249299751,0.6009025694504654,0.49814066187742384,0.28097963212359156
20,0.42861589432201525,0.6077595119468583,0.47881877014204327,0.28925565856387925
21,0.4254035073104275,0.6047610027519503,0.48149137892826477,0.29077621276955434
22,0.4263793911501457,0.6073845582803167,0.47386177375111194,0.29165923854634473
23,0.40635021565071316,0.6018823323674078,0.26280724720310006,0.35213648609894344
24,0.4017893116236596,0.5848322905905137,0.24446646392114227,0.38473400700381244
25,0.4072602327700753,0.5436536569863858,0.21672187363542073,0.4516989102840031
26,0.4385522319018653,0.5063064956804122,0.2008426830780832,0.46321787455273933
27,0.4310387987836503,0.5803795109572858,0.2133757240423674,0.4398215332258545
28,0.4231271155219716,0.5728986618898966,0.2067891642591411,0.44044164280801934
29,0.4099080281074005,0.5909031966025688,0.238403226305766,0.42743369665212066
30,0.41420792025341163,0.5937468685277755,0.24216135313088233,0.4406319696761499
31,0.4123111581165505,0.5552404381625544,0.23115564666640398,0.4973972272156567
32,0.4157059518816445,0.5374239245002409,0.22442922604450208,0.5209603580791355
33,0.4288591893499631,0.5998236291859211,0.2752835335705068,0.32956681036824015
34,0.4092478204717783,0.6065679665083714,0.2663486656157556,0.3329615155798201
35,0.41067679036288346,0.5779786820269024,0.27420724889633585,0.33846606739290275
36,0.424429231154181,0.5948741642080446,0.2920341052459685,0.3495055892825127
37,0.43241764608048905,0.5897756164132235,0.30915204495769705,0.47026562762385604
38,0.4289997033304096,0.5820146561853258,0.3034312712145548,0.5170206280136618
39,0.4334987183997637,0.6243811598748051,0.3090489405953201,0.4343317948526645
40,0.4367192461756852,0.6230918100894064,0.33611731762652175,0.5046995369190581
41,0.4321952477921915,0.6200485228996004,0.3442878330415915,0.5464167573619312
42,0.43644826134557824,0.6159480111651762,0.3448242146594268,0.5351133730922998
43,0.4323192027295888,0.6138953178685805,0.3478978772633581,0.5676191679563327
44,0.418184383825989,0.6036652608718801,0.34692560412334106,0.7045155589851471
45,0.42063753230439677,0.604695515713881,0.34753830499829763,0.6851645086130727
46,0.4000233718069045,0.5991986981914125,0.37563439237578733,0.7372747238444167
47,0.4038819345460549,0.602253895758538,0.3617626422804157,0.7127236184083373
48,0.4043257328362086,0.6039530225752922,0.35538383350758773,0.7066911798611676
49,0.40476086717821314,0.6053713731569101,0.3493154894173617,0.6987072803259019
50,0.4040615051220433,0.6058933566021106,0.34490823567378737,0.6912934704959289
51,0.4042719501622525,0.6079133473162528,0.34577228000930926,0.6929106760833218
52,0.40546691625565173,0.6055581254431436,0.33544243249787453,0.6704456015646382
53,0.40450483390717135,0.6037204197743968,0.33406788494518636,0.6801009165746009
54,0.40611870039967074,0.6058409935735052,0.3269131882354977,0.6582892530135142
55,0.40588524821046135,0.605887356456166,0.3222525592593669,0.647578031002812
56,0.40717658195932716,0.6058631065663662,0.32112717454065987,0.6307163970901838
57,0.4029291694861091,0.6108754068821625,0.3213740229841948,0.6126153425882327
58,0.4030342785714458,0.6060148930973923,0.3246258739917142,0.6620758354588355
59,0.40300661707057966,0.6066621871737117,0.32303905031520397,0.646440518378392
60,0.40307653813506283,0.6078339261254393,0.3192864179438899,0.610223520711073
61,0.41351279498651333,0.601615057476676,0.33203066103638706,0.362440729525697
62,0.4254669786821407,0.6078248230061073,0.3367112987340265,0.34399638492250373
63,0.3840312331706972,0.5643654150536929,0.3157280311331984,0.9526094723900165
64,0.38133750571517383,0.5622529727117506,0.3216424471585078,0.9898916007311994
65,0.38036749743832,0.557629242162732,0.31651048252760416,0.9513225568597425
66,0.3802550907467481,0.5601536115362251,0.3228959735936515,0.9854869608375367
67,0.3791734304245465,0.5575492795765449,0.3672325369451376,1.007857845494855
68,0.37986122504031467,0.5722056109889283,0.3654605204850867,1.0265226487085668
69,0.38042893400872757,0.5721976916986939,0.35939746857375715,1.0309967480205242
70,0.38310791765775737,0.5782736551260884,0.3612814102158509,1.0022304273020732
71,0.3832475101588801,0.5787451691749199,0.35898906848033607,1.0088437270910295
72,0.38626081855898065,0.5745823247220764,0.3642595748955123,0.9875633111237955
73,0.38394568758477216,0.576518519039696,0.36304195468873285,1.0238589230072608
74,0.38444688080492034,0.5758471987579523,0.3588564412788133,1.0190006706921555
75,0.38525940545895176,0.5776768834268281,0.35872213424206323,0.9990013089312046
76,0.38475160289509813,0.5768503700379022,0.36028416110723177,1.005103870201868
77,0.3852606810914394,0.5763396064866029,0.3573159333812258,0.9881017677421624
78,0.38449973854877856,0.5770833582225999,0.35544698108455425,0.976174010247902
79,0.38492157067179117,0.5788477386244543,0.3539350442033761,0.9734957772050667
