,0
0,1.2963867187499999e-08
1,1.4208984375e-09
2,0.0
3,1.46484375e-11
4,1.171875e-10
5,2.783203125e-10
6,5.3173828125e-09
7,3.45703125e-09
8,1.494140625e-09
9,9.08203125e-10
10,5.390625e-09
11,7.880859375e-09
12,3.2958984375e-09
13,1.0810546875e-08
14,1.4516601562499999e-08
15,1.259765625e-08
16,6.15234375e-09
17,1.1865234375e-08
18,1.0751953125e-08
19,1.1630859375e-08
20,8.6572265625e-09
21,1.0927734375e-08
22,8.583984375e-09
23,8.2177734375e-09
24,1.4956054687499998e-08
25,1.52783203125e-08
26,1.4970703125e-08
27,1.52490234375e-08
28,1.48974609375e-08
29,1.6201171875e-08
30,1.5908203125e-08
31,1.634765625e-08
32,1.6157226562499998e-08
33,1.693359375e-08
34,1.08837890625e-08
35,1.7255859375e-08
36,1.65966796875e-08
37,1.6552734375e-08
38,1.6904296875e-08
39,1.53955078125e-08
40,1.6787109375e-08
41,1.69775390625e-08
42,1.6611328125e-08
43,1.634765625e-08
44,1.70654296875e-08
45,1.705078125e-08
46,1.62890625e-08
47,1.36669921875e-08
48,1.76513671875e-08
49,1.5849609375e-08
50,1.763671875e-08
51,1.728515625e-08
52,1.79150390625e-08
53,1.775390625e-08
