,0
0,1.46484375e-11
1,1.46484375e-11
2,1.46484375e-11
3,0.0
4,0.0
5,0.0
6,1.46484375e-11
7,0.0
8,1.46484375e-11
9,1.46484375e-11
10,0.0
11,0.0
12,0.0
13,1.46484375e-11
14,0.0
15,0.0
16,0.0
17,1.46484375e-11
18,1.46484375e-11
19,1.46484375e-11
20,1.46484375e-11
21,1.46484375e-11
22,1.46484375e-11
23,1.46484375e-11
24,1.46484375e-11
25,1.46484375e-11
26,0.0
27,0.0
28,0.0
29,1.46484375e-11
30,0.0
31,0.0
32,0.0
33,0.0
34,1.46484375e-11
35,1.46484375e-11
36,1.46484375e-11
37,1.46484375e-11
38,1.46484375e-11
39,0.0
40,0.0
41,0.0
42,0.0
43,1.46484375e-11
44,1.46484375e-11
45,1.46484375e-11
46,1.46484375e-11
47,0.0
48,1.46484375e-11
49,0.0
50,0.0
51,0.0
52,1.46484375e-11
53,1.46484375e-11
54,1.46484375e-11
55,1.46484375e-11
56,1.46484375e-11
57,1.46484375e-11
58,1.46484375e-11
59,0.0
60,0.0
61,1.46484375e-11
62,1.46484375e-11
63,0.0
64,0.0
65,1.46484375e-11
66,1.46484375e-11
67,1.46484375e-11
68,0.0
69,1.46484375e-11
70,1.46484375e-11
71,1.46484375e-11
72,1.46484375e-11
73,1.46484375e-11
74,1.46484375e-11
75,1.46484375e-11
76,1.46484375e-11
77,1.46484375e-11
78,1.46484375e-11
79,0.0
80,1.46484375e-11
81,1.46484375e-11
82,0.0
83,0.0
84,1.46484375e-11
85,1.46484375e-11
86,1.46484375e-11
87,0.0
88,1.46484375e-11
89,1.46484375e-11
90,1.46484375e-11
91,0.0
92,0.0
93,1.46484375e-11
94,1.46484375e-11
95,0.0
96,0.0
97,1.46484375e-11
98,1.46484375e-11
99,0.0
100,1.46484375e-11
101,1.46484375e-11
102,0.0
103,2.9296875e-11
104,1.46484375e-11
105,0.0
106,1.46484375e-11
107,1.46484375e-11
108,0.0
109,1.46484375e-11
110,1.46484375e-11
111,1.46484375e-11
112,1.46484375e-11
113,2.9296875e-11
114,2.9296875e-11
115,1.46484375e-11
116,1.46484375e-11
117,1.46484375e-11
118,1.46484375e-11
119,1.46484375e-11
120,2.9296875e-11
121,1.46484375e-11
122,2.9296875e-11
123,1.46484375e-11
124,1.46484375e-11
125,1.46484375e-11
126,1.46484375e-11
127,1.46484375e-11
128,1.46484375e-11
129,0.0
130,1.46484375e-11
131,1.46484375e-11
132,1.46484375e-11
133,1.46484375e-11
134,1.46484375e-11
135,1.46484375e-11
136,2.9296875e-11
137,2.9296875e-11
138,1.46484375e-11
139,2.9296875e-11
140,2.9296875e-11
141,4.39453125e-11
142,1.46484375e-11
143,1.46484375e-11
144,2.9296875e-11
145,1.46484375e-11
146,2.9296875e-11
147,2.9296875e-11
148,2.9296875e-11
149,1.46484375e-11
150,1.46484375e-11
151,1.46484375e-11
152,0.0
153,1.46484375e-11
154,1.46484375e-11
155,1.46484375e-11
156,1.46484375e-11
157,1.46484375e-11
158,2.9296875e-11
159,1.46484375e-11
160,4.39453125e-11
161,4.39453125e-11
162,1.46484375e-11
163,1.46484375e-11
164,4.39453125e-11
165,1.46484375e-11
166,1.46484375e-11
167,2.9296875e-11
168,2.9296875e-11
169,4.39453125e-11
170,2.9296875e-11
171,2.9296875e-11
172,2.9296875e-11
173,2.9296875e-11
174,2.9296875e-11
175,2.9296875e-11
176,2.9296875e-11
177,4.39453125e-11
178,2.9296875e-11
