,0
0,3.8085937499999997e-10
1,1.640625e-09
2,3.5888671875e-09
3,3.955078125e-10
4,7.32421875e-11
5,1.716796875e-08
6,1.46484375e-11
7,1.46484375e-11
8,2.9296875e-11
9,1.46484375e-11
10,1.46484375e-11
11,5.126953125e-10
12,7.32421875e-11
13,1.705078125e-08
14,1.69921875e-09
15,1.08251953125e-08
16,1.751953125e-08
17,1.107421875e-08
18,1.7021484375e-08
19,1.412109375e-08
20,1.59521484375e-08
21,1.97021484375e-08
22,1.44580078125e-08
23,1.47802734375e-08
24,1.845703125e-08
25,1.892578125e-08
26,1.716796875e-08
27,1.83837890625e-08
28,1.95556640625e-08
29,1.95703125e-08
30,1.869140625e-08
31,1.927734375e-08
32,1.904296875e-08
33,1.93212890625e-08
