,MEBT:Q6:CUR,MEBT:Q7:CUR,MEBT:Q8:CUR,MEBT:Q9:CUR,MEBT:Q10:CUR,MEBT:Q11:CUR,MEBT:Q12:CUR,MEBT:Q13:CUR
55,0.2342201994201643,0.19751215981143244,0.27969651609391144,0.10906258890538592,0.11680567074351413,0.22441070125496065,0.6579664315840666,0.5733024049578929
56,0.23387157702669348,0.19548737116425136,0.27753756783483124,0.10765876195706335,0.11624295450519816,0.22171100361018833,0.6581144610532976,0.566021460032338
57,0.2333832237954529,0.1937228903405776,0.2758044072868989,0.10646094107229291,0.1154782705882521,0.21963599255212307,0.6590473286556728,0.5593795875656503
58,0.23283734289488545,0.1920429652840176,0.276401497022678,0.10511679868356624,0.11468462098418399,0.2175378860435923,0.6591100129881752,0.5532631396451745
59,0.232477852207794,0.19008641473224716,0.274246836522225,0.10410732921616134,0.11392152321687526,0.21554179656179193,0.6583425893077461,0.545911014649517
60,0.2320031107679749,0.1872739778972837,0.2720907679807702,0.10265854844651481,0.1129827354462432,0.21502167152949334,0.6574556590981996,0.5361982356852464
61,0.23152529073911465,0.18370370798076335,0.26792296682430106,0.1008150023002784,0.11200064414820547,0.2128412423023155,0.6645661538791493,0.5244532980286909
62,0.23155972164132904,0.18035265123835706,0.26493396018309545,0.0986354971997802,0.11120451635506212,0.21045468990276625,0.6716641809873934,0.5115763805891443
63,0.23130092317577167,0.17627747920299913,0.2623565049278305,0.0958644018636369,0.1101626164960102,0.20679286509558742,0.6803770193618158,0.49174799795629565
64,0.22836843636808296,0.17314475281915118,0.2611289891679877,0.09305811969939771,0.10838150518149152,0.19919579990260464,0.686336046554639,0.468380265396428
65,0.22538758999146136,0.1721289298935814,0.2597534671881719,0.08978398638873923,0.10615796503566594,0.18745174653827237,0.684669515863035,0.4439657754870255
66,0.220841910736664,0.1751479451515745,0.259705878538549,0.08813251329719854,0.10437997786131278,0.1726859158276396,0.6627934553931806,0.43081259011890116
67,0.21730583421523592,0.17441639463184766,0.25518791389552076,0.08738823424792326,0.10254072875160607,0.1688348714054785,0.6717913143579262,0.42270868408025997
68,0.2214737804140114,0.17545938836692662,0.250485626914937,0.08439643308153619,0.10105513713300122,0.15652703510416494,0.692243126041889,0.4429324148238485
69,0.20475879673162586,0.15171691162659656,0.20716963568601604,0.08376394027823351,0.1059871231693555,0.38176534270722096,0.7394523194619541,0.15023981924834953
70,0.20839562430476702,0.14965274378982413,0.20803300578189268,0.07910247715402534,0.1068156434399947,0.4400549089859375,0.7388330736515651,0.15178997970558192
71,0.21975863509367224,0.14904975348060492,0.20605461802691777,0.07505705412784858,0.10837606476119749,0.43988008827671,0.74219122141399,0.15417319711742422
72,0.22085984124053173,0.15103712852700285,0.20710772233421676,0.0746057806858857,0.10872124530003406,0.4279330866539458,0.744709784382345,0.15624175978490237
73,0.22201519338458475,0.1504003400086314,0.20655827819279343,0.07441030327686107,0.10782703819789984,0.438386422941324,0.7538001004822735,0.1610164898956803
74,0.21969410585645968,0.14916132826192283,0.20841104801605698,0.07346745456000185,0.10731744360401069,0.4519805531640117,0.7634931081296344,0.16307322913344569
75,0.21665889403789879,0.15064079509142214,0.20711605503223765,0.07682727430103287,0.10701888361702219,0.45956398511743535,0.7692561154903187,0.16376597162131543
76,0.229963670711503,0.1485901728512224,0.20593666909315372,0.06918569184364214,0.10909297606748801,0.47732512338635724,0.7722628860444215,0.16974228963268984
77,0.2266132686102518,0.1492527741830696,0.2074922320431763,0.07181303847302473,0.10987555834458801,0.48566238379763527,0.7802852355869637,0.16902961990892984
78,0.22739986089946213,0.1492670291583798,0.2099744945400668,0.07042237282391352,0.11026071064957514,0.4982607150341317,0.7680517704134945,0.17157902845173556
79,0.21363990466628793,0.14921640302908248,0.21183286501224793,0.07817143528415342,0.10471278639313197,0.5373262148990057,0.7955102654436104,0.17687250776185603
