,MEBT:YCB7A,MEBT:YCB7B,MEBT:XCB9,MEBT:YCB9,MEBT:YCB11,MEBT:XCB12,DTL:XCB2,DTL:YCB2,DTL:XCB5,DTL:YCB5,DTL:XCB8,DTL:YCB8,DTL:XCB11,DTL:YCB11,HEBT:XCB0,HEBT:YCB0,HEBT:XCB2,HEBT:YCB2
0,0.33549914957473415,0.33705589006140935,0.3365955951839822,0.3368382342923572,0.3369094757040814,0.3370238850699867,0.3364998483449986,0.3370775175705832,0.33641538234699475,0.3373343385624798,0.3370734913887135,0.3374062705308893,0.3365519758144633,0.33480533784807953,0.3364174968907869,0.3367426191367367,0.33613519265769,0.33769164128276585
1,0.31214974258721034,0.3466292087569152,0.33991658438146966,0.3474257804390918,0.34927961554066805,0.33960983900079084,0.3291604206494411,0.34699463302138045,0.3375803684461842,0.34924666916417696,0.3477204645018459,0.34916811770741674,0.342444995188616,0.30491689836944297,0.3356462278368058,0.3445864922432112,0.34182821789470597,0.3468401665341571
2,0.15003488367563433,0.23370586422265024,0.20353781086145764,0.24111076317900826,0.26025412503372497,0.20137153294742371,0.17789280233451474,0.23543252280380136,0.19980278099175575,0.2583417227615019,0.24146224880030678,0.27464901951793874,0.21390116968921905,0.14246307480617013,0.19224055713522123,0.22393996976501898,0.21701621899432594,0.3219745960882255
3,0.3186188510510415,0.34217631821223854,0.34275421308588516,0.3406392712180492,0.33544183400202254,0.34307129638536177,0.3353240415338956,0.34192761802796473,0.34163181666713305,0.3366646299637192,0.34081943324573133,0.32953511533921903,0.343135494162391,0.31063623375267607,0.34057244229754957,0.34322771882271685,0.34217773572845694,0.3071854830197969
4,0.32194815118682263,0.3427152044980634,0.33952617984512495,0.3428041073434291,0.34309201476294066,0.3392875491673277,0.3324930097307303,0.34290754336655715,0.33802341284609955,0.3433557925290831,0.34308219364440684,0.34235744652988753,0.34066452337620035,0.3157513308932197,0.33689906998249775,0.34166692940302346,0.3400707106497563,0.33793845231157765
5,0.18003560019299136,0.2634400768664951,0.2348701178407975,0.2701226783080697,0.2889366771910261,0.23050371443317005,0.20687111967617028,0.26553850015301433,0.229784564130028,0.28726015787573533,0.2728755400647778,0.30483461837136366,0.24446519094606736,0.17038461018826745,0.22207425407204273,0.2529803897099973,0.24714911410353557,0.3496668287573925
6,0.33652251130168587,0.3356567431343245,0.335406650326571,0.3355088638166847,0.33569650879040414,0.3357138542709791,0.335914292235149,0.33564329402971155,0.3353431475852531,0.33592405871654774,0.3356484500487089,0.33614608332695056,0.33533027469525944,0.3366898450243705,0.3354716971225045,0.3353891311711023,0.3350190363768032,0.33664967265752804
7,0.33310334881210174,0.3365690791419065,0.3369354095409735,0.33616677141738305,0.3350472671951126,0.33733938992083734,0.33612133048288206,0.3365520089517679,0.3367400110946857,0.335650559835175,0.336271353356131,0.3341809384545297,0.3367994559567569,0.33130699998604474,0.33668092086484874,0.336798350454089,0.3363302858462786,0.3300106047369185
8,0.3274212341538163,0.3387401123331282,0.3389443204513392,0.33808804874911036,0.33571909574119674,0.3391418371976799,0.3355668952420264,0.3386551624064581,0.3384041503347951,0.3366156984768734,0.3381059098206175,0.33349998375575685,0.33905959209808456,0.32341097027269183,0.3378423864475583,0.3391500353607658,0.3385542190916031,0.32328421620357906
9,0.32857201347629567,0.3383012791086028,0.3385075735048523,0.33776762746668926,0.3356594294451731,0.3386932232290092,0.335748109970361,0.3382786730699279,0.33805918433284937,0.3364094011025972,0.33772882322826026,0.333826153171235,0.33858230362467884,0.3250985238873307,0.33755997562800244,0.3386731714829076,0.3381384571478188,0.3250277232495067
