,0
0,5.859375000000001e-11
1,9.765625e-12
2,9.765625e-12
3,4.8828125e-12
4,0.0
5,9.765625e-12
6,0.0
7,4.8828125e-12
8,9.765625e-12
9,1.953125e-11
10,9.765625e-12
11,9.765625e-12
12,4.8828125e-12
13,0.0
14,4.8828125e-12
15,1.4648437500000002e-11
16,1.4648437500000002e-11
17,1.4648437500000002e-11
18,9.765625e-12
19,5.859375000000001e-11
20,3.90625e-11
21,9.765625e-12
22,9.765625e-12
23,1.4648437500000002e-11
24,0.0
25,2.9296875000000004e-11
26,4.8828125e-12
27,4.8828125e-12
28,6.8359375e-11
29,0.0
30,2.9296875000000004e-11
31,4.3945312500000006e-11
32,7.324218750000001e-11
33,9.27734375e-11
34,1.4648437500000002e-11
35,1.2207031250000002e-10
36,1.4160156250000001e-10
37,1.1230468750000001e-10
38,6.34765625e-11
39,9.765625e-12
40,1.025390625e-10
41,3.41796875e-11
42,1.4160156250000001e-10
43,1.611328125e-10
44,9.27734375e-11
45,7.324218750000001e-11
46,8.789062500000001e-11
47,1.904296875e-10
48,1.806640625e-10
49,1.5625e-10
50,1.611328125e-10
51,2.2949218750000003e-10
52,2.0019531250000002e-10
53,1.7578125000000002e-10
54,1.4648437500000002e-10
55,2.1484375e-10
56,2.5390625e-10
57,3.5156250000000005e-10
58,3.564453125e-10
59,4.687500000000001e-10
60,8.691406250000001e-10
61,1.6601562500000001e-10
62,8.789062500000001e-11
63,6.34765625e-10
64,5.56640625e-10
65,1.162109375e-09
66,1.220703125e-09
67,1.1962890625000001e-09
68,1.3134765625e-09
69,1.0693359375e-09
70,1.015625e-09
71,1.0839843750000002e-09
72,1.2158203125000001e-09
73,1.1962890625000001e-09
74,1.2939453125e-09
75,9.228515625000001e-10
76,1.3867187500000002e-09
77,1.2109375e-09
78,8.642578125000001e-10
79,1.0986328125e-09
80,4.4433593750000004e-10
81,1.4111328125000001e-09
82,1.4599609375e-09
83,1.3037109375000001e-09
84,1.2939453125e-09
85,1.4941406250000002e-09
86,8.3984375e-10
87,1.3867187500000002e-09
88,1.25e-09
89,1.3867187500000002e-09
90,1.533203125e-09
91,1.4111328125000001e-09
92,1.3427734375000002e-09
93,1.3525390625e-09
94,1.4013671875e-09
95,1.42578125e-09
96,1.46484375e-09
97,1.4990234375000001e-09
98,1.5136718750000002e-09
99,1.5234375e-09
100,1.484375e-09
101,1.5283203125e-09
102,1.4404296875e-09
103,1.4892578125e-09
104,1.4501953125000002e-09
105,1.4941406250000002e-09
106,1.4453125e-09
107,1.4599609375e-09
108,1.4453125e-09
109,1.4404296875e-09
110,1.4111328125000001e-09
111,1.2939453125e-09
112,1.3671875000000001e-09
113,1.396484375e-09
114,9.179687500000001e-10
115,1.484375e-09
116,6.15234375e-10
117,9.326171875e-10
118,4.4921875000000004e-10
119,6.494140625000001e-10
120,3.662109375e-10
121,4.931640625e-10
122,3.22265625e-10
123,4.0039062500000004e-10
124,2.8808593750000003e-10
125,3.271484375e-10
126,2.4414062500000004e-10
127,2.8320312500000003e-10
128,1.5136718750000002e-09
129,1.5234375e-09
130,1.50390625e-09
131,1.5283203125e-09
132,1.3916015625000001e-09
133,1.4550781250000001e-09
134,1.396484375e-09
135,1.220703125e-09
136,1.2744140625e-09
137,7.373046875000001e-10
138,1.1962890625000001e-09
139,1.9531250000000002e-10
140,8.447265625000001e-10
141,2.9296875000000004e-11
142,9.765625e-12
143,1.5185546875000001e-09
144,1.5185546875000001e-09
145,1.5185546875000001e-09
146,1.4746093750000002e-09
147,1.5234375e-09
148,1.5478515625e-09
149,1.46484375e-09
150,1.4355468750000001e-09
151,1.4111328125000001e-09
152,1.4990234375000001e-09
153,1.4208984375e-09
154,1.4697265625e-09
155,1.3330078125e-09
156,1.5283203125e-09
157,1.4941406250000002e-09
158,1.5380859375000002e-09
159,1.2744140625e-09
160,1.4501953125000002e-09
161,1.07421875e-09
162,1.357421875e-09
163,8.3984375e-10
164,1.1474609375e-09
165,6.933593750000001e-10
166,9.423828125e-10
167,5.17578125e-10
168,6.933593750000001e-10
169,4.785156250000001e-10
170,5.17578125e-10
171,4.3945312500000003e-10
172,4.5898437500000005e-10
173,1.5234375e-09
174,1.4355468750000001e-09
175,1.416015625e-09
176,1.3134765625e-09
177,1.2060546875e-09
178,1.123046875e-09
179,9.765625000000002e-10
180,8.837890625e-10
181,7.32421875e-10
182,7.812500000000001e-10
183,6.298828125000001e-10
184,6.787109375e-10
185,4.638671875e-10
186,5.664062500000001e-10
187,5.126953125000001e-10
188,1.50390625e-09
189,1.3330078125e-09
190,1.4697265625e-09
191,8.837890625e-10
192,1.3867187500000002e-09
193,1.1230468750000001e-10
194,1.1083984375000001e-09
195,2.4414062500000002e-11
196,4.248046875e-10
197,4.8828125e-12
198,1.7578125000000002e-10
199,0.0
200,1.4648437500000002e-11
201,4.8828125e-12
202,9.765625e-12
203,1.5283203125e-09
204,1.5087890625e-09
205,1.5283203125e-09
206,1.5234375e-09
207,1.4404296875e-09
208,1.4990234375000001e-09
209,1.4892578125e-09
210,1.5380859375000002e-09
211,1.533203125e-09
212,1.484375e-09
213,1.5576171875000002e-09
214,1.4404296875e-09
215,1.5283203125e-09
216,1.4990234375000001e-09
217,1.5673828125e-09
218,1.4697265625e-09
219,1.5185546875000001e-09
220,1.3427734375000002e-09
221,1.3818359375e-09
222,1.0546875e-09
223,1.142578125e-09
224,7.812500000000001e-10
225,8.154296875e-10
226,6.54296875e-10
227,5.46875e-10
228,5.419921875000001e-10
229,3.173828125e-10
230,4.296875e-10
231,2.05078125e-10
232,2.9785156250000004e-10
233,1.5380859375000002e-09
234,6.34765625e-11
235,8.056640625e-10
236,4.8828125e-12
237,1.4648437500000002e-11
238,4.8828125e-12
239,4.8828125e-12
240,0.0
241,9.765625e-12
242,9.765625e-12
243,0.0
244,0.0
245,9.765625e-12
246,9.765625e-12
247,9.765625e-12
248,1.5283203125e-09
249,1.5185546875000001e-09
250,1.4892578125e-09
251,1.484375e-09
252,1.46484375e-09
253,1.5283203125e-09
254,1.4453125e-09
255,1.4697265625e-09
256,1.4697265625e-09
257,1.3525390625e-09
258,1.4892578125e-09
259,1.07421875e-09
260,1.4697265625e-09
261,7.958984375e-10
262,4.785156250000001e-10
263,1.5234375e-09
264,1.181640625e-09
265,7.812500000000001e-10
266,5.029296875e-10
267,4.0039062500000004e-10
268,3.3203125000000003e-10
269,2.734375e-10
270,2.3437500000000003e-10
271,2.05078125e-10
272,1.7089843750000002e-10
273,1.513671875e-10
274,9.765625000000001e-11
275,1.26953125e-10
276,7.8125e-11
277,4.8828125000000004e-11
278,1.4501953125000002e-09
279,1.50390625e-09
280,1.357421875e-09
281,1.552734375e-09
282,9.27734375e-10
283,1.4794921875000001e-09
284,6.591796875e-10
285,1.3427734375000002e-09
286,1.7578125000000002e-10
287,1.1474609375e-09
288,5.37109375e-11
289,6.591796875e-10
290,1.4648437500000002e-11
291,5.46875e-10
292,3.02734375e-10
293,1.4550781250000001e-09
294,1.4746093750000002e-09
295,1.3281250000000001e-09
296,1.533203125e-09
297,1.142578125e-09
298,1.4306640625000002e-09
299,8.691406250000001e-10
300,1.30859375e-09
301,5.2734375e-10
302,1.2597656250000001e-09
303,2.9785156250000004e-10
304,9.033203125e-10
305,1.318359375e-10
306,6.689453125e-10
307,4.687500000000001e-10
308,1.5185546875000001e-09
