,HEBT:XCB12:CUR,HEBT:YCB12:CUR,HEBT2:XCB2:CUR,HEBT2:YCB2:CUR
0,0.1551075776155071,0.2062869926384533,0.3366939135661118,0.30841958025062016
1,0.186460761303449,0.2121083169109324,0.2985056547058502,0.24563333175520752
2,0.05199774968074222,0.36945731438691026,0.46899431236901534,0.5571862000230416
3,0.07797946820573254,0.33381468274304016,0.134984568858929,0.48508616568967744
4,0.12441874302036054,0.11424789882972128,0.3050121612935906,0.4737424661417382
5,0.2592229614343161,0.2106131800248551,0.2838339200003064,0.4015880446123866
6,0.19877320992846192,0.21566369485207185,0.25204801441761276,0.41217168198688037
7,0.24091136848100703,0.21163629108831844,0.2874357703906692,0.3866504537623414
8,0.2665193255745223,0.2068388213744215,0.3004322648712258,0.24982676764574976
9,0.29386820147786885,0.21074424508110462,0.3091790354739951,0.21578790669655246
10,0.07821384110298159,0.1447874006498988,0.23266055590665158,0.4826166538526524
