,HEBT2:Q7:CUR,HEBT2:Q8:CUR,DRA:Q1:CUR,DRA:Q2:CUR
0,0.2897677081925085,0.2141696737904689,0.38125131437324594,0.31458323059036536
1,0.30013435431422053,0.24009673630220477,0.3487448105881303,0.3278157852365857
2,0.25644957162692744,0.17241673205944633,0.3736454169456402,0.3316894081820217
3,0.2342051065722799,0.17107218013103012,0.38111300957638455,0.3268743473455577
4,0.21213977694243605,0.15625553451637558,0.3851361311994565,0.34231871242391365
5,0.2528312280469322,0.16670219449044021,0.34640402671161524,0.337041056257383
6,0.2697578854211434,0.1818185775381476,0.3095288457876209,0.35954006892254653
7,0.263728301291271,0.14719591207632246,0.3420934263400521,0.34938717228484745
8,0.25786640315543996,0.19339649836909228,0.3585182021623192,0.35348355063484727
9,0.2330943875461775,0.1870095977706736,0.34386562093980766,0.3734444324629206
10,0.21599476177729382,0.18895874862567327,0.293297686209923,0.3806527515840422
11,0.1597891018296647,0.1877446672634027,0.2747606992374975,0.332547532000529
12,0.16280887993906815,0.20539114487308202,0.2871959213330182,0.39952854620918044
13,0.1630129798949918,0.1728498460539231,0.2563660202329352,0.4020700159356961
14,0.07428437633699302,0.17180022406342418,0.21488206177096675,0.5119343428308898
15,0.11748968322777015,0.19693921522432614,0.2787273473125127,0.44184985636326035
16,0.08848811677323597,0.1755368810184784,0.2501544603226047,0.4512482994771667
17,0.09815087661062177,0.1832126564170436,0.2471361440523699,0.4539648521839043
18,0.1302288872030056,0.08017877586088394,0.20916918147364924,0.34496865390567294
19,0.12168716616571265,0.08647145146473699,0.19013894006736393,0.33543326561211656
20,0.11672199230474613,0.09517837320316527,0.2919305630833476,0.35206319507128464
21,0.11624899011595413,0.0891379365218932,0.3185983582530837,0.3504252984928659
22,0.115897991103469,0.08054755017027512,0.3363669834690799,0.3663837920275488
23,0.11893062389697918,0.07932344026098419,0.31905308916193353,0.366494015805763
24,0.11976065313886422,0.09280390161716816,0.33940234578797907,0.36802232625183384
25,0.11946195919398496,0.09400294577230833,0.3291383313067299,0.36327141003815366
26,0.11773221491027254,0.09525490249236497,0.32301232287496806,0.35970258092954077
27,0.11681776993230117,0.09501416634783466,0.36213178935093193,0.3550925021419449
28,0.11517925879341775,0.09716395968372657,0.37018087359043106,0.35532416503416353
29,0.109304490236494,0.10162850376534786,0.38190766802459863,0.36412796228422084
30,0.11487674937135683,0.1001454045571303,0.39440400178085666,0.3946886542362877
31,0.03998671438094509,0.1377646998062645,0.48506384510448625,0.5259988610707369
32,0.03980120836295317,0.14037284600976754,0.5168912301999169,0.5879975499201121
33,0.04044806448189681,0.132328246286316,0.45081764340334535,0.589203857127629
34,0.040831638223551264,0.12384341757194156,0.4274350466589458,0.5458938520757041
35,0.1119497852269632,0.09068568883543215,0.43550877577861435,0.521260839315284
36,0.07664128123736523,0.09969686904578828,0.4727379571715979,0.6053049524567332
37,0.1317500271996423,0.08356174706372353,0.4812113551248458,0.46167885455586416
38,0.14001033947510114,0.0804013302523622,0.49353590926001384,0.476614589175141
39,0.13926059731527948,0.07673264530131386,0.49374500716729447,0.5488633508264368
40,0.13828105157858575,0.07438474394121392,0.5352742794284546,0.6284095418519312
41,0.13127803511285296,0.07253193804875,0.5905942196884257,0.6818317387230715
42,0.13759979534020308,0.07171087994356382,0.5946062238977433,0.686880934332937
43,0.13482400961317256,0.0739658107348114,0.5895655743381754,0.7065082029794899
44,0.13163447391336977,0.07226512503598732,0.5837524906470818,0.7025355944235642
45,0.0449870308928881,0.14428348054594833,0.2602255291995387,0.32644720218249923
46,0.04333274364671447,0.1430133795790538,0.25289803294935215,0.3341320507919855
47,0.04073755206619642,0.14195726169864953,0.26044103118441597,0.31849519308079655
48,0.04123463276133459,0.11917801229448148,0.2650845202877065,0.3050083235005772
49,0.041320619113287924,0.11655452519601334,0.2684350964201605,0.3040062893208366
50,0.04137083608722622,0.10936484653603538,0.3382173859263097,0.220289499114637
51,0.040597185072771484,0.10351931858870671,0.3392768559244993,0.23522040243688272
52,0.039445612400194105,0.09832466392193077,0.47122807992861143,0.26844800488073106
53,0.04006712042423581,0.10061229644215959,0.42482874782295993,0.26193497350349665
54,0.03650398904952288,0.10371237210678733,0.36179904871191393,0.27917346963903844
55,0.0358131877440855,0.10459412091253763,0.3852489876313148,0.27634751271125546
56,0.037977551125217786,0.11595278824354675,0.332424870999988,0.229196541350725
57,0.03676556458527963,0.11161016017495468,0.35188813558438836,0.2386845888382681
58,0.0392575477563473,0.13709887881741475,0.44383466097055757,0.35586543833044487
59,0.03898871622892582,0.13725632747312724,0.4533497388754081,0.36145227118842244
60,0.03929975222743065,0.13608921621432224,0.45287163140165254,0.3609449361422927
61,0.041043656737863636,0.1363939339070025,0.4437101402006085,0.3567126776382493
62,0.04080612774125437,0.13401513139255924,0.45006867147947793,0.35645718902828716
63,0.027631382801430727,0.14545121437462402,0.5079332848730027,0.39647234402177045
64,0.029968115308305118,0.1451312206023526,0.4732068513385673,0.3932909819181573
65,0.03334967519136981,0.14260134168352992,0.4237431296435037,0.38331607618973373
66,0.03219263890753766,0.1413524224368702,0.44777735314940514,0.38590309608306445
67,0.029484536403446848,0.1379116471053411,0.4968276896682626,0.39162392954904796
68,0.028004445651072414,0.13129895532473615,0.5463234632179383,0.39626968631795906
69,0.030058908365362517,0.12150823884336137,0.5280913567370953,0.3792421771830754
70,0.03029453171822979,0.10298554544016139,0.6271773257922125,0.3960282687930401
71,0.029694958509386013,0.10442329498371747,0.625790572296547,0.39861150549685664
72,0.028044160898916246,0.10037518748776125,0.6465985228141408,0.40093571809974105
73,0.026471959054278127,0.09762402564584985,0.6650377503009992,0.3981962067727495
74,0.028272967128052308,0.1004266169051338,0.6581675469669748,0.40043710624331197
75,0.027651477053562915,0.09906819010749728,0.6907655972124355,0.4010664866069451
76,0.02648692302545217,0.09227963096017451,0.8259585845832083,0.40141522142590297
77,0.026585254338709258,0.09123376940137728,0.8710548821499007,0.40010653448855843
78,0.026946908800752793,0.09063419060935378,0.9153753590381879,0.40077351048783233
79,0.02734153118498489,0.09208286790537303,0.9193811881155592,0.40472808234708524
