,0
0,1.7578125e-09
1,1.58642578125e-08
2,1.453125e-08
3,1.201171875e-09
4,9.78515625e-09
5,3.076171875e-10
6,1.46484375e-11
7,1.318359375e-10
8,1.46484375e-11
9,1.46484375e-11
10,1.2216796875e-08
11,1.46484375e-11
12,1.46484375e-11
13,1.87060546875e-08
14,1.68310546875e-08
15,5.2587890625e-09
16,1.55859375e-08
17,1.79736328125e-08
18,1.55859375e-08
19,1.96435546875e-08
20,6.474609375e-09
21,1.9013671874999998e-08
22,1.8046875e-08
23,1.9306640625e-08
24,1.75927734375e-08
25,1.9541015625e-08
26,1.9189453125e-08
27,1.7724609375e-08
28,1.91162109375e-08
29,1.92333984375e-08
30,1.93359375e-08
31,1.97314453125e-08
32,1.95556640625e-08
33,1.93798828125e-08
34,1.97314453125e-08
