,IOS:XCB1:VOL,IOS:YCB1:VOL,IOS:YCB1A:VOL,IOS:MCOL3A:MOTOR,IOS:YCB3:VOL,IOS:YCB4:VOL,IOS:MCOL3B:MOTOR,IOS:YCB6:VOL
0,0.3638688785889501,0.3283436677311838,0.28028259013322776,0.30208461506039425,0.2553140222175387,0.32638780231752995,0.3820317598189338,0.3058118826262106
1,0.3649954415705223,0.32789640331675807,0.2792107732571759,0.3020205926198784,0.253731828998941,0.32570672007615237,0.383601774843777,0.30370868176528754
2,0.3855364803212644,0.3189929488902102,0.2577610412002391,0.29134604620690774,0.242510073105055,0.30298007024406226,0.40272776472160615,0.24393134852467102
3,0.3943318768910888,0.2871073307697546,0.2672969639381977,0.1555112693482476,0.26487990898882385,0.3188375650732523,0.3880767932165257,0.12087954098302083
4,0.3843059826057974,0.24256616372313702,0.29605591075086535,0.10625850214911184,0.2828317813674992,0.3547699580872494,0.38178187176008455,0.09084387235387421
5,0.3873946467857834,0.24724727213237196,0.29028065392039853,0.11262146992979198,0.2783668671963221,0.35061069614527973,0.3842438511778979,0.09370208117868283
6,0.3872989212970085,0.23568489970707937,0.39509873969553844,0.04910749742642118,0.394185154281668,0.38189210454913103,0.3588281038960466,0.07876505141999254
7,0.4032843135763626,0.25369755188303134,0.2783957971259333,0.13066179841682468,0.26376697003878186,0.3401462038817067,0.3884249447622349,0.10343860114834837
8,0.40269271725052125,0.2547557058359407,0.2786743890396853,0.1266019597128692,0.2666179300366621,0.34140349174945656,0.3839058900140758,0.10154764394542785
9,0.4024684770778285,0.2590466414595106,0.2791691726837172,0.12438976358745216,0.26991519180811696,0.33806266616299774,0.37997604234129534,0.10075236344568154
10,0.40234762933022,0.2606890063447038,0.2798611860399372,0.1220013561426621,0.2727032596495399,0.33823158858280156,0.37692901076415125,0.09973813668584632
11,0.402918417481827,0.26704414703296453,0.2816479911106165,0.11969205508267167,0.2793123766966171,0.34155383454734495,0.3753545958448056,0.09887640193654071
12,0.4025309144210409,0.26550128529045436,0.283148863511304,0.11766521824106119,0.2809868261177567,0.3360510430764926,0.37357943374615554,0.09775735514087566
13,0.40127918391445283,0.261841184183925,0.28505447104869164,0.11591882061299076,0.2819203557978296,0.32359268835441923,0.37184273487812264,0.09679510616761576
14,0.4006764200824853,0.2603840186684433,0.2858966514450413,0.11429024945641476,0.2848311114463458,0.31494105637534364,0.3703789966672245,0.09610688970717526
15,0.39991377272447504,0.2626931635687332,0.28623839666905987,0.11236784323854981,0.28639372952584913,0.29904434706730215,0.3672397388710741,0.09469268369140242
16,0.39827444641963344,0.2601089702211714,0.28770212786797883,0.10951350444911923,0.2875512196064736,0.29292961236875303,0.3655401147418792,0.09267615053119212
17,0.39849155975170775,0.26001707962361165,0.2868039795356325,0.10821175073518417,0.28840477822050986,0.2923378516390764,0.36470127703928135,0.09256464626222978
18,0.3976781946799759,0.25924290991778187,0.2870238777513085,0.10595442627659067,0.2892058498486171,0.2934382929246731,0.36373542225648864,0.09150802735546258
19,0.3963812667317228,0.2569475665730158,0.2874571078259746,0.10351251066738659,0.2896309307657266,0.2986909824806996,0.3629992075971132,0.09037491420160905
20,0.3953512788051055,0.2542987475814722,0.28760353091318774,0.1012448507538235,0.29102102197927165,0.30291089147865385,0.3624186071985569,0.08990642949626503
21,0.3937567046448824,0.2528858340571914,0.2892832517897067,0.10057646745551665,0.2911921955831891,0.29975195704058744,0.3614671337601223,0.08908649270311128
22,0.39750233124377476,0.24747603543850002,0.28771233402334084,0.09849501734181443,0.28794884798324527,0.3085758521407907,0.36140486378263215,0.08844384163608034
