,0
0,1.46484375e-11
1,1.46484375e-11
2,1.46484375e-11
3,0.0
4,1.46484375e-11
5,1.46484375e-11
6,1.46484375e-11
7,1.46484375e-11
8,0.0
9,0.0
10,1.46484375e-11
11,0.0
12,1.46484375e-11
13,0.0
14,1.46484375e-11
15,1.46484375e-11
16,1.46484375e-11
17,0.0
18,0.0
19,1.46484375e-11
20,0.0
21,0.0
22,1.46484375e-11
23,0.0
24,1.46484375e-11
25,1.46484375e-11
26,1.46484375e-11
27,1.46484375e-11
28,1.46484375e-11
29,1.46484375e-11
30,0.0
31,0.0
32,0.0
33,1.46484375e-11
34,1.46484375e-11
35,1.46484375e-11
36,0.0
37,1.46484375e-11
38,1.46484375e-11
39,2.9296875e-11
40,1.46484375e-11
41,1.46484375e-11
42,1.46484375e-11
43,0.0
44,1.46484375e-11
45,1.46484375e-11
46,0.0
47,1.318359375e-10
48,1.318359375e-10
49,4.39453125e-11
50,1.46484375e-11
51,2.9296875e-11
52,1.46484375e-11
53,1.46484375e-11
54,2.9296875e-11
55,3.076171875e-10
56,1.611328125e-10
57,4.39453125e-11
58,7.32421875e-11
59,1.46484375e-11
60,1.46484375e-11
61,1.46484375e-11
62,0.0
63,1.46484375e-11
64,1.46484375e-11
65,1.46484375e-11
66,0.0
67,0.0
68,1.46484375e-11
69,1.46484375e-11
70,1.46484375e-11
71,1.318359375e-10
72,1.46484375e-11
73,2.9296875e-11
74,0.0
75,1.46484375e-11
76,1.46484375e-11
77,1.46484375e-11
78,1.46484375e-11
79,1.46484375e-11
80,4.39453125e-11
81,4.39453125e-11
82,0.0
83,1.46484375e-11
84,0.0
85,0.0
86,0.0
87,1.611328125e-10
88,8.7890625e-11
89,2.197265625e-10
90,1.46484375e-11
91,1.46484375e-10
92,5.859375e-11
93,1.46484375e-11
94,2.9296875e-11
95,0.0
96,1.46484375e-11
97,0.0
98,2.9296875e-10
99,4.6875e-10
100,4.541015625e-10
101,6.15234375e-10
102,3.076171875e-10
103,5.56640625e-10
104,3.369140625e-10
105,5.712890625e-10
106,6.15234375e-10
107,7.470703125e-10
108,5.859375e-11
109,6.298828125e-10
110,6.73828125e-10
111,1.46484375e-11
112,8.056640625e-10
113,7.177734375e-10
114,1.46484375e-11
115,1.46484375e-11
116,7.470703125e-10
117,5.2734375e-10
118,2.783203125e-10
119,7.763671875e-10
120,7.177734375e-10
121,4.39453125e-11
122,7.03125e-10
123,6.005859375e-10
124,6.298828125e-10
125,2.197265625e-10
126,8.7890625e-11
127,5.419921875e-10
128,4.39453125e-10
129,7.91015625e-10
130,1.46484375e-11
131,4.541015625e-10
132,3.515625e-10
133,5.859375e-10
134,1.46484375e-11
135,2.05078125e-10
136,0.0
137,6.884765625e-10
138,4.248046875e-10
139,3.8085937499999997e-10
140,6.4453125e-10
141,5.56640625e-10
142,4.1015625e-10
143,7.03125e-10
144,6.591796875e-10
145,8.203125e-10
146,1.171875e-09
147,1.4501953125e-09
148,9.66796875e-10
149,2.63671875e-10
150,1.7578125e-10
151,4.833984375e-10
152,3.8085937499999997e-10
153,8.642578125e-10
154,0.0
155,2.783203125e-10
156,1.171875e-10
157,4.39453125e-11
158,2.0947265625e-09
159,2.2412109375e-09
160,1.904296875e-09
161,1.46484375e-09
162,0.0
163,5.859375e-11
164,1.46484375e-11
165,2.5048828125e-09
166,1.083984375e-09
167,1.611328125e-09
168,1.7578125e-10
169,2.314453125e-09
170,2.6806640625e-09
171,1.640625e-09
172,3.0615234375e-09
173,4.4384765625e-09
174,1.787109375e-09
175,1.46484375e-09
176,2.5341796875e-09
177,0.0
178,1.75341796875e-08
