,0
0,3.33984375e-09
1,4.6875e-10
2,0.0
3,1.08251953125e-08
4,1.46484375e-11
5,3.5888671875e-09
6,9.08203125e-10
7,1.318359375e-10
8,1.46484375e-11
9,0.0
10,8.056640625e-10
11,4.833984375e-10
12,1.23193359375e-08
13,1.55712890625e-08
14,1.5380859375e-08
15,1.7138671875e-08
16,1.6611328125e-08
17,1.58642578125e-08
18,1.86181640625e-08
19,1.86767578125e-08
20,1.8061523437499998e-08
21,1.88671875e-08
22,1.7783203125e-08
23,1.93798828125e-08
24,1.65380859375e-08
25,1.89111328125e-08
26,1.94677734375e-08
27,1.9365234374999998e-08
28,1.97021484375e-08
29,1.97607421875e-08
30,1.986328125e-08
31,1.94091796875e-08
32,1.88525390625e-08
33,1.8779296875e-08
34,1.92626953125e-08
