,0
0,2.4414062500000002e-11
1,7.568359375000001e-10
2,4.5410156250000005e-10
3,1.07421875e-10
4,4.8828125e-12
5,9.765625e-12
6,4.8828125e-12
7,4.8828125e-12
8,1.0791015625e-09
9,4.8828125e-12
10,0.0
11,2.9296875000000004e-11
12,8.056640625e-10
13,1.5136718750000002e-09
14,1.50390625e-09
15,1.2939453125e-09
16,1.630859375e-09
17,1.6259765625000001e-09
18,1.5771484375e-09
19,1.5673828125e-09
20,1.4794921875000001e-09
21,1.630859375e-09
22,1.5820312500000002e-09
23,1.6162109375e-09
24,1.6845703125000002e-09
25,1.630859375e-09
26,1.4941406250000002e-09
27,1.4453125e-09
28,1.5283203125e-09
29,1.4892578125e-09
30,1.6064453125000001e-09
31,1.5185546875000001e-09
32,1.3476562500000001e-09
33,1.396484375e-09
