,MEBT:YCB7A:CUR,MEBT:YCB7B:CUR,MEBT:XCB9:CUR,MEBT:YCB9:CUR,MEBT:YCB11:CUR,MEBT:XCB12:CUR
0,0.3494122677861473,0.1828958179619331,0.1375865605244835,0.4461802825597733,0.4197210395490765,0.3957830736381876
1,0.46292878431554074,0.14673336945435267,0.36821450092132507,0.4709701680521087,0.4823265072031274,0.4760726727842369
2,0.47093515446017803,0.17663385039352808,0.3819750314486823,0.48550194425192283,0.48416370277385473,0.47831215129363264
3,0.46087026834177075,0.19971935529030493,0.37737477092562854,0.4945741445153823,0.4852132572227891,0.49021911893860837
4,0.4623753768304498,0.19482966530383702,0.37268761894319974,0.5030620849226686,0.4873511301804556,0.5153957688184148
5,0.48670992867863916,0.18730645232543922,0.3663943965712979,0.5022747276410053,0.5364098223091083,0.5182223429685113
6,0.49570282773029367,0.18191466491695993,0.3617979135160677,0.5067861482023455,0.5408401160993337,0.5345590212060964
7,0.4649022690914234,0.1851888609316355,0.35397648148887045,0.4412307751138327,0.5126465403197988,0.5131109795025848
8,0.4926118597699537,0.18882142528053464,0.3326833745463015,0.3967630160573801,0.5216859330304071,0.5209670748550681
9,0.48401707511847636,0.19454209834096287,0.33895400279129373,0.37661286495353763,0.5537848161039837,0.5555378989221333
10,0.51975480431715,0.18146821254526824,0.3133882692149148,0.495648650932469,0.5914075257653876,0.5838246958804862
11,0.5220650704841998,0.17739295253898912,0.36234432103163244,0.49287465163418764,0.5914419787880781,0.5810373133871185
12,0.5435198940047483,0.17371293012152592,0.3698052164690781,0.483711143036241,0.6213192820191173,0.5812351577728424
13,0.46869075022892226,0.23628272939506195,0.32316734070273356,0.5465612041800008,0.4173151371010434,0.4047630104783461
14,0.4631665571859678,0.22760161324383943,0.3466509006638467,0.4885891167468098,0.4535665827614701,0.3356803496464431
15,0.44295824632176894,0.24479097828628807,0.34427272388711816,0.4908559579990369,0.4631084692751546,0.3935154037442048
16,0.42143362014201213,0.2743165190712919,0.3374809894568749,0.49041934372555657,0.50089475947795,0.3765223104702307
17,0.41675865399802636,0.27448555620812065,0.3346590808918686,0.4957713897316936,0.49149243324687863,0.3896081585203584
18,0.4527412089549214,0.25615676824093764,0.34920773555785073,0.5041867688292655,0.4905751644841929,0.37702276776602495
19,0.4785555482732905,0.25781863930054777,0.36290032314365506,0.3703434894301164,0.5276099576069118,0.39631489244637447
20,0.4779847448494711,0.2581154328575792,0.3600480987803886,0.36944299796093144,0.5339263294558776,0.39592175201214747
