,HEBT:XCB0:CUR,HEBT:YCB0:CUR,HEBT:XCB2:CUR,HEBT:YCB2:CUR
0,0.5052560873184689,0.5091451757376959,0.5157136141638484,0.10261653111979464
1,0.518953601714331,0.5345961151177989,0.6068218952839208,0.09026342425704596
2,0.3130342441414458,0.45704355846838723,0.5406691283316446,0.13076376557943614
3,0.2997056092025948,0.47660318117498135,0.5697865678026256,0.12722272923880892
4,0.2886571555012985,0.49374454146672286,0.6397462162199639,0.12181363758451591
5,0.3230031355642079,0.4934528083938463,0.6312983992861514,0.12719561315415
6,0.30904590437801427,0.5257043808065343,0.6666737803022859,0.12299133140018065
7,0.31218091625410144,0.5041079405368291,0.6776549648106314,0.13456257021474943
8,0.3377917741202743,0.499646520038719,0.6647674269851453,0.1348236765260888
9,0.3315703665417699,0.5458202007803904,0.6994021722726984,0.13359340001547285
10,0.4546721260329552,0.5045819884332845,0.3638225958689063,0.1818897671413163
11,0.44706077472677763,0.5786004765745467,0.3643611304045022,0.17800466673611628
12,0.44454395671448305,0.5934139571045081,0.3825255872954475,0.17429605265927847
13,0.4498959886277874,0.6133045375235322,0.40482127904917503,0.1734752386378684
14,0.44767954681886635,0.6019960796311548,0.4003991560077625,0.1697047186973191
15,0.361075599115146,0.5680725428630351,0.5609557302144257,0.15781078696478312
16,0.38177727881311363,0.49886449920124737,0.5297931012474025,0.1637282680442826
17,0.3718907406423321,0.56873452897102,0.47884832733429006,0.15613988415900748
18,0.4324376268049357,0.682442660290451,0.16132949319667875,0.18744253887204596
19,0.3712715710173085,0.5522825304696837,0.49335427038642565,0.15106926839958376
20,0.3664806397527993,0.5761130574522423,0.48624342879911503,0.1487249717414766
21,0.3721556917962734,0.5811656733678436,0.4947008498738208,0.15024156263204377
22,0.3757034512905791,0.5950422607600478,0.4899225315650656,0.14725948182931092
23,0.3660433510886139,0.6075522220083296,0.5043569531896595,0.1448899722312814
24,0.37936557979260205,0.602509714707794,0.49136173246288317,0.14672618084828046
25,0.38374884794606295,0.6281264768607929,0.48785896193109646,0.1480138428904611
26,0.38227231195664313,0.6424132639142144,0.49303867980185656,0.14770085844278627
27,0.40079457299692833,0.6445843321891864,0.4759892080062865,0.14540185859884852
28,0.40291044153762007,0.6115068820133838,0.4875167207098371,0.14935915039154588
29,0.40587497945911105,0.6140082593709532,0.5012294910105242,0.1532697196756069
30,0.4059505170483052,0.6229238656808389,0.4995118567592778,0.1556697075349
31,0.40338035234380426,0.6297561506911303,0.5106407352890527,0.1555473412809037
32,0.3874944703944197,0.7269854495507099,0.4847406568992245,0.14881591722507567
33,0.39178284639614946,0.773541374909735,0.47983576675301604,0.14661025940528544
34,0.39576281209402997,0.7756038753959578,0.4933402538552377,0.14776973866544368
35,0.402776067761489,0.7798473165039322,0.4874828357564779,0.15266945409028856
36,0.39856062325479324,0.8013704296761105,0.4878263586627075,0.15137309009407207
37,0.40365717286073854,0.5552458648854527,0.6688672896979553,0.14774421221906747
38,0.40980741638969626,0.5672108827622109,0.657260111273427,0.15323157102187007
39,0.4136010206877043,0.5746395198666805,0.6634118140843975,0.15280296339879088
40,0.41547479299758916,0.5749458874074402,0.6803011176635038,0.15709688937990146
41,0.4134962644076253,0.5710059843360747,0.6866997969576862,0.15634325509441438
42,0.41074340970713813,0.573750404996827,0.6983159063412352,0.1570385870494485
43,0.4079663937316518,0.5762609693018507,0.7047429998081707,0.15688307727023407
44,0.39493548599065825,0.5671519794518444,0.7508779213711135,0.14868533536356104
45,0.3894195224717817,0.5748105450942911,0.7599801429853907,0.1496213707928271
46,0.34887393653156834,0.5627544680574271,0.8185142622944053,0.13821662393257653
47,0.3343925991446144,0.5739669942857619,0.848899734990761,0.13629015347067497
48,0.33712593998393736,0.5761832890801519,0.8609520372015502,0.1351286891439387
49,0.3560936017760641,0.5721934998405699,0.8482783093672248,0.13868409471725524
50,0.34838866458338746,0.5759420786839121,0.8600901849186567,0.13745046997666568
51,0.3354715591802042,0.5868796694661138,0.8695130778035237,0.13865325369345916
52,0.34523787220731644,0.5933405976391986,0.8810708538417762,0.13721691917600792
53,0.2243031120877377,0.31016036649246675,0.2649317500409884,0.1779049569804217
54,0.3402070957364858,0.6193268192498418,0.8939457797297066,0.1362130768490899
55,0.13601764049435242,0.6615167577609523,0.7333832798509891,0.13651814342019958
56,0.13728248822147898,0.643137427506384,0.7444187969838988,0.13494047708853782
57,0.14945948878641552,0.597639465711918,0.7488700534412785,0.14318071962006967
58,0.1777125141822753,0.5496965278761551,0.7638978711375362,0.15109521787484664
59,0.17583774641983527,0.5497279940261888,0.761604546278493,0.1540188075569188
60,0.19603913887320762,0.5545573643797134,0.7743514906817317,0.16030125376211626
61,0.19828808981130602,0.5524916351820386,0.7678455759907084,0.16184669743347688
62,0.35581737662202245,0.5459386481009156,0.5895830597012022,0.20847063076980124
63,0.30236860025008094,0.5790013027467288,0.6061641907120383,0.20043039561360296
64,0.29841154578325135,0.5938806412544594,0.6142837727414014,0.2019828190601975
65,0.2992851979230049,0.5983568387941727,0.6199584397945785,0.20224605642999802
66,0.29858051882414555,0.6125577185188273,0.6258882158490199,0.20431525420771732
67,0.29993528244985823,0.585390357391837,0.6099944626648474,0.20471951838164268
68,0.29211949735683457,0.5763149284505227,0.6099894181706738,0.20631128814833888
69,0.2676825022879378,0.5837290104376585,0.6160446703108018,0.2060348021987521
70,0.2914431241113807,0.5523884861127368,0.6144248737778601,0.21109730058153464
71,0.28193493619295495,0.5707144858887305,0.6203379413927124,0.21240466028962324
72,0.3034483159106002,0.5674027627422552,0.6193993515477274,0.21925615829079223
73,0.30105132352557035,0.5594159879195917,0.6134869871965875,0.22518181141568433
74,0.3076697849713775,0.5627414828375773,0.6116214948455856,0.22721778911432583
75,0.29988578930897636,0.5785464655315831,0.6118497473402531,0.22903433028899145
76,0.2911448293424759,0.5807666648902655,0.6156308946929986,0.22984615736569847
77,0.33249602240601744,0.5603750163912333,0.6523777977569083,0.22228255030028396
78,0.33354872956613446,0.5746034031334045,0.654304357530202,0.22383288332810486
79,0.33158661258164607,0.5821843471480418,0.6603652846552328,0.22685115018453827
