,MEBT:Q6:CUR,MEBT:Q7:CUR,MEBT:YCB7A:CUR,MEBT:YCB7B:CUR,MEBT:Q8:CUR,MEBT:Q9:CUR,MEBT:XCB9:CUR,MEBT:YCB9:CUR,MEBT:Q10:CUR,MEBT:Q11:CUR,MEBT:YCB11:CUR,MEBT:Q12:CUR,MEBT:XCB12:CUR,MEBT:Q13:CUR
0,0.416723281968618,0.4337256136401098,0.38862994390467753,0.07264401126543905,0.3048681721489876,0.483427926102309,0.46857015100316257,0.40997666736642707,0.3940544975576671,0.45539188492995325,0.4383623031841417,0.3907631410505035,0.46498624504106545,0.43924707928008033
1,0.33813428756511676,0.35885665035596753,0.3627930324707215,0.22321270313519365,0.32496113287434636,0.37308350978158283,0.3783311563023255,0.33631293643821664,0.3053364766330778,0.3579828640444738,0.35097049555203963,0.34417251496919277,0.36781867911096927,0.37482016604114404
2,0.32275327076812405,0.3499387027705675,0.3542106552045745,0.1791764839518677,0.32787793510284813,0.3644423941193019,0.35617631112689113,0.33038499627721735,0.3177274731669406,0.3523007178284613,0.34940212984241853,0.34274953069757674,0.36057879253677894,0.36716171204724873
3,0.32265539401482546,0.33998310781082164,0.34912468626059856,0.20524016345308688,0.3279848337103972,0.3548853623163608,0.34026167147021813,0.30810639149494823,0.2502694288307389,0.34455318269173163,0.34672880074839596,0.3368933438125533,0.35613862241042693,0.3560877471517356
4,0.3160821628162145,0.3165757279708301,0.3418222493281077,0.22652506048975354,0.3163434588139543,0.3467936685296876,0.3391937502428186,0.3054063895952731,0.2580322305783178,0.3397902582475467,0.32462122440915053,0.33244200586126893,0.35167029070867,0.31148039876991485
5,0.3035278666912729,0.3166969349875304,0.32145010866642415,0.24041121165355367,0.31882270661558565,0.3447436573534925,0.34185499879087256,0.2872434123596763,0.2709636490208856,0.33793446498885116,0.3248185263164654,0.3172421719067017,0.34727213117642425,0.3017891540595736
6,0.3038033003281323,0.3176541823963906,0.31988704235317256,0.24637507295488945,0.30362736099590504,0.3439958956265928,0.34360678157508817,0.288496230856637,0.2631038667997575,0.3365151148606187,0.32511150597934735,0.3162527934236077,0.339979698770483,0.30203794318453764
7,0.30260908470012926,0.3176174256950637,0.31856966409559634,0.2454580864685996,0.30451458338469045,0.34296308536663905,0.34302481447939337,0.2885100207018641,0.2637735614630128,0.33544465075790114,0.3243568708869395,0.3154134629826795,0.33667833801461283,0.3017992679925289
8,0.30698126074966364,0.3156602550870224,0.29400232053762343,0.25739658924456815,0.29364757977592776,0.3403923086575248,0.34314352398817527,0.29191151854648856,0.2764432256205307,0.30280951714754645,0.324818748939955,0.31510437016451986,0.33848175014295445,0.30857842290357584
9,0.30961656517275316,0.31446703058159675,0.2876486237844367,0.26358927673088406,0.2985279825237842,0.33469880377746936,0.3455030696836916,0.29441795509753743,0.28689828218229746,0.29957391438942566,0.31409828987109384,0.2862952028624462,0.3378858987964952,0.312342989470698
10,0.3073012111888271,0.31306705869872087,0.2873087432332849,0.2606869024288817,0.2961044891253671,0.33358920467164127,0.3441604958754684,0.2925537517679902,0.2842123738493432,0.3165245467560172,0.31270666205727904,0.28745761504618267,0.33902738102674335,0.3119830644209047
11,0.3063340198521491,0.313884986995869,0.2862600705225293,0.25880037028625297,0.29592058620372946,0.3377054330473924,0.34374363569111316,0.2931461136807436,0.28230698068385723,0.3156392397637588,0.3123899771312164,0.2883601420564137,0.3384403714770977,0.310800501584004
12,0.30120817074855355,0.3142893136113491,0.28749944681709727,0.26051691651095704,0.2962669463286207,0.3374582870957411,0.3432528237396282,0.2892137052162289,0.2829899492031513,0.315855085129624,0.31236623818047654,0.2877004029625675,0.3380747074227355,0.3076745827282041
13,0.2907774703454201,0.3145025463608056,0.2902706888205011,0.26657024392001205,0.3004234727379628,0.3346790942056433,0.34466681720105585,0.292580139597821,0.27263605773241756,0.3151254196798652,0.3099307886344441,0.28506134126956106,0.33450438252824266,0.3053408817408441
14,0.26706003622137187,0.3338356716391565,0.2937184755251665,0.3192120380291712,0.26679840313130676,0.3411086859653927,0.425928066190137,0.28624246784019536,0.269265304545437,0.30929710216239703,0.30346110027529116,0.2647015241862799,0.3472563473655938,0.2931095021962879
15,0.27854694345399467,0.33333311476756644,0.2932118543254738,0.31013403416781266,0.28039828186987475,0.3029324653864178,0.4040026009110061,0.29157415820579036,0.27081861099536003,0.31146326319896184,0.30832693592385346,0.27173533654164567,0.34454788627264893,0.29315109651016413
