,MEBT:Q6:CUR,MEBT:Q7:CUR,MEBT:YCB7A:CUR,MEBT:YCB7B:CUR,MEBT:Q8:CUR,MEBT:Q9:CUR,MEBT:XCB9:CUR,MEBT:YCB9:CUR,MEBT:Q10:CUR,MEBT:Q11:CUR,MEBT:YCB11:CUR,MEBT:Q12:CUR,MEBT:XCB12:CUR,MEBT:Q13:CUR
0,0.3666468409944991,0.4223286393861662,0.460218532685691,0.42059445122378536,0.44690511066126737,0.3513657113070844,0.3966603492811872,0.3945402305761654,0.3066229002267949,0.33832330085869267,0.4643244114649694,0.40877069514201886,0.037096002445873195,0.42842463866014724
1,0.3711747376462427,0.3183068393424167,0.42249743371101867,0.39785241173385005,0.4260058384946073,0.3347216713171359,0.3844967809433072,0.3670896784580819,0.35547575858640856,0.0438747856155154,0.4456951825148564,0.37941580536994035,0.09111303928530473,0.3827784358002776
2,0.34705054523542644,0.37861810819431124,0.3662336516513389,0.35448636637096487,0.36448401865943664,0.3495811035534799,0.36609667004667057,0.35498434501542125,0.3235157120418974,0.04600178157181409,0.367160764785887,0.3673385594209006,0.027406083761155373,0.37187392652457474
3,0.36329086201499006,0.2624047790279402,0.3800370181930271,0.3655338498075392,0.37566232141169864,0.3420136452123506,0.3598451093618737,0.35474486024736496,0.33497313649718746,0.050404457539468685,0.38182472657109473,0.3524818653144388,0.22680362266353904,0.3632238913468113
4,0.3630545382258269,0.27682020324816514,0.38333876340417844,0.36852206336438753,0.3817453018434679,0.3368515913948459,0.3612741774910732,0.35426955551989014,0.3385869655584874,0.05455063882673624,0.3792021391961461,0.3534520333341486,0.16730947145675074,0.35972587161440406
5,0.35229133832695286,0.27150551942842344,0.36207954328668457,0.35405588991903736,0.3797465869722117,0.1319589182263349,0.3515864796075999,0.34176766859717755,0.32562060679691884,0.06730394374691112,0.3629790868832433,0.32005764091531164,0.19946639430739854,0.3512370423523616
6,0.24825041312533838,0.2800767791689845,0.36094940183306323,0.3457309779579395,0.3831909883553854,0.10880974494399154,0.3528006224591707,0.34106421362131867,0.3298933916321919,0.2517566957823773,0.37615492843746523,0.3332517926324958,0.23386023453586557,0.35060426568264275
7,0.21808155016650901,0.28226924214549776,0.3599218081921709,0.33369226674608604,0.37077579873241584,0.10948136553062769,0.3331077952929984,0.33302545652794335,0.31514751527602425,0.06154989364425317,0.36080181532967803,0.3236132226133971,0.22870190127436044,0.3450699326318106
8,0.11890420808330744,0.2543857295462856,0.3502472369629157,0.3004988279149073,0.3718577835896328,0.23051114700491937,0.35591566366828326,0.31032245099865313,0.3241756037723088,0.28007517220315337,0.3623944761345411,0.30943256318738377,0.25073343012757804,0.31891377232625256
9,0.14667785894514143,0.24647123057017514,0.3266690262173866,0.14077819903036087,0.36892311658166566,0.23097700059265674,0.36394996144332353,0.32224829598206983,0.31293446170125067,0.28362819628920366,0.3599766588371393,0.2967060031948211,0.3023869983629218,0.3225396016017487
