,MEBT:Q6:CUR,MEBT:Q7:CUR,MEBT:YCB7A:CUR,MEBT:YCB7B:CUR,MEBT:Q8:CUR,MEBT:Q9:CUR,MEBT:XCB9:CUR,MEBT:YCB9:CUR,MEBT:Q10:CUR,MEBT:Q11:CUR,MEBT:YCB11:CUR,MEBT:Q12:CUR,MEBT:XCB12:CUR,MEBT:Q13:CUR
0,0.6518160838685947,0.33441828849381866,0.5575826197085154,0.42482290699341363,0.18497059790111178,0.35804778046110597,0.7454499782543171,0.7284252142237064,0.33441828849381106,0.4388021309197879,0.6073599536378708,0.33441828849381894,0.48341091700465816,0.3344182884938165
1,0.6641040129594324,0.3342505716148912,0.5740676166175125,0.4396585067573916,0.24465185259363403,0.36050056090106897,0.7534667399862834,0.7370805869253242,0.3342505716056223,0.4420602556272134,0.6237319862757688,0.3342505716055842,0.49560400508819447,0.33425057164590105
2,0.605698267114922,0.3352929194795362,0.30291885371929567,0.5270636118128385,0.2516418173660329,0.34668401484472666,0.670535683774734,0.6612631506730055,0.3352929194751232,0.42330058180233554,0.6603020630346108,0.3352929194685637,0.4941098698340286,0.3352929194944024
3,0.5226292983654259,0.33435372182672396,0.17431945848964822,0.5811936764702179,0.2667489492927672,0.32659045749853416,0.5827751502445574,0.5608550515150116,0.3343537222104293,0.40955786090365615,0.5847125490369474,0.3343537222095405,0.5730296327826598,0.33435372222102455
4,0.547999291714147,0.33580621204247957,0.46138785801530563,0.5342885846022255,0.28162899265550856,0.3314770660323729,0.1803835292562952,0.6402571799557806,0.3358062124112992,0.35964087998545746,0.6450930376189677,0.3358062124115297,0.4747098864405653,0.33580621244734166
5,0.5256979058649023,0.3323613554498784,0.18598285905227185,0.554085551905424,0.2692815122273869,0.32578628889455064,0.5524747030658577,0.3111869073700576,0.33236135593812743,0.3977320160591036,0.5983447156532303,0.33236135593968336,0.540172790904609,0.33236135581087844
6,0.5603915181885036,0.33458821406128936,0.18942137090399858,0.6174030159135314,0.2731786608167092,0.3394570925709493,0.6496679037237664,0.48800934511385885,0.33458821449290366,0.41276140822823476,0.6325695017177616,0.33458821449270637,0.43575834273286906,0.334588213452465
7,0.5371988397155302,0.333990862392662,0.1761224141190246,0.17694475341682325,0.2884472861030463,0.35531147966693544,0.5861068579924925,0.6011169054516835,0.3339908625911915,0.3812961648345813,0.6272351693832323,0.3339908626247654,0.40363737144775486,0.3339908603035099
8,0.5634609401423674,0.33454804868121324,0.1677971070854509,0.21538208542198495,0.23204039948761118,0.35401354915424327,0.5573990452593229,0.586749176016506,0.33454804878430255,0.3840005597349769,0.5882579083860013,0.3345480488252458,0.2002110762704753,0.33454804478852096
9,0.5873786857335102,0.3346960732613836,0.1665716773272886,0.22931153928040676,0.2298987044964046,0.35475064730361205,0.6024328886291853,0.6443879482402683,0.3346960733466269,0.3898799977755223,0.6325357381321467,0.3346960733918662,0.19477319977903435,0.33469607125774437
