,train_x,train_y
0,"[-12.088269975694377, 1.9502902286341863, 14.926636464993697, 9.31074610046429, -0.6877704991632719, -0.06544312735136358]",24.414062500000004
1,"[-24.56276438549134, -1.0270782961852891, -31.42427683085816, -13.890130503567718, -0.49947418074860045, -1.0401751775105252]",756.8359375000001
2,"[-28.794758894053874, -4.0032560226685785, -0.024274490494788147, -19.008230503180833, 0.03117644588778029, -0.5071353468101485]",454.10156250000006
3,"[-14.298357653212761, 1.6853550370598234, 22.82362843551535, -43.051788441125396, 0.6557246592066532, -0.5094475716128897]",107.421875
4,"[-10.989613408401764, -12.27640952979749, 36.794124439010886, -22.501238131376965, 0.42066052054814906, 0.5489269673172508]",4.8828125
5,"[16.80238516688644, 11.341032575825569, -10.052833827157613, 21.063187903984208, -0.2384860459890643, 0.19651939031692117]",9.765625
6,"[1.279633535357318, 25.185652944516306, 23.96230159630395, 42.223453254124415, -0.025060089881349817, -0.1318462210228656]",4.8828125
7,"[10.61158077017841, 3.325674927513891, 13.475962972141467, -8.803807644691087, 0.0533475077476157, 0.07081855571854072]",4.8828125
8,"[-15.453958813056857, 11.404504413220105, -0.7585803258117969, -22.771255835110438, -0.7925613117799546, -0.5404917603972157]",1079.1015625
9,"[37.89019715895684, -14.221158120516716, -2.4850377385620255, -4.201071301380893, 0.4368450655605256, 0.2405049951911143]",4.8828125
10,"[0.47030636598105663, 34.1409292221255, 17.108450066922426, 14.262680334172334, -0.2748207653231082, 1.5994111735505705]",0.0
11,"[25.31671545509925, 9.842669050560378, -32.131141547776195, 2.2375234379480684, 0.7759597907063661, -1.0425054350494547]",29.296875000000004
12,"[-17.65532404304196, 25.682832583005734, -16.392877360885485, -12.332232435302505, 0.7314987625801309, -1.2261122699494797]",805.6640625
13,"[-24.706220396348215, 25.614962542642267, -15.17809365963246, -28.643052725774318, -1.0551507115408465, -0.9861632036713998]",1513.6718750000002
14,"[-32.48318005136104, 32.765569072239266, -19.370810247009395, -39.472505984149024, -1.646033841826039, -0.9026173885480516]",1503.90625
15,"[-33.8246213341622, 38.636518423612515, -11.082133200130835, -29.336637283015992, -1.2406246741257925, -1.5999733226290025]",1293.9453125
16,"[-28.555849903755316, 28.416191806865207, -29.541597441915304, -36.69428764767195, -1.1699095968293842, -0.56035261821818]",1630.859375
17,"[-11.81104901564292, 28.02051757434038, -44.56991443626467, -41.68686174156379, -1.4336452721048616, -0.7032762662478299]",1625.9765625000002
18,"[-32.02523697304511, 22.415603916399093, -50.626315665803006, -40.78239405516306, -1.3975716812630794, -0.7114320984991493]",1577.1484375
19,"[-21.42522885419914, 32.61826722979129, -48.42579991507258, -31.11979850407797, -1.4112489969097126, -0.390831113692046]",1567.3828125
20,"[-22.309231177332546, 33.32620458200942, -44.288203109272715, -44.57276061093603, -0.9334508254297967, -0.7095454655583412]",1479.4921875
21,"[-18.207541961709865, 22.486637068275144, -33.63738027027252, -38.447931830065166, -1.6712847600509617, -0.38203777754819984]",1630.859375
22,"[-19.55007132391902, 24.541080632759463, -36.34863307204933, -35.53798978929389, -1.4968452132442915, -0.7139343071878154]",1582.0312500000002
23,"[-20.915419750212354, 25.92530292736213, -41.11778802654233, -46.54717064556794, -1.6685027347765755, 0.11723924486396253]",1616.2109375
24,"[-22.42544576449701, 25.410728568192546, -34.82021507291466, -40.19038538744917, -1.4268134185613925, -0.20275963772705996]",1684.5703125000002
25,"[-43.67521029548997, 22.881772139609907, -31.87217754852898, -37.52954337629971, -1.3865364705265066, 0.3374242557388697]",1630.859375
26,"[-19.60932971079974, 23.243164094640537, -41.89428697307231, -38.12533579043399, -1.2351744464872232, 0.30531121889768675]",1494.1406250000002
27,"[-46.92311711882429, 19.339089149788787, -21.58743402786755, -49.28062513501511, -1.700316334625548, -0.04670620669572316]",1445.3125
28,"[-38.35007035977875, 29.931954562137495, -38.60293200517345, -36.50732716216971, -1.7894110486597, 0.0982910569161592]",1528.3203125
29,"[14.385655601363291, 31.942403655905945, -31.887274891420617, -54.680573156012194, -2.169702188076938, -0.5095856022137633]",1489.2578125
30,"[-72.06222142516532, 28.548686935984147, -37.78499889525784, -27.557324892257224, -0.7215591268485119, -0.17274825843317076]",1606.4453125000002
31,"[-99.43036479078798, 23.42012026469102, -70.58640957518281, -36.10328240406028, -0.841991692244028, 0.5813598655846188]",1518.5546875000002
32,"[-100.0, 32.14801574703856, -84.4037773892802, -21.858091556959035, -0.18383642881456677, -0.8695659950137791]",1347.6562500000002
33,"['MEBT:YCB7A:CUR', 'MEBT:YCB7B:CUR', 'MEBT:XCB9:CUR', 'MEBT:YCB9:CUR', 'MEBT:YCB11:CUR', 'MEBT:XCB12:CUR']",1347.6562500000002
