,0
0,7.910156250000001e-10
1,7.8125e-11
2,1.0791015625e-09
3,2.4414062500000002e-11
4,1.3427734375000002e-09
5,5.859375000000001e-10
6,1.0693359375e-09
7,4.8828125e-12
8,3.3203125000000003e-10
9,1.2060546875e-09
10,1.4648437500000002e-11
11,8.544921875000001e-10
12,1.42578125e-09
13,1.1181640625e-09
14,9.765625000000002e-10
15,1.2353515625000002e-09
16,9.814453125000001e-10
17,1.0449218750000001e-09
18,1.0449218750000001e-09
19,8.886718750000001e-10
20,1.396484375e-09
21,1.2255859375e-09
22,9.912109375e-10
23,7.470703125000001e-10
24,1.2255859375e-09
25,1.318359375e-09
26,1.0253906250000001e-09
27,1.0107421875e-09
28,1.0791015625e-09
29,1.2451171875e-09
30,8.59375e-10
31,1.220703125e-09
32,1.0009765625000001e-09
33,9.375000000000001e-10
34,1.1718750000000002e-09
35,1.015625e-09
36,1.4208984375e-09
37,1.3476562500000001e-09
38,1.07421875e-09
39,1.2841796875000001e-09
40,1.3916015625000001e-09
41,1.3232421875000002e-09
42,1.005859375e-09
43,1.337890625e-09
44,9.326171875e-10
45,1.1181640625e-09
46,1.2158203125000001e-09
47,1.103515625e-09
48,1.015625e-09
49,1.1962890625000001e-09
50,9.716796875e-10
51,1.2060546875e-09
52,1.1523437500000001e-09
53,1.07421875e-09
54,1.2109375e-09
55,1.2353515625000002e-09
56,1.09375e-09
