,MEBT:XCB1:CUR,MEBT:YCB1:CUR,MEBT:XCB3:CUR,MEBT:YCB3:CUR,MEBT:XCB5:CUR,MEBT:YCB5:CUR
0,0.5023304963372572,0.3880730537111272,0.4988325817421905,0.11140041166763573,0.2564217600893009,0.3669647602765144
1,0.25479317739188134,0.2733481470863972,0.44293066736467224,0.3474562537520907,0.13328359784914987,0.35720672087545235
2,0.19651424542774454,0.24510122790102734,0.4257055713865455,0.3428493478682645,0.13768936687220137,0.31247297232606064
3,0.27210373259894916,0.18782995446085618,0.4211462675382607,0.17842846350268785,0.2093167834333065,0.26877067846876557
4,0.353032039024523,0.202464072503915,0.4270439601619713,0.07140566350455144,0.277761458669178,0.46754352686387457
5,0.18489721873048254,0.29513705255194056,0.41474827262356284,0.34161717459112223,0.3281880384405476,0.08825272891399848
6,0.1763657562999994,0.2841260944917305,0.4065434658235094,0.3335075241025201,0.3241637112003504,0.08708482984640542
7,0.25563645902043597,0.28552269777015554,0.36799973456408935,0.33082268202378884,0.3235853911926033,0.31844288415589866
8,0.24355765578049307,0.2778880686161004,0.38216085715574816,0.3274125178519693,0.3323720192759855,0.300176852485585
9,0.18079055440647385,0.2904636631949448,0.44095544016550975,0.32076101600818463,0.37644528972954866,0.05762276914380469
10,0.1779599328308542,0.2925422094324943,0.4470164611902818,0.35197381334102795,0.3781480726460024,0.056554992563482495
11,0.21970673895003723,0.31462003220098833,0.40787668452776926,0.366809546351195,0.35823648933855,0.1255692265034453
12,0.24278406173329983,0.2667219637773226,0.3239170459925587,0.3585357124030911,0.35556313373302684,0.3154586214054579
13,0.25915656068962384,0.2069129520842014,0.3022794500734648,0.3563702022693881,0.36147354637576273,0.3499977969453706
14,0.2503064761598273,0.15212375743624637,0.2504185430556619,0.3650753630541275,0.3737848761647637,0.3663389682059924
15,0.22303408956669976,0.12300940188331574,0.21371339223517008,0.3613898577686837,0.38632926708194737,0.3772248146405308
16,0.11564360698020754,0.06321883613838587,0.14692055554451094,0.421443125088264,0.4788460755382156,0.4397944756232347
17,0.11626252358642357,0.06325248619375469,0.14572318340640622,0.43758026036050635,0.4866282195474661,0.4655767888449503
18,0.11596720137238178,0.06304824729608963,0.14431080647036654,0.4858872611441885,0.5051226884867045,0.47576519794552397
19,0.11725204278411286,0.06307278108842974,0.14444146626469342,0.4888610487449828,0.5230950171912185,0.5128627298832226
20,0.12145172583061092,0.0632278546642783,0.1475830436235677,0.4904541028677869,0.5301295911562267,0.5374757632736695
21,0.1205508668626942,0.0629619849938613,0.14657054002604517,0.5331493497346216,0.5872884029761173,0.5578061201279523
22,0.12083752107337647,0.06290753107746397,0.1478676855275451,0.5526674920391917,0.633415591669984,0.5738061976760598
23,0.1227968492023396,0.06411137753134372,0.15060824829284358,0.5723823295114843,0.6534490480289057,0.5823430247750939
24,0.10746094598394719,0.05373947965182047,0.13440442422635884,0.5507062174222299,0.6032740574353799,0.47555644388119367
25,0.10569639874766652,0.053596468080507595,0.1326781455326279,0.5867659356291346,0.6366202587571593,0.5017419308737354
26,0.10526799519565141,0.05430600221321925,0.133627869997051,0.5974759155057432,0.645486457223025,0.5094695781423879
27,0.1051287097022168,0.05656513625322355,0.14269901536314766,0.6025719959479264,0.6650416918902697,0.499910078173271
28,0.1268429317566151,0.0592920019529342,0.16233511264430167,0.27016876285953967,0.5820311259377556,0.4448160866708468
29,0.13095301223206576,0.06187643199808442,0.17134996181286302,0.2737279026131004,0.5954849663737969,0.42134031104452563
30,0.13116916389828914,0.06142697173991486,0.17027641635039517,0.27983473240566314,0.6182040953573456,0.44978319763735897
31,0.12868668529713617,0.06097757404314292,0.16705054830242175,0.2787387046896931,0.5788021974585823,0.45590819310886177
32,0.12738649233650706,0.061988286124554405,0.16739017520615124,0.2802993003812003,0.6015880409144528,0.5060157638659577
33,0.13785810964834389,0.06380501516662243,0.1722288830399421,0.29318416072011494,0.607319153432135,0.5270986567157869
34,0.13758065245332754,0.06294028785394579,0.16760461718522573,0.293376927270693,0.600314478389904,0.6431486322553712
35,0.13670584008591102,0.0616485771052286,0.1639053765572784,0.2892773961919468,0.6731313258385715,0.6423422621099732
36,0.1379136294655662,0.061093599983471664,0.1625568024692353,0.293636609960224,0.6824424207824957,0.6626791392886905
37,0.14009225895959326,0.05976465881782537,0.16032082134065798,0.29542566680309645,0.6749522974207667,0.7399375884628044
38,0.14068770261091243,0.060062456226192704,0.16186581255357493,0.2979619682614725,0.6782561743143507,0.7608035916269098
39,0.1402484320495923,0.05999239192568774,0.1673760846492265,0.30030380810894053,0.6703793773808975,0.8007247112749295
40,0.14037997406138158,0.06016820926707804,0.1715906228300877,0.30809993828029364,0.6832031499261098,0.7983936384696527
41,0.13986379773716726,0.06174666768373416,0.17204393110551072,0.3100165073401041,0.6918934833379545,0.8080453638419032
42,0.1403785095725027,0.06226751829085553,0.17485262885438252,0.3153778887598154,0.7258938888501253,0.8018200396868699
43,0.14036292996154967,0.06407393322671318,0.17588127451061453,0.316522037744016,0.7230178106989095,0.8325571442799777
44,0.142802065911225,0.06365492693341307,0.17295604146316765,0.3293233272498261,0.715628748751171,0.8336584634937305
45,0.14072884988927228,0.06195918598072833,0.17242644887784286,0.3239474714902511,0.7109435764153303,0.7999020416632318
46,0.14152557392882945,0.06194705779673468,0.17328100600241908,0.32394713380363627,0.7201741564894003,0.850793306474977
47,0.14504142577330778,0.06202896318451409,0.1725836581782729,0.32405904934676966,0.748227824912592,0.8651034475940835
