,MEBT:XCB5:CUR,MEBT:YCB5:CUR,MEBT:YCB7A:CUR,MEBT:YCB7B:CUR,MEBT:XCB9:CUR,MEBT:YCB9:CUR,MEBT:YCB11:CUR,MEBT:XCB12:CUR
66,0.09080215134228299,0.069654563769548,0.7601107482082359,0.8323724519417457,0.8575268160253333,0.6340409360519013,0.7356903720991914,0.7294927814425111
67,0.0913103093626856,0.06999114352700517,0.7699633929212888,0.835128636567789,0.8435649082048491,0.6498017575766577,0.7409660782662933,0.7300719451259164
68,0.09204035194596752,0.07043602579210291,0.7292107478405129,0.8366786832942474,0.8460145348868686,0.663504202132484,0.7531858928875069,0.7221129248903784
69,0.09224598655110297,0.0705062847600881,0.7302823195850977,0.8377788991078265,0.8576293688601804,0.6691390291260906,0.7594646858580344,0.7200977757475433
70,0.129869540125186,0.11133661086441564,0.2186841020784798,0.3263187404218926,0.4870400353321754,0.3288254078539078,0.27244942607230554,0.2835483548008506
71,0.0920588503377988,0.07004970154510193,0.7370507434576445,0.8437912635426357,0.9148346030287696,0.6647928249390394,0.8359177732537114,0.7309559397468284
72,0.09180502994798624,0.06997578762082268,0.7418958799281943,0.8431738990894255,0.9176622530532068,0.6700767130538364,0.8305267505984735,0.7342201254187536
73,0.09210485804887843,0.07021003201981124,0.7451032310113951,0.8464427134221997,0.9206087919702827,0.6728440924695063,0.8390592731824963,0.711761816991834
74,0.09194805388113604,0.07014532031458438,0.7521017911862601,0.8502727959948058,0.9251062663976859,0.6723502541243717,0.8410144466363252,0.7134350154541614
75,0.092018169214714,0.07020290204205183,0.7441986879551388,0.8529624337083168,0.9308711358788055,0.6707459497663181,0.8464722101339365,0.7185684457953125
76,0.09122835025001709,0.07026204469094169,0.7544580608487028,0.8639666369299619,0.9398904206232062,0.6881895437394329,0.8491759830168067,0.7285503771183676
77,0.09094333572810355,0.07017205054002822,0.7581648775995691,0.8651006483355599,0.9417901079745585,0.6888723670090142,0.8486444699488376,0.7312048289802796
78,0.09086280718365708,0.07016369578859988,0.760215285485932,0.8681267739199501,0.9448139390852424,0.6885901983667112,0.8479385484559969,0.733320225411935
79,0.09069979915487944,0.07010757281574932,0.7641430305650295,0.8717915479718177,0.9494286174740791,0.6894084349773749,0.8494205694696961,0.735263495043346
