,0
0,2.4414062500000002e-11
1,9.765625e-12
2,9.765625e-12
3,0.0
4,0.0
5,0.0
6,4.8828125e-12
7,4.8828125e-12
8,9.765625e-12
9,4.8828125e-12
10,9.765625e-12
11,0.0
12,4.8828125e-12
13,4.8828125e-12
14,1.4648437500000002e-11
15,9.765625e-12
16,9.765625e-12
17,3.41796875e-11
18,0.0
19,9.765625e-12
20,4.8828125e-12
21,4.8828125e-12
22,1.953125e-11
23,1.4648437500000002e-11
24,1.953125e-11
25,6.8359375e-11
26,1.1230468750000001e-10
27,9.765625e-12
28,3.90625e-11
29,1.7089843750000002e-10
30,5.859375000000001e-11
31,5.859375000000001e-11
32,9.765625e-12
33,1.953125e-11
34,1.4648437500000002e-11
35,9.765625e-12
36,0.0
37,9.765625e-12
38,3.90625e-11
39,1.4648437500000002e-11
40,1.953125e-11
41,4.8828125e-12
42,4.8828125e-12
43,1.2207031250000002e-10
44,1.611328125e-10
45,5.37109375e-11
46,8.789062500000001e-11
47,3.90625e-11
48,2.4414062500000002e-11
49,3.41796875e-11
50,2.4414062500000002e-11
51,5.37109375e-11
52,2.1972656250000002e-10
53,1.1230468750000001e-10
54,0.0
55,1.7578125000000002e-10
56,9.765625e-12
57,1.5625e-10
58,9.765625e-12
59,2.2460937500000002e-10
60,1.7089843750000002e-10
61,2.8320312500000003e-10
62,2.5390625e-10
63,1.6601562500000001e-10
64,3.4179687500000004e-10
65,4.4433593750000004e-10
66,4.8828125e-12
67,5.46875e-10
68,3.8574218750000003e-10
69,7.324218750000001e-11
70,9.765625e-12
71,3.271484375e-10
72,4.736328125e-10
73,0.0
74,4.5410156250000005e-10
75,2.099609375e-10
76,1.953125e-11
77,9.765625e-12
78,4.19921875e-10
79,2.63671875e-10
80,6.34765625e-11
81,5.664062500000001e-10
82,5.126953125000001e-10
83,2.587890625e-10
84,4.1015625e-10
85,7.568359375000001e-10
86,9.228515625000001e-10
87,1.0498046875e-09
88,9.375000000000001e-10
89,1.1523437500000001e-09
90,9.912109375e-10
91,1.1328125000000001e-09
92,9.9609375e-10
93,1.015625e-09
94,2.4414062500000002e-11
95,1.2255859375e-09
96,1.2451171875e-09
97,7.763671875e-10
98,1.2597656250000001e-09
99,1.3134765625e-09
100,1.3281250000000001e-09
101,1.26953125e-09
102,9.47265625e-10
103,1.2744140625e-09
104,1.142578125e-09
105,9.716796875e-10
106,1.3427734375000002e-09
107,1.3037109375000001e-09
108,1.2451171875e-09
109,1.2890625e-09
110,1.2988281250000002e-09
111,1.23046875e-09
112,1.181640625e-09
113,1.3818359375e-09
114,1.2939453125e-09
115,1.2890625e-09
116,1.2646484375e-09
117,1.2792968750000002e-09
118,1.2548828125e-09
119,1.3037109375000001e-09
120,1.1767578125000001e-09
121,1.23046875e-09
122,1.201171875e-09
123,1.2841796875000001e-09
