,MEBT:YCB7A,MEBT:YCB7B,MEBT:XCB9,MEBT:YCB9,MEBT:YCB11,MEBT:XCB12,DTL:XCB2,DTL:YCB2,DTL:XCB5,DTL:YCB5,DTL:XCB8,DTL:YCB8,DTL:XCB11,DTL:YCB11,HEBT:XCB0,HEBT:YCB0,HEBT:XCB2,HEBT:YCB2
0,0.3249745169021505,0.3370552867126945,0.3459614864916537,0.3390928056238707,0.34500282459620746,0.3450101542463225,0.3473827503733204,0.33801527197516723,0.3346587569829603,0.32554778328784467,0.34289752763935694,0.32242003696967436,0.3481032108167273,0.33037040739791795,0.34311530834168436,0.32484963059201055,0.34057029802493366,0.3414548188732319
1,0.17019699646233416,0.20046579512078458,0.23646698808548774,0.20594895527369805,0.23457316867287895,0.23151234454734762,0.2535858308090658,0.2038021786418366,0.19158644350886983,0.17219720818096984,0.2167564357633677,0.16707562853974614,0.24992471973042552,0.1801890763905109,0.222457642002891,0.17131667199347403,0.20965609448512026,0.21189674437040806
2,0.3275734623264201,0.33690148897488126,0.34306008360612084,0.33856776356639734,0.34241830989282024,0.34245957079143513,0.3435990429337278,0.33758269085785414,0.335124210507672,0.32850085537570056,0.3411335292724356,0.32599773123526576,0.34434134593100074,0.33162027202175776,0.3412795138908912,0.32724740239688527,0.33938675368381754,0.34031924889031984
3,0.18858356949085997,0.2651141611806385,0.377898342152908,0.2835453129103893,0.37558230330833936,0.3616805631060151,0.439432044550041,0.2741737447504892,0.2424767260255297,0.19272549527049787,0.31424607545010697,0.18273656024317111,0.4293996302409743,0.21282367092515345,0.333244030188369,0.1909986771338388,0.29138399622367617,0.3017151962268594
4,0.3294979293440596,0.3409861757821682,0.3345318511014436,0.3417334169832528,0.3349155179045626,0.3365836124270792,0.3255295614786926,0.34146012714141794,0.34004093391532264,0.3311002343447346,0.34080872982828786,0.3273028469500101,0.3273642877242711,0.33536256252833707,0.33951823975875833,0.32983131022955364,0.34157543837275717,0.3414085497578431
5,0.20866425729336077,0.23881805595642466,0.27539836061180006,0.24557654700532305,0.2751033663857355,0.27091461055170935,0.29282217062087007,0.24292084599366573,0.23122077141137684,0.2105601350420451,0.25683145699513893,0.20565410852040303,0.2901321663188494,0.21911831876751794,0.26238010095828007,0.21005666589337307,0.24939580345512877,0.2518545616855119
6,0.2804272212752201,0.32418185276926564,0.3764042891125805,0.33394343397893006,0.3766609703696686,0.3696723335087575,0.39996544691105745,0.3300042809563331,0.31413445021066777,0.2845558870980909,0.3510939279758052,0.27696601927951964,0.39687905914973093,0.29686578327798097,0.3586935359119396,0.2827731616308234,0.34070906699205955,0.34480151011778815
7,0.331858884910432,0.3382430506536045,0.3350358275740641,0.3386828300376065,0.33490314292326,0.33599399252327367,0.3302707803270775,0.33852422103265833,0.3378707843292592,0.3331645787832006,0.3381648581771395,0.3308790128126717,0.3312432577012811,0.3352932184419957,0.3373801327618032,0.33224647117282985,0.3385418703906264,0.3384941424790542
8,0.2373577270583242,0.29278644075436755,0.36602930414075174,0.30432512452688,0.3658392733388821,0.3559899142949278,0.4015350612306293,0.3006078917194407,0.2801058958539124,0.24259173975773873,0.32760513828318627,0.2339149369306304,0.3947802622047216,0.25710845100177065,0.34048359831208663,0.24156295270001035,0.3144765494586231,0.3207104090210536
9,0.24276267127507253,0.292745782456667,0.3594606250754977,0.3025148122377545,0.35941919051683563,0.35010430177964275,0.39038691896641725,0.30007884204267116,0.28127047486032175,0.24753499800240567,0.3240234637436118,0.2389958721741492,0.3841136556305388,0.2596409206458292,0.33620115932479594,0.24626821758975714,0.3121720911805193,0.31795865767153864
