,0,1
0,1.2145996093750001e-11,1.3579465003226924e-12
1,3.3569335937500003e-13,2.2632441672044872e-13
2,-2.44140625e-13,2.44140625e-13
3,3.387451171875e-12,1.7475144411890145e-12
4,-2.4414062499999996e-13,1.220703125e-12
5,-1.556396484375e-12,3.545822155341263e-13
6,2.5634765625e-12,1.418328862136505e-12
7,7.177734374999999e-11,2.8155670397145517e-12
8,-1.220703125e-13,9.689030680168179e-13
9,-5.79833984375e-13,1.9058221430659174e-13
10,1.605224609375e-11,1.1819407184470872e-12
11,-1.8310546874999982e-13,2.092179748657545e-12
12,2.4414062499999986e-13,1.8105953337635897e-12
13,-3.3569335937500003e-13,2.2632441672044872e-13
14,6.40869140625e-13,1.7152399287593257e-12
15,-9.155273437499996e-14,1.2111288350210223e-12
16,7.4462890625e-12,1.3756625573223442e-12
17,-4.8828125e-13,4.8828125e-13
18,3.2012939453125e-11,1.474665457562203e-12
19,3.23486328125e-12,1.4533546020252268e-12
20,6.6833496093750005e-12,1.3340755001461425e-12
21,6.9580078125e-12,2.363881436894175e-12
22,-1.861572265625e-12,1.5842709170431409e-12
23,0.0,4.8828125e-13
24,-2.44140625e-12,4.882812499999999e-13
25,7.9345703125e-13,4.5264883344089744e-13
26,7.4462890625e-12,2.363881436894176e-12
27,1.15966796875e-12,1.2553078491945272e-12
28,-1.8310546875000002e-13,4.5264883344089744e-13
29,-9.155273437500001e-13,2.600269580583593e-12
30,3.96728515625e-13,1.9058221430659174e-13
31,4.7607421875e-12,1.4183288621365052e-12
32,3.6773681640625e-11,8.582984076187285e-13
33,-4.8828125e-13,4.8828125e-13
34,1.007080078125e-12,9.529110715329587e-13
35,1.708984375e-12,2.1143198334581024e-12
36,2.001953125e-11,1.89110514951534e-12
37,2.3803710937500003e-12,2.3638814368941756e-13
38,1.220703125e-12,1.708984375e-12
39,2.3834228515625e-11,1.905822143065922e-13
40,1.373291015625e-12,2.0369197504840384e-12
41,-2.105712890625e-12,3.3948662508067304e-12
42,9.765625e-13,0.0
43,2.1972656250000003e-12,1.2207031250000002e-12
44,-6.408691406250001e-13,1.3001347902917965e-12
45,2.3681640625000002e-11,1.937806136033637e-12
46,1.953125e-12,8.457279333832409e-13
47,2.3193359375e-12,6.342959500374307e-13
48,8.483886718750001e-12,2.4222576700420443e-12
49,3.6010742187500003e-12,1.8013128129118295e-12
50,-3.6621093750000005e-13,4.727762873788351e-13
51,3.7841796875e-12,1.0571599167290508e-12
52,4.272460937500001e-13,2.600269580583593e-12
53,3.759765625e-11,2.537183800149723e-12
54,-1.8310546875000002e-12,2.1143198334581028e-13
55,4.913330078125001e-12,2.1800319030378404e-12
56,1.1688232421875002e-10,2.668151000292288e-12
57,1.35467529296875e-10,5.717466429197778e-13
58,3.662109375e-11,0.0
59,1.31805419921875e-10,2.9422174173658266e-12
60,1.4331054687500001e-10,2.441406250000054e-13
61,1.3952636718750001e-10,6.342959500374224e-13
62,4.0863037109375e-11,2.2632441672044773e-13
63,1.4050292968749998e-10,2.715893000645385e-12
64,8.3343505859375e-11,3.394866250806734e-12
65,7.9833984375e-11,2.9600477668413415e-12
66,1.4117431640624998e-10,1.1819407184470888e-12
67,1.390380859375e-10,2.114319833458149e-13
68,1.3897705078125e-10,2.3638814368942276e-13
69,1.2475585937500002e-10,3.805775700224579e-12
70,1.3482666015625002e-10,1.905822143065919e-12
71,1.3854980468750002e-10,2.2074147119171245e-12
72,1.400146484375e-10,1.057159916729041e-12
73,1.458740234375e-10,9.689030680168136e-13
74,3.47900390625e-12,2.3409190564898813e-12
75,1.5924072265625e-10,3.0241672709564173e-12
76,1.4202880859375e-10,2.263244167204489e-12
77,1.40716552734375e-10,1.3834261421683556e-12
78,1.314697265625e-10,3.594343716878775e-12
79,1.3250732421875e-10,3.8116442861318186e-13
80,1.4697265625000003e-10,3.8756122720672675e-12
81,1.4764404296875e-10,1.654717005825922e-12
82,1.46209716796875e-10,2.42225767004197e-13
83,1.44775390625e-10,1.93780613603364e-12
84,1.35986328125e-10,2.441406249999925e-13
85,1.4358520507812502e-10,2.9422174173658266e-12
86,1.3989257812500002e-10,2.197265624999997e-12
87,1.4190673828125004e-10,2.422257670042047e-12
88,1.4187622070312502e-10,1.5724698520493476e-12
89,1.47186279296875e-10,1.1316220836022448e-12
90,1.4892578125e-10,0.0
91,1.4758300781250002e-10,2.1143198334580372e-13
92,1.4569091796875e-10,3.8116442861318186e-13
93,1.4953613281250002e-10,8.00468569861085e-13
94,1.52008056640625e-10,7.266773010126166e-13
95,1.396484375e-10,0.0
96,1.18896484375e-10,2.8366577242730105e-12
97,1.4746093750000002e-10,0.0
98,1.4068603515625e-10,2.2632441672044895e-12
99,1.46942138671875e-10,2.9422174173658266e-12
100,1.46728515625e-10,1.337213275159101e-12
101,1.435546875e-10,0.0
102,1.38702392578125e-10,2.180031903037837e-12
103,1.43798828125e-10,9.455525747576785e-13
104,1.3906860351562502e-10,1.5365229339812168e-12
105,1.42852783203125e-10,3.848120182165001e-13
106,1.4459228515625003e-10,7.091644310682432e-13
107,1.43402099609375e-10,2.2632441672045372e-13
108,1.417236328125e-10,2.286986571679101e-12
109,1.4486694335937501e-10,1.521906450169885e-12
110,1.414794921875e-10,5.320921561939298e-13
111,1.38397216796875e-10,5.717466429197778e-13
