,0
0,9.765625e-12
1,1.025390625e-10
2,3.125e-10
3,9.375000000000001e-10
4,0.0
5,1.2207031250000002e-10
6,6.4453125e-10
7,4.8828125e-12
8,9.765625e-12
9,2.8808593750000003e-10
10,9.375000000000001e-10
11,4.3945312500000006e-11
12,9.765625e-12
13,1.5771484375e-09
14,1.5087890625e-09
15,1.5576171875000002e-09
16,1.6943359375000001e-09
17,1.42578125e-09
18,1.6015625000000002e-09
19,1.4306640625000002e-09
20,1.6943359375000001e-09
21,1.71875e-09
22,1.6259765625000001e-09
23,1.5673828125e-09
24,1.640625e-09
25,1.4990234375000001e-09
26,1.5234375e-09
27,1.5185546875000001e-09
28,1.416015625e-09
29,1.5283203125e-09
30,1.3867187500000002e-09
31,1.2841796875000001e-09
32,1.42578125e-09
33,1.6650390625000002e-09
