,MEBT:YCB7A,MEBT:YCB7B,MEBT:XCB9,MEBT:YCB9,MEBT:YCB11,MEBT:XCB12,DTL:XCB2,DTL:YCB2,DTL:XCB5,DTL:YCB5,DTL:XCB8,DTL:YCB8,DTL:XCB11,DTL:YCB11,HEBT:XCB0,HEBT:YCB0,HEBT:XCB2,HEBT:YCB2
0,0.3501675199664948,0.34710128725532696,0.32947756549778884,0.3397540938512591,0.3343920413156366,0.34870397391278535,0.33654692918062584,0.340548702620294,0.3494401866325515,0.3276963905932485,0.3464350131762618,0.3219268716179673,0.3465182633551675,0.3329853227078584,0.3165373516181721,0.32600427092040657,0.3518665696501198,0.34347352636752354
1,0.34700019562089074,0.3454858035964766,0.33053998008007107,0.33936445301834334,0.33487617371878525,0.3468268369362982,0.33669576520313155,0.340112502095446,0.34728463310297714,0.3289911735215384,0.3449817494085554,0.32392226487285913,0.3451375111231127,0.33365590971804154,0.3189878190413982,0.3272978679438101,0.3487788052242484,0.34262566195745237
2,0.30308986601274474,0.24250417322797127,0.18258295707758754,0.21136075870502571,0.19353843886657315,0.24824245884143498,0.1998322483906767,0.21251464333087766,0.25887349665057663,0.1808133924825523,0.23836153541483626,0.1686494704840766,0.23524099471703758,0.19132789767282327,0.16207745848239305,0.176730435955846,0.288396612482434,0.22399201042140415
3,0.33242618817229835,0.33775028484979314,0.3329640184868499,0.3366958521739171,0.33523882939974664,0.3381499432738242,0.3361038298532695,0.33734842423680667,0.3372026627460773,0.3325143119043287,0.3377876963724591,0.33000267055937765,0.3382331710681702,0.3347143772130856,0.32733841920460244,0.33155909798179295,0.3348004505887233,0.3376761386242441
4,0.3195661485069111,0.3415723778041273,0.33318648579196425,0.3421944975559323,0.3384080278863597,0.34081430309196326,0.34027570481327807,0.34273284908774176,0.337470777666136,0.3322825601702922,0.342086549606189,0.32542034881786847,0.3427877305523161,0.3372918170939824,0.3198947379488474,0.3303639678645795,0.3267312096210564,0.34324250824132385
5,0.33144490940835886,0.2708317523489074,0.21001740701770294,0.2402282880294075,0.22254382910980233,0.27678251191574776,0.22872154779631285,0.24227040871201985,0.28842622508279503,0.2099482364125593,0.26840959177336793,0.19699640416352082,0.2648794419736023,0.22030926780140223,0.1903577815856998,0.20588355083259965,0.31741809345610217,0.25312571784761767
6,0.3403281084524744,0.27984898259136576,0.21920202280191264,0.24950392883586217,0.2320731073975693,0.28576713474069504,0.23818216797551017,0.2516374819519464,0.2972681750138052,0.21919552029642428,0.2772530607076657,0.20573072232098846,0.2745639804614015,0.2293396472079547,0.1992185892104444,0.21442869082856036,0.3270284956252777,0.26259002623674105
7,0.3570048346466608,0.35745521746938835,0.33771485201380563,0.35061162104242083,0.34429541750250886,0.35839570319780906,0.3470383226343105,0.3516328953933772,0.3589959019975773,0.3378181036386924,0.3572057810437332,0.330010763824573,0.3569102194659062,0.342838074333573,0.3250144982505594,0.3350226554182528,0.35851249990835765,0.354400555184583
8,0.3286772381121395,0.33812409991433606,0.3338689837365528,0.3380931838160375,0.3364558815718863,0.3379564986707062,0.33742425678960597,0.3385194129486644,0.3364681243057563,0.3338249204512646,0.33822104698426336,0.3304774363046142,0.33854668820469586,0.3359487372042067,0.32776192198162457,0.33263400678681926,0.3317710402566636,0.3386813741002481
9,0.33637394041130475,0.34106618525320354,0.3319854715175364,0.33862582690941295,0.3355890961303917,0.341325424654598,0.3370960328058544,0.3391944329929148,0.34082181040425386,0.33207860464135514,0.341036310773899,0.3278683320655585,0.3410936547281854,0.3350255422826077,0.3247046325422428,0.3305753630205275,0.33842262885850066,0.34029143667814093
10,0.3316297496937341,0.33542060278710967,0.3283657907433114,0.33352051348086414,0.33118904875977734,0.33564132003318925,0.33239273877619785,0.33401730973998933,0.33525056233011585,0.32839629832951167,0.3353860686583209,0.32532386123186646,0.3354532494572605,0.33078777278333066,0.3227019584959701,0.3271528340018559,0.3333041023694686,0.33485251690250717
11,0.33517770221449067,0.33559106059918514,0.3349515567918341,0.33529758525337566,0.3352311573340543,0.33577148799914697,0.3353755530765576,0.33551926173982977,0.33563854100547763,0.33497273926392,0.33556323915580166,0.3347472170743873,0.33567778040414165,0.3351988633139617,0.33438808544514476,0.334787698850735,0.3354925110309379,0.33548347270338086
