,HEBT:XCB2:CUR,HEBT:YCB2:CUR,HEBT:XCB5:CUR,HEBT:YCB5:CUR,HEBT:XCB8:CUR,HEBT:YCB8:CUR
0,0.15745732084491001,0.5399685384344802,0.6250104326097128,0.46424690729177387,0.5417215828007244,0.557211609438593
1,0.07500753478668226,0.4934623456354354,0.5558744579040321,0.4349413295800134,0.4996182939115881,0.49723465169094205
2,0.09745555545925305,0.5101871412641923,0.5829788633693958,0.4457000762684372,0.5171266971095634,0.5250456255873612
3,0.11566469124646027,0.4562182941651419,0.5147223501370092,0.3913083459324784,0.4597206210143718,0.15048730562536833
4,0.20479814408971822,0.3658165185381842,0.37336909710484467,0.34269591433435387,0.3491426899102641,0.26650066024176683
5,0.24407265607832648,0.34766181188173234,0.3631870745321667,0.31882494156721713,0.34347605188583075,0.3065759292356472
6,0.2589178185315115,0.34149543708898045,0.3526712542116698,0.3102591556362409,0.3271066974066121,0.31324794777736314
7,0.2697013133755205,0.3367746252104921,0.32645632349789,0.3161968106055213,0.32842840253299127,0.3202169610241564
8,0.26459232653655973,0.3393820195141256,0.34163979201527606,0.32317494906731553,0.3176118119133093,0.305427049276295
9,0.25997021162846606,0.338082934364948,0.3395547122551039,0.32612967938690574,0.31694527595406957,0.30523390706745435
10,0.26283658183412406,0.33317466075922153,0.342533712836391,0.3340755774874511,0.30959240077374095,0.3120960144601838
11,0.27126510377761265,0.32746740627796106,0.34177744019643697,0.3399378577570575,0.2994122853996244,0.3117518172854197
12,0.2756335051612627,0.3188377975812008,0.34483273474260234,0.3375633765750148,0.30502255676397827,0.3123836012380204
13,0.2813037070597595,0.3077601390167382,0.34552614623458827,0.3359858102167601,0.3123908381033932,0.31540195696096857
14,0.29176511126570254,0.28198005528800263,0.3431189565318398,0.33557306815476207,0.29585225120277253,0.34385274717221415
15,0.28341127084121004,0.29012839427481557,0.3429528943403606,0.3360116057659397,0.2999651172939448,0.331363151035759
16,0.16178710888974912,0.10030355736741144,0.3716122894748707,0.3252872719047283,0.033650572835118554,0.37094707788482517
17,0.1636277644299352,0.10014913827376551,0.379609427322506,0.331244621453479,0.03418526372142885,0.36908954234114705
18,0.2115172257687712,0.3669564214580334,0.27383711579178904,0.07061143221811156,0.03624496467947845,0.42893569560016725
19,0.20759326356677768,0.36534867606732724,0.2661318097921379,0.06957272204762255,0.03564956707604248,0.42582221870121234
20,0.19138617389141138,0.08625729003391427,0.3819117037919637,0.2784030856095298,0.0395779050816952,0.31832069659905426
21,0.1824379173130542,0.07636524297314665,0.33881363394449127,0.21756116567507588,0.03917101793756216,0.3047587969905492
22,0.17411432784003855,0.03327538744103858,0.4501678633701287,0.1289383716678899,0.36924899067624517,0.1379103049326252
23,0.16232939683035125,0.06412670771407154,0.30568042931095385,0.1625747324356393,0.049904976133323835,0.2783107959235369
24,0.1643093603806025,0.041529192947378904,0.3246912467998654,0.13585232414543763,0.054001864784578225,0.19494035609809188
25,0.16358659830072095,0.042699558917244335,0.3160730568688125,0.13318251100811976,0.053514781726043986,0.20469436208844255
26,0.15690892085807767,0.04419131962956767,0.27010353730677544,0.13554304345658688,0.05265402832381393,0.21377523986387392
27,0.13753233206375862,0.05459824279718891,0.287702517313438,0.15612907489803318,0.05070460853496716,0.25638833649573145
28,0.16682336840830547,0.042892798638666206,0.4250775847319463,0.13949974937908913,0.054888756243022876,0.10227507282678938
29,0.07389201078124136,0.0636522523726926,0.1473207271612969,0.36109288076320467,0.04729259287762,0.37309103251616854
30,0.06121819985429553,0.05539132951218532,0.11167587392572965,0.40612004885794895,0.04837165554561067,0.11209904248609903
31,0.11734291996535921,0.060823406397768245,0.15192702072803554,0.18634881711923287,0.04938556790041748,0.1447682215883902
32,0.09590735269621227,0.0578863300237979,0.13794615460532494,0.19553467538759542,0.05103053938514682,0.13299169252747242
33,0.10300153253194667,0.05875098941686831,0.14047022858032365,0.18357282194887165,0.05052341110315888,0.13776670209149167
34,0.10060025469173557,0.05629558035486624,0.13273109307912745,0.1741599863631501,0.05047084646693657,0.13382227532608187
