,0,1
0,1.2756347656250002e-11,2.263244167204488e-12
1,-2.9296875000000004e-12,1.6914558667664819e-12
2,2.62451171875e-12,4.5264883344089734e-13
3,9.884643554687501e-11,2.489568583924937e-12
4,-2.0751953125e-12,2.325751816803913e-12
5,1.7819213867187498e-10,2.0964043573725052e-12
6,-1.8310546875e-13,2.127493293204758e-12
7,7.324218750000001e-13,1.8105953337635897e-12
8,1.8310546875000002e-12,9.689030680168179e-13
9,4.359130859375e-10,2.3638814368941777e-12
10,2.899169921875e-12,1.4997146454230489e-12
11,2.8686523437500002e-12,4.84451534008409e-13
12,8.120727539062501e-11,2.6895320107852256e-12
13,1.495361328125e-12,1.6955803690294315e-12
14,2.685546875e-12,4.2286396669162036e-13
15,6.195068359375e-12,2.0910665909577514e-12
16,2.791748046875e-10,2.1143198334580372e-13
17,1.22283935546875e-10,4.117838039071477e-12
18,3.55010986328125e-10,1.6955803690294305e-12
19,3.9080810546874997e-10,4.073839500968071e-12
20,9.6435546875e-12,7.623288572263668e-13
21,3.770751953125e-10,3.2296768933894646e-13
22,4.5867919921875e-10,8.435226416677999e-13
23,2.4414062500000005e-12,1.8911051495153405e-12
24,4.591064453125e-10,8.147679001936167e-12
25,4.4482421875e-10,8.457279333832373e-13
26,4.505615234375e-10,2.1143198334580372e-13
27,4.6533203125e-10,3.3829117335329714e-12
28,4.5983886718749996e-10,4.617744218598071e-12
29,4.561767578125e-10,4.4400716502620125e-12
30,3.1713867187500004e-10,5.497231566991076e-12
31,4.5275878906250005e-10,7.0916443106825335e-12
32,-2.44140625e-12,8.457279333832408e-13
33,4.28863525390625e-10,1.2353514117214432e-11
34,4.4830322265625e-10,4.964151017477765e-12
35,4.5849609375e-10,5.074367600299446e-12
36,4.5806884765625e-10,1.3579465003226744e-12
37,4.632568359375e-10,8.147679001936167e-12
