,HEBT2:XCB2,HEBT2:YCB2,HEBT2:XCB4,HEBT2:YCB4,HEBT2:XCB6,HEBT2:YCB6,HEBT2:Q5:CUR,HEBT2:Q6:CUR,HEBT2:Q7:CUR
0,0.3272441199175849,0.34005634681617086,0.3196457209906145,0.2953053830284232,0.3332275391271749,0.33410114345048064,0.31067773876423416,0.33198471291703097,0.30929944392826014
1,0.3299198836847892,0.33816673559756366,0.3264714355963329,0.30993044669155645,0.332797978369989,0.3329448185493387,0.3222879700617703,0.3337621700928494,0.31830815857977557
2,0.32899827579574,0.3367048182398953,0.3248243866904643,0.3096387095634271,0.33115822936963263,0.3313640538817178,0.3212169943271434,0.3326410145031198,0.318706059985107
3,0.3306776549350278,0.33642203667584764,0.3280963322154557,0.31455406875728426,0.3321375215159391,0.3326539785099974,0.3255922466015444,0.3345370545074909,0.32243016179987055
4,0.33067187613597154,0.3346883708767997,0.32839576158498834,0.3166703993735504,0.3315764638595802,0.3316369301478822,0.3261072769677634,0.3340471132163718,0.3235655714808676
5,0.32995758462408886,0.33368375132953915,0.3271512291782714,0.3159750856772831,0.3304843341636302,0.3305242984174024,0.3251025739182754,0.3331070971869547,0.32360878094098733
6,0.32939265197176626,0.3327828166342153,0.32646970660508734,0.3163027526891379,0.33000050475368575,0.32978377002168063,0.3247893798207477,0.33252782833990663,0.3234952457910541
7,0.32914956283543706,0.33233796793384696,0.3259951870865335,0.31642731049639305,0.3293707788672966,0.32938093471697205,0.32502834249157936,0.33138894549366016,0.3237807721176915
8,0.3285375069545921,0.3316061243468579,0.32506872969323153,0.3158545491668997,0.32855122143959614,0.32867377747914484,0.32429614313043487,0.3307304014742311,0.32386014727647944
9,0.3279971846996246,0.3309655151508908,0.3242500942957364,0.3153628985558874,0.32782813357574975,0.3280463493898267,0.3236453351041307,0.3301457843447237,0.3239280893779186
10,0.3300263851147499,0.3323697629760204,0.32703226420759685,0.3203130111386689,0.3298278745254001,0.3301631999587493,0.3264677018809015,0.33075378793949456,0.32605733206665016
11,0.3203309758226928,0.32535395158784997,0.3084285194344471,0.2812131048814595,0.3195225925649014,0.3202887483675233,0.3074175552709634,0.31656223330444166,0.31192297164429167
12,0.32226529471029947,0.32771369791131605,0.315709370576864,0.2982788600033305,0.32285143156563384,0.32354279421967014,0.3142552963323006,0.3221371323564355,0.3168760642623881
13,0.3215364836997152,0.32684046537064443,0.31459958037948155,0.2973616138374078,0.3218982875063072,0.3227012037069106,0.3134830687018016,0.3214542594877113,0.3169185453263434
14,0.3112698546073877,0.32180400780707785,0.3006048155333337,0.2572006508139901,0.31535878903479353,0.3163625115908922,0.2965335780772622,0.3094409712006425,0.307235474823912
15,0.3103414753857842,0.320749823231072,0.2989615513447068,0.2556038299587078,0.3141221948934865,0.3152350893886901,0.29537616902483155,0.3084925982820179,0.3072755741164372
16,0.31228183221305356,0.32180400947124954,0.30144869817784375,0.2646872499725479,0.31516789460026956,0.3163213484047139,0.29850355910938214,0.3109632173804408,0.30821000953930655
17,0.3177203382662839,0.32462458774825353,0.30895371344864553,0.28674694266098594,0.3187809938403844,0.31984671964069955,0.30748013008186653,0.31742854786473923,0.3127120394326472
18,0.3155208037356954,0.32363819135041205,0.30519898662978895,0.2759896205326296,0.3175260912661341,0.3181720877927285,0.30353921635060077,0.3143247458896147,0.3093701587573189
19,0.31734681792726677,0.3231485045043215,0.30872052546797485,0.28644684760253486,0.31837400416349476,0.3191834584132049,0.30495086239607855,0.31694967133783564,0.3127593445410808
20,0.31643494539973466,0.32223784626204716,0.3072565962649413,0.28490886522465286,0.3172849073465514,0.31824577321821923,0.30372590618129486,0.3159867407182939,0.3126988583559771
21,0.31558518567204513,0.32134935125413616,0.30589164623875564,0.28340357477406497,0.3162702455206867,0.3173639365736514,0.30257785549659455,0.3151161420695753,0.31260699713130013
22,0.3185474265437442,0.32227086278525097,0.31030264747130276,0.29309694987810125,0.31898925413300344,0.3203705961040729,0.30798435262418333,0.3186489243999092,0.31507594537625333
23,0.31650987355256216,0.3233875628011016,0.3121050648311217,0.29630889742263244,0.31933624762321633,0.3200726759540624,0.3072407871104446,0.31804398670549816,0.3136211893360459
24,0.317180005792528,0.3240711436717864,0.31313293668360637,0.2974628312138077,0.319692755855109,0.31915739995730336,0.3083574902554603,0.3088606771733259,0.3142805631378601
25,0.31636768991241115,0.32327966027686367,0.3120423537862046,0.296213631806681,0.3188347364809727,0.3183379512876916,0.3074031846299623,0.3080032685346168,0.31432558081980794
26,0.3156101967334855,0.3226077616284361,0.3110262435046182,0.2950930419016236,0.3180483547688098,0.31758942996598855,0.30645692258458024,0.3071130283042215,0.3142507235971482
27,0.31792627045565286,0.32411029949092446,0.31366670986409334,0.3008787733843602,0.31979079112418096,0.3193709103831554,0.3072032902339045,0.31000571581105485,0.3166468169565563
28,0.31950817333918025,0.32537771639413676,0.31471816586433893,0.3054679989770818,0.3212709834263281,0.3207213972073815,0.3085301823551568,0.31110071369348913,0.31807146914314105
29,0.32101285466523266,0.3257835386330018,0.3170348584456632,0.30850286051426895,0.3217289227002258,0.32091643148222043,0.3110957675462213,0.31300223137311334,0.3195401941007896
30,0.32181962857068946,0.32667591285583253,0.3178882130830666,0.31165372444838324,0.3208469626539781,0.3218311819215322,0.3135773693178452,0.31576358524209214,0.32074466803585233
31,0.322332675300212,0.32704980339838313,0.3176326385204944,0.3129270079290685,0.31963555041915626,0.32280429993128507,0.3144938740307331,0.31271534587931293,0.3215998290113844
32,0.3217997786705375,0.3266169391154878,0.3169152192294317,0.31215261580891923,0.31904746559816155,0.3223162029993895,0.313802222239317,0.3119496322416037,0.3214357510503101
33,0.32338554400221187,0.3268486130960007,0.3188006011436871,0.3150868505920348,0.32074288263373957,0.32310929008513434,0.3162549429361806,0.31398347154575174,0.32269627061340905
34,0.32346154180329845,0.32717257581093206,0.31888325508319737,0.31548518066152886,0.32110898512597136,0.32301433679119923,0.31692327155221733,0.31508213438746413,0.32311791644408844
35,0.32298022995648346,0.32686409554209395,0.31899439308080835,0.31423997900358763,0.32012390039228844,0.3230719693268107,0.3167286871120384,0.3142868738026872,0.3222383106117161
36,0.3223961707935238,0.3263794790871305,0.31831368521103154,0.3135102811712743,0.31947052526116304,0.32253409010019957,0.31610691135386615,0.31363403242800536,0.3221033310309204
37,0.32240761374404686,0.3264468719492777,0.31756332171383544,0.3137064236021863,0.31944739215143103,0.322309257722791,0.31257103186043667,0.3128948163674538,0.32222078045267755
38,0.3236207671722252,0.3240693624929362,0.3174803993573116,0.3147751378937079,0.320359694787653,0.32213766980700864,0.3128365172672124,0.31386543537772793,0.32147224576473443
39,0.32488854619119373,0.3242202975156309,0.3193983120010346,0.31674210144208287,0.32172133151968174,0.3235234686516175,0.31281442483761573,0.31609816554341313,0.3224949032863505
40,0.3234524810281657,0.32428378499283383,0.32010835313035324,0.3167299165338139,0.32158241857780967,0.32321385791499224,0.31330506412421855,0.31483809940877894,0.32301402709293675
41,0.3234415246896375,0.32399677084659845,0.31988035062341064,0.31678780294330017,0.3216399688307901,0.3208684032165972,0.3132178899721858,0.31438431725070115,0.3220401073820199
42,0.32292944923709865,0.32353998734231065,0.31927863784703736,0.3161213231453825,0.3210822812654585,0.32028674636117893,0.3125347704597934,0.3137283077628243,0.3219699065778954
43,0.3224118910806842,0.3230733653196453,0.318688865061099,0.3155296976850222,0.32054641016613633,0.31972180467318967,0.31193667825153065,0.31315335639819764,0.3219509839748101
44,0.32270037774056154,0.32283698528011656,0.31983495646987853,0.31689167807471896,0.3216736560487056,0.32054860514397454,0.31108535205897514,0.31463625370189535,0.32225293214973405
45,0.32228098010512696,0.32243837428738886,0.3193873359808731,0.31639243073929946,0.32123765230101453,0.32010290360281896,0.3106041906989733,0.31416028649223093,0.32201685861979
46,0.32353467578330886,0.32337407883463276,0.32070446430047367,0.3179516552589845,0.3221844463538455,0.32136722892064223,0.30856635470294563,0.3154847022913648,0.3228799406029507
47,0.3243341181231588,0.32417529315568683,0.321603942550312,0.319382179554017,0.3231036013384223,0.32238312523923235,0.310559924726683,0.31682419337098916,0.3233757264194012
48,0.324363574936121,0.3242372375489557,0.3221496667508944,0.32022074872444345,0.32378789099144484,0.32334184650006764,0.3105044267647565,0.3158394854770002,0.3240918430219027
49,0.32391842337296456,0.32383133688804633,0.3216710699606758,0.3197325330281479,0.3233521042168071,0.32287274002879035,0.3099311492629343,0.315342662820127,0.32398288197390746
50,0.3241145617387887,0.3240639544400987,0.32207009180529106,0.3201671072926394,0.32373924384821234,0.3232190190315681,0.31065474885878863,0.3160101936245031,0.32419554476167467
51,0.3241056763506205,0.3231766378391893,0.3223512726404283,0.3203709598209486,0.32348416148710496,0.32343362653054974,0.30827766823445757,0.316452334569559,0.3240624511101015
52,0.3244043036831459,0.3233036800138247,0.3229587664010241,0.3211070717561262,0.3240456759155336,0.3240448018024571,0.3090657404844452,0.3159987419033647,0.3245601935370982
53,0.32399427883141374,0.3229039971026579,0.32253171208988635,0.32064035071980557,0.32362932355934243,0.32363620195220866,0.30849934293141773,0.31550486742354494,0.32452796026549174
54,0.3244993164791812,0.3233706190645531,0.3228284332121275,0.3213152449975571,0.3239533842481432,0.3240996239093818,0.3096473737713023,0.3162655692657613,0.32479388993471836
55,0.3191124661594522,0.31888697365917934,0.31685757806670684,0.31413715623958,0.32099893008356634,0.31811340423417245,0.29779797316309,0.30721871734738204,0.32052916782963503
56,0.31939250685664705,0.31909267820213644,0.3171874304882208,0.3144729149639089,0.32113796322608457,0.3184537691772835,0.29852756685113274,0.30778036704650047,0.32078548439210874
57,0.31989483649773615,0.3176876370230295,0.31516176095194665,0.3131710832647614,0.32420980136951094,0.3166498079480847,0.29386356384748613,0.3045721457938411,0.31913684112053353
58,0.31978337391194733,0.31826844628036943,0.31575876407379183,0.3138419669355863,0.32338729347634665,0.3175181156637126,0.2946245933877638,0.30255794255144947,0.3196521843525259
59,0.31957937102780853,0.318781766805793,0.3163309052798061,0.31461519680322436,0.3224997901171392,0.31773782139594137,0.2923042001584778,0.3038175422744967,0.3190268564943777
