,HEBT2:XCB2,HEBT2:YCB2,HEBT2:XCB4,HEBT2:YCB4,HEBT2:XCB6,HEBT2:YCB6,HEBT2:Q1:CUR,HEBT2:Q3:CUR,HEBT2:Q4:CUR,HEBT2:Q5:CUR,HEBT2:Q6:CUR,HEBT2:Q7:CUR,HEBT2:Q8:CUR,DRA:Q1:CUR,DRA:Q2:CUR
0,0.29379686818198747,0.2663335189033382,0.2774308529657317,0.35816200323159963,0.3619441721972015,0.3520048640626178,0.3483135299333753,0.1703216590818305,0.14020734403431537,0.2785175216304202,0.2546888543280331,0.1353417533398168,0.13742332521713868,0.13943440764189685,0.11222996415027992
1,0.3500862966218774,0.3531096372790131,0.35398222722898043,0.33566215166619984,0.335715440506942,0.33788281832342676,0.3392711767849153,0.34928567149154516,0.33620986961226607,0.3527943198708056,0.3541066636509492,0.3300026312602864,0.3326477221388333,0.3348950954840911,0.3120530750244847
2,0.3153587340790746,0.28884907450917024,0.29964351355805785,0.3780170124625299,0.3818318046292566,0.37242573775332904,0.3687601263607348,0.19240552337994235,0.16043175622949582,0.301265238525606,0.27693586473582665,0.1557664822010932,0.15805928247439405,0.16065201451923428,0.13141334840702343
3,0.3417860178058121,0.3455215205856737,0.34524701436487737,0.3281210647327403,0.3278088022925779,0.3297600311193187,0.3310359244237807,0.3461617983133128,0.3368110401968432,0.34443828571893353,0.3467018698226966,0.33197700402784913,0.3343103802807449,0.3361434102838691,0.3178222152179463
4,0.3391449294019935,0.34290754757812975,0.3423468207711597,0.3262134489127041,0.3258157934164421,0.3275833978558614,0.32881672884797664,0.3445058306251483,0.3363308106117902,0.34164378006904444,0.3440781594625291,0.3320988679710414,0.33431660120323414,0.33584150987455363,0.3194228408450782
5,0.30040738550954044,0.3050432831495891,0.30367146176904053,0.2890239036635571,0.28869815280289424,0.29003166822494325,0.2910240218617288,0.3176421629659079,0.3164658687057955,0.3031282978533477,0.3068751540794538,0.3140896419275769,0.3154234665156658,0.31607682693263917,0.3079025129633181
6,0.3393092170715412,0.34146818635478393,0.3413262541503137,0.33156738710027306,0.33126996914452433,0.33250049391300657,0.333276061604623,0.3412884663499838,0.3360031609921245,0.3408544773675819,0.3419803336096272,0.33334085181028006,0.33479498788710277,0.3357938083042583,0.3249674652147509
7,0.30013550711582787,0.30249725181841497,0.3018503617882682,0.2946379780296389,0.2944359595389076,0.2949982272838862,0.295573840566098,0.3064943237310035,0.3030055271186599,0.30152257274361827,0.3033390986051068,0.300996547172076,0.3021580483471937,0.30288132688814867,0.2938550464216824
8,0.3385200032495844,0.33988033817713587,0.3398036813923327,0.33368437643136223,0.3334079210953145,0.3342217598208369,0.3347754954253656,0.33936844238145847,0.3359175286789912,0.3394596961792765,0.3401106702601236,0.334273944789989,0.3353184837515415,0.33591714942160245,0.32888547747810193
9,0.3262567972332772,0.3117148729337648,0.3175898926071738,0.36378534929287765,0.3664633762009809,0.36074137396119615,0.3591679860658716,0.2504168351407519,0.22615234802569387,0.3185911655511775,0.3048075554337354,0.22247399088798236,0.22457496874717214,0.22689026421489314,0.2014937885230053
