,HEBT:XCB12:CUR,HEBT:YCB12:CUR,HEBT2:XCB2:CUR,HEBT2:YCB2:CUR
0,0.3204133536193109,0.31523020017525183,0.3501736731729197,0.32208063226974115
1,0.3137839573174951,0.31047131413525353,0.3327248785917184,0.32537376067525947
2,0.30481081164974416,0.28919714293856175,0.34076837328934195,0.3217110996895833
3,0.3155664188676468,0.25943256845080787,0.3620558536721204,0.32394993991383975
4,0.2939796932311389,0.266696990241073,0.36790505279238456,0.3195037646239639
5,0.3107337774031514,0.29488744286417157,0.3539568442307095,0.32618924557321854
6,0.3030277558519399,0.29165128457414535,0.3468810650659131,0.3223520420008962
7,0.17950677806036325,0.09056347043342318,0.334576473015449,0.0904716525326111
8,0.14716591475914342,0.0797473479369766,0.2722671747650688,0.22035899588801355
9,0.14918883775127964,0.0816507305192703,0.27561165779562,0.21825886487691593
10,0.15601184872234494,0.08384382769546422,0.2861836162466767,0.21737690893124015
11,0.0913518766516235,0.10273288987068403,0.3320009830339896,0.36002286657071536
