,0
0,1.376953125e-09
1,5.56640625e-10
2,1.4648437500000002e-11
3,1.953125e-11
4,1.0644531250000001e-09
5,1.3037109375000001e-09
6,2.8808593750000003e-10
7,1.0009765625000001e-09
8,1.3916015625000001e-09
9,1.3134765625e-09
10,1.005859375e-09
11,1.2353515625000002e-09
12,1.4111328125000001e-09
13,1.4746093750000002e-09
14,1.4599609375e-09
15,6.54296875e-10
16,1.2548828125e-09
17,1.337890625e-09
18,9.86328125e-10
19,1.4062500000000002e-09
20,1.2060546875e-09
21,1.4062500000000002e-09
22,9.130859375e-10
23,1.4599609375e-09
24,1.3037109375000001e-09
25,1.25e-09
26,1.376953125e-09
27,1.1572265625e-09
28,1.2597656250000001e-09
29,1.0644531250000001e-09
30,1.5234375e-09
31,1.123046875e-09
32,1.5380859375000002e-09
33,1.220703125e-09
34,1.416015625e-09
35,1.4453125e-09
36,1.337890625e-09
37,1.4746093750000002e-09
38,1.2451171875e-09
39,1.3525390625e-09
40,1.4404296875e-09
41,1.4599609375e-09
42,2.4414062500000004e-10
43,9.9609375e-10
44,1.015625e-09
45,1.2792968750000002e-09
46,1.3867187500000002e-09
47,1.142578125e-09
48,1.1328125000000001e-09
49,1.337890625e-09
50,1.2792968750000002e-09
51,1.337890625e-09
52,1.2841796875000001e-09
53,1.552734375e-09
