step	sqrt(chi)	param0001	param0002	param0003	param0004	param0005	param0006	param0007	param0008	param0009	param0010	param0011	param0012	param0013	param0014	param0015	param0016	param0017	param0018	param0019	param0020	param0021	param0022	param0023	param0024	param0025	param0026	param0027	param0028	param0029	param0030	param0031	param0032	param0033	param0034	param0035	param0036	param0037	param0038	param0039	param0040	param0041	param0042
00134	   13.7312    	 -0.189628E-02	  0.833834E-02	  0.776528E-03	  0.327412E-02	 -0.271157E-01	  0.160748E-01	   0.00000    	  0.192486E-01	  0.481605E-01	  0.360523E-01	  0.540207E-02	   0.00000    	 -0.613053E-02	   0.00000    	 -0.129295E-01	 -0.250605E-01	   3.80000    	 -0.241131E-01	  0.117709E-01	   0.00000    	  0.197222E-01	   0.00000    	  0.126955E-01	  0.436567E-01	   6.82782    	  0.207172E-01	  0.190414E-01	   6.45048    	 -0.184174E-01	   0.00000    	  0.363182E-02	  0.272247E-01	   1.25255    	 -0.202868E-01	  0.326832E-01	   0.00000    	 -0.251146E-01	 -0.130777E-01	   0.00000    	 -0.442988E-01	 -0.493751E-01	   0.00000    
00135	   12.2645    	 -0.189628E-02	  0.833834E-02	  0.776528E-03	  0.327412E-02	 -0.271157E-01	  0.160748E-01	   0.00000    	  0.192486E-01	  0.481605E-01	  0.360523E-01	  0.540207E-02	   0.00000    	 -0.855178E-02	   0.00000    	 -0.129295E-01	 -0.250605E-01	   3.80000    	 -0.241131E-01	  0.117709E-01	   0.00000    	  0.241344E-01	   0.00000    	  0.126955E-01	  0.436567E-01	   6.90115    	  0.207172E-01	  0.190414E-01	   6.07757    	 -0.169032E-01	   0.00000    	  0.363182E-02	  0.272247E-01	  0.584634    	 -0.202868E-01	  0.326832E-01	   0.00000    	 -0.251146E-01	 -0.130777E-01	   0.00000    	 -0.442988E-01	 -0.493751E-01	   0.00000    
00136	   13.5742    	 -0.189628E-02	  0.833834E-02	  0.776528E-03	  0.327412E-02	 -0.271157E-01	  0.160748E-01	   0.00000    	  0.192486E-01	  0.481605E-01	  0.360523E-01	  0.540207E-02	   0.00000    	 -0.100230E-01	   0.00000    	 -0.129295E-01	 -0.250605E-01	   3.80000    	 -0.241131E-01	  0.117709E-01	   0.00000    	  0.319296E-01	   0.00000    	  0.126955E-01	  0.436567E-01	   6.79125    	  0.207172E-01	  0.190414E-01	   5.71759    	 -0.224034E-01	   0.00000    	  0.363182E-02	  0.272247E-01	  0.339184    	 -0.202868E-01	  0.326832E-01	   0.00000    	 -0.251146E-01	 -0.130777E-01	   0.00000    	 -0.442988E-01	 -0.493751E-01	   0.00000    
00137	   11.8305    	 -0.189628E-02	  0.833834E-02	  0.776528E-03	  0.327412E-02	 -0.271157E-01	  0.160748E-01	   0.00000    	  0.192486E-01	  0.481605E-01	  0.360523E-01	  0.540207E-02	   0.00000    	 -0.850404E-02	   0.00000    	 -0.129295E-01	 -0.250605E-01	   3.80000    	 -0.241131E-01	  0.117709E-01	   0.00000    	  0.169708E-01	   0.00000    	  0.126955E-01	  0.436567E-01	   6.89607    	  0.207172E-01	  0.190414E-01	   6.36189    	 -0.116821E-01	   0.00000    	  0.363182E-02	  0.272247E-01	   1.03607    	 -0.202868E-01	  0.326832E-01	   0.00000    	 -0.251146E-01	 -0.130777E-01	   0.00000    	 -0.442988E-01	 -0.493751E-01	   0.00000    
00138	   13.6159    	 -0.189628E-02	  0.833834E-02	  0.776528E-03	  0.327412E-02	 -0.271157E-01	  0.160748E-01	   0.00000    	  0.192486E-01	  0.481605E-01	  0.360523E-01	  0.540207E-02	   0.00000    	 -0.956567E-02	   0.00000    	 -0.129295E-01	 -0.250605E-01	   3.80000    	 -0.241131E-01	  0.117709E-01	   0.00000    	  0.165491E-01	   0.00000    	  0.126955E-01	  0.436567E-01	   6.80920    	  0.207172E-01	  0.190414E-01	   6.34069    	 -0.112388E-01	   0.00000    	  0.363182E-02	  0.272247E-01	   1.24699    	 -0.202868E-01	  0.326832E-01	   0.00000    	 -0.251146E-01	 -0.130777E-01	   0.00000    	 -0.442988E-01	 -0.493751E-01	   0.00000    
00139	   12.8801    	 -0.189628E-02	  0.833834E-02	  0.776528E-03	  0.327412E-02	 -0.271157E-01	  0.160748E-01	   0.00000    	  0.192486E-01	  0.481605E-01	  0.360523E-01	  0.540207E-02	   0.00000    	 -0.397034E-02	   0.00000    	 -0.129295E-01	 -0.250605E-01	   3.80000    	 -0.241131E-01	  0.117709E-01	   0.00000    	  0.119344E-01	   0.00000    	  0.126955E-01	  0.436567E-01	   6.80654    	  0.207172E-01	  0.190414E-01	   6.30584    	 -0.124010E-01	   0.00000    	  0.363182E-02	  0.272247E-01	   1.20603    	 -0.202868E-01	  0.326832E-01	   0.00000    	 -0.251146E-01	 -0.130777E-01	   0.00000    	 -0.442988E-01	 -0.493751E-01	   0.00000    
00140	   14.4743    	 -0.189628E-02	  0.833834E-02	  0.776528E-03	  0.327412E-02	 -0.271157E-01	  0.160748E-01	   0.00000    	  0.192486E-01	  0.481605E-01	  0.360523E-01	  0.540207E-02	   0.00000    	 -0.699016E-02	   0.00000    	 -0.129295E-01	 -0.250605E-01	   3.80000    	 -0.241131E-01	  0.117709E-01	   0.00000    	  0.100369E-01	   0.00000    	  0.126955E-01	  0.436567E-01	   6.83499    	  0.207172E-01	  0.190414E-01	   6.35458    	 -0.528767E-02	   0.00000    	  0.363182E-02	  0.272247E-01	  0.977892    	 -0.202868E-01	  0.326832E-01	   0.00000    	 -0.251146E-01	 -0.130777E-01	   0.00000    	 -0.442988E-01	 -0.493751E-01	   0.00000    
00141	   12.1462    	 -0.189628E-02	  0.833834E-02	  0.776528E-03	  0.327412E-02	 -0.271157E-01	  0.160748E-01	   0.00000    	  0.192486E-01	  0.481605E-01	  0.360523E-01	  0.540207E-02	   0.00000    	 -0.659375E-02	   0.00000    	 -0.129295E-01	 -0.250605E-01	   3.80000    	 -0.241131E-01	  0.117709E-01	   0.00000    	  0.178409E-01	   0.00000    	  0.126955E-01	  0.436567E-01	   6.95908    	  0.207172E-01	  0.190414E-01	   6.36368    	 -0.142903E-01	   0.00000    	  0.363182E-02	  0.272247E-01	  0.932057    	 -0.202868E-01	  0.326832E-01	   0.00000    	 -0.251146E-01	 -0.130777E-01	   0.00000    	 -0.442988E-01	 -0.493751E-01	   0.00000    
00142	   12.0537    	 -0.189628E-02	  0.833834E-02	  0.776528E-03	  0.327412E-02	 -0.271157E-01	  0.160748E-01	   0.00000    	  0.192486E-01	  0.481605E-01	  0.360523E-01	  0.540207E-02	   0.00000    	 -0.563423E-02	   0.00000    	 -0.129295E-01	 -0.250605E-01	   3.80000    	 -0.241131E-01	  0.117709E-01	   0.00000    	  0.235270E-01	   0.00000    	  0.126955E-01	  0.436567E-01	   6.84750    	  0.207172E-01	  0.190414E-01	   6.10559    	 -0.229855E-01	   0.00000    	  0.363182E-02	  0.272247E-01	  0.818553    	 -0.202868E-01	  0.326832E-01	   0.00000    	 -0.251146E-01	 -0.130777E-01	   0.00000    	 -0.442988E-01	 -0.493751E-01	   0.00000    
00143	   11.0656    	 -0.189628E-02	  0.833834E-02	  0.776528E-03	  0.327412E-02	 -0.271157E-01	  0.160748E-01	   0.00000    	  0.192486E-01	  0.481605E-01	  0.360523E-01	  0.540207E-02	   0.00000    	 -0.797236E-02	   0.00000    	 -0.129295E-01	 -0.250605E-01	   3.80000    	 -0.241131E-01	  0.117709E-01	   0.00000    	  0.258136E-01	   0.00000    	  0.126955E-01	  0.436567E-01	   6.79487    	  0.207172E-01	  0.190414E-01	   6.16727    	 -0.215611E-01	   0.00000    	  0.363182E-02	  0.272247E-01	   1.10054    	 -0.202868E-01	  0.326832E-01	   0.00000    	 -0.251146E-01	 -0.130777E-01	   0.00000    	 -0.442988E-01	 -0.493751E-01	   0.00000    
00144	   11.2093    	 -0.189628E-02	  0.833834E-02	  0.776528E-03	  0.327412E-02	 -0.271157E-01	  0.160748E-01	   0.00000    	  0.192486E-01	  0.481605E-01	  0.360523E-01	  0.540207E-02	   0.00000    	 -0.931421E-02	   0.00000    	 -0.129295E-01	 -0.250605E-01	   3.80000    	 -0.241131E-01	  0.117709E-01	   0.00000    	  0.330091E-01	   0.00000    	  0.126955E-01	  0.436567E-01	   6.69887    	  0.207172E-01	  0.190414E-01	   6.05358    	 -0.277090E-01	   0.00000    	  0.363182E-02	  0.272247E-01	   1.26420    	 -0.202868E-01	  0.326832E-01	   0.00000    	 -0.251146E-01	 -0.130777E-01	   0.00000    	 -0.442988E-01	 -0.493751E-01	   0.00000    
00145	   12.9840    	 -0.189628E-02	  0.833834E-02	  0.776528E-03	  0.327412E-02	 -0.271157E-01	  0.160748E-01	   0.00000    	  0.192486E-01	  0.481605E-01	  0.360523E-01	  0.540207E-02	   0.00000    	 -0.106247E-01	   0.00000    	 -0.129295E-01	 -0.250605E-01	   3.80000    	 -0.241131E-01	  0.117709E-01	   0.00000    	  0.299281E-01	   0.00000    	  0.126955E-01	  0.436567E-01	   6.97132    	  0.207172E-01	  0.190414E-01	   6.20990    	 -0.214789E-01	   0.00000    	  0.363182E-02	  0.272247E-01	  0.632570    	 -0.202868E-01	  0.326832E-01	   0.00000    	 -0.251146E-01	 -0.130777E-01	   0.00000    	 -0.442988E-01	 -0.493751E-01	   0.00000    
00146	   11.8813    	 -0.189628E-02	  0.833834E-02	  0.776528E-03	  0.327412E-02	 -0.271157E-01	  0.160748E-01	   0.00000    	  0.192486E-01	  0.481605E-01	  0.360523E-01	  0.540207E-02	   0.00000    	 -0.563392E-02	   0.00000    	 -0.129295E-01	 -0.250605E-01	   3.80000    	 -0.241131E-01	  0.117709E-01	   0.00000    	  0.164329E-01	   0.00000    	  0.126955E-01	  0.436567E-01	   6.84774    	  0.207172E-01	  0.190414E-01	   6.28185    	 -0.146704E-01	   0.00000    	  0.363182E-02	  0.272247E-01	   1.06267    	 -0.202868E-01	  0.326832E-01	   0.00000    	 -0.251146E-01	 -0.130777E-01	   0.00000    	 -0.442988E-01	 -0.493751E-01	   0.00000    
00147	   10.4288    	 -0.189628E-02	  0.833834E-02	  0.776528E-03	  0.327412E-02	 -0.271157E-01	  0.160748E-01	   0.00000    	  0.192486E-01	  0.481605E-01	  0.360523E-01	  0.540207E-02	   0.00000    	 -0.776777E-02	   0.00000    	 -0.129295E-01	 -0.250605E-01	   3.80000    	 -0.241131E-01	  0.117709E-01	   0.00000    	  0.242723E-01	   0.00000    	  0.126955E-01	  0.436567E-01	   6.81387    	  0.207172E-01	  0.190414E-01	   5.98141    	 -0.198136E-01	   0.00000    	  0.363182E-02	  0.272247E-01	  0.800891    	 -0.202868E-01	  0.326832E-01	   0.00000    	 -0.251146E-01	 -0.130777E-01	   0.00000    	 -0.442988E-01	 -0.493751E-01	   0.00000    
00148	   10.1323    	 -0.189628E-02	  0.833834E-02	  0.776528E-03	  0.327412E-02	 -0.271157E-01	  0.160748E-01	   0.00000    	  0.192486E-01	  0.481605E-01	  0.360523E-01	  0.540207E-02	   0.00000    	 -0.838720E-02	   0.00000    	 -0.129295E-01	 -0.250605E-01	   3.80000    	 -0.241131E-01	  0.117709E-01	   0.00000    	  0.277580E-01	   0.00000    	  0.126955E-01	  0.436567E-01	   6.75333    	  0.207172E-01	  0.190414E-01	   5.73651    	 -0.226117E-01	   0.00000    	  0.363182E-02	  0.272247E-01	  0.679361    	 -0.202868E-01	  0.326832E-01	   0.00000    	 -0.251146E-01	 -0.130777E-01	   0.00000    	 -0.442988E-01	 -0.493751E-01	   0.00000    
00149	   11.0349    	 -0.189628E-02	  0.833834E-02	  0.776528E-03	  0.327412E-02	 -0.271157E-01	  0.160748E-01	   0.00000    	  0.192486E-01	  0.481605E-01	  0.360523E-01	  0.540207E-02	   0.00000    	 -0.569006E-02	   0.00000    	 -0.129295E-01	 -0.250605E-01	   3.80000    	 -0.241131E-01	  0.117709E-01	   0.00000    	  0.186466E-01	   0.00000    	  0.126955E-01	  0.436567E-01	   6.79838    	  0.207172E-01	  0.190414E-01	   6.26136    	 -0.190306E-01	   0.00000    	  0.363182E-02	  0.272247E-01	   1.29178    	 -0.202868E-01	  0.326832E-01	   0.00000    	 -0.251146E-01	 -0.130777E-01	   0.00000    	 -0.442988E-01	 -0.493751E-01	   0.00000    
00150	   10.4639    	 -0.189628E-02	  0.833834E-02	  0.776528E-03	  0.327412E-02	 -0.271157E-01	  0.160748E-01	   0.00000    	  0.192486E-01	  0.481605E-01	  0.360523E-01	  0.540207E-02	   0.00000    	 -0.734685E-02	   0.00000    	 -0.129295E-01	 -0.250605E-01	   3.80000    	 -0.241131E-01	  0.117709E-01	   0.00000    	  0.252087E-01	   0.00000    	  0.126955E-01	  0.436567E-01	   6.68689    	  0.207172E-01	  0.190414E-01	   5.94115    	 -0.232235E-01	   0.00000    	  0.363182E-02	  0.272247E-01	   1.06427    	 -0.202868E-01	  0.326832E-01	   0.00000    	 -0.251146E-01	 -0.130777E-01	   0.00000    	 -0.442988E-01	 -0.493751E-01	   0.00000    
00151	   9.87102    	 -0.189628E-02	  0.833834E-02	  0.776528E-03	  0.327412E-02	 -0.271157E-01	  0.160748E-01	   0.00000    	  0.192486E-01	  0.481605E-01	  0.360523E-01	  0.540207E-02	   0.00000    	 -0.887724E-02	   0.00000    	 -0.129295E-01	 -0.250605E-01	   3.80000    	 -0.241131E-01	  0.117709E-01	   0.00000    	  0.200832E-01	   0.00000    	  0.126955E-01	  0.436567E-01	   6.74493    	  0.207172E-01	  0.190414E-01	   6.14443    	 -0.146076E-01	   0.00000    	  0.363182E-02	  0.272247E-01	   1.25968    	 -0.202868E-01	  0.326832E-01	   0.00000    	 -0.251146E-01	 -0.130777E-01	   0.00000    	 -0.442988E-01	 -0.493751E-01	   0.00000    
00152	   10.8147    	 -0.189628E-02	  0.833834E-02	  0.776528E-03	  0.327412E-02	 -0.271157E-01	  0.160748E-01	   0.00000    	  0.192486E-01	  0.481605E-01	  0.360523E-01	  0.540207E-02	   0.00000    	 -0.104988E-01	   0.00000    	 -0.129295E-01	 -0.250605E-01	   3.80000    	 -0.241131E-01	  0.117709E-01	   0.00000    	  0.183612E-01	   0.00000    	  0.126955E-01	  0.436567E-01	   6.69364    	  0.207172E-01	  0.190414E-01	   6.16385    	 -0.104187E-01	   0.00000    	  0.363182E-02	  0.272247E-01	   1.48024    	 -0.202868E-01	  0.326832E-01	   0.00000    	 -0.251146E-01	 -0.130777E-01	   0.00000    	 -0.442988E-01	 -0.493751E-01	   0.00000    
00153	   10.2947    	 -0.189628E-02	  0.833834E-02	  0.776528E-03	  0.327412E-02	 -0.271157E-01	  0.160748E-01	   0.00000    	  0.192486E-01	  0.481605E-01	  0.360523E-01	  0.540207E-02	   0.00000    	 -0.995866E-02	   0.00000    	 -0.129295E-01	 -0.250605E-01	   3.80000    	 -0.241131E-01	  0.117709E-01	   0.00000    	  0.283941E-01	   0.00000    	  0.126955E-01	  0.436567E-01	   6.71042    	  0.207172E-01	  0.190414E-01	   5.92235    	 -0.229018E-01	   0.00000    	  0.363182E-02	  0.272247E-01	   1.08123    	 -0.202868E-01	  0.326832E-01	   0.00000    	 -0.251146E-01	 -0.130777E-01	   0.00000    	 -0.442988E-01	 -0.493751E-01	   0.00000    
00154	   10.6393    	 -0.189628E-02	  0.833834E-02	  0.776528E-03	  0.327412E-02	 -0.271157E-01	  0.160748E-01	   0.00000    	  0.192486E-01	  0.481605E-01	  0.360523E-01	  0.540207E-02	   0.00000    	 -0.757342E-02	   0.00000    	 -0.129295E-01	 -0.250605E-01	   3.80000    	 -0.241131E-01	  0.117709E-01	   0.00000    	  0.316639E-01	   0.00000    	  0.126955E-01	  0.436567E-01	   6.60021    	  0.207172E-01	  0.190414E-01	   5.69580    	 -0.296300E-01	   0.00000    	  0.363182E-02	  0.272247E-01	   1.12288    	 -0.202868E-01	  0.326832E-01	   0.00000    	 -0.251146E-01	 -0.130777E-01	   0.00000    	 -0.442988E-01	 -0.493751E-01	   0.00000    
00155	   8.50223    	 -0.189628E-02	  0.833834E-02	  0.776528E-03	  0.327412E-02	 -0.271157E-01	  0.160748E-01	   0.00000    	  0.192486E-01	  0.481605E-01	  0.360523E-01	  0.540207E-02	   0.00000    	 -0.797211E-02	   0.00000    	 -0.129295E-01	 -0.250605E-01	   3.80000    	 -0.241131E-01	  0.117709E-01	   0.00000    	  0.247713E-01	   0.00000    	  0.126955E-01	  0.436567E-01	   6.63651    	  0.207172E-01	  0.190414E-01	   5.73327    	 -0.224406E-01	   0.00000    	  0.363182E-02	  0.272247E-01	   1.06586    	 -0.202868E-01	  0.326832E-01	   0.00000    	 -0.251146E-01	 -0.130777E-01	   0.00000    	 -0.442988E-01	 -0.493751E-01	   0.00000    
00156	   8.14312    	 -0.189628E-02	  0.833834E-02	  0.776528E-03	  0.327412E-02	 -0.271157E-01	  0.160748E-01	   0.00000    	  0.192486E-01	  0.481605E-01	  0.360523E-01	  0.540207E-02	   0.00000    	 -0.797199E-02	   0.00000    	 -0.129295E-01	 -0.250605E-01	   3.80000    	 -0.241131E-01	  0.117709E-01	   0.00000    	  0.242501E-01	   0.00000    	  0.126955E-01	  0.436567E-01	   6.55733    	  0.207172E-01	  0.190414E-01	   5.51626    	 -0.228803E-01	   0.00000    	  0.363182E-02	  0.272247E-01	   1.04852    	 -0.202868E-01	  0.326832E-01	   0.00000    	 -0.251146E-01	 -0.130777E-01	   0.00000    	 -0.442988E-01	 -0.493751E-01	   0.00000    
00157	   9.88453    	 -0.189628E-02	  0.833834E-02	  0.776528E-03	  0.327412E-02	 -0.271157E-01	  0.160748E-01	   0.00000    	  0.192486E-01	  0.481605E-01	  0.360523E-01	  0.540207E-02	   0.00000    	 -0.110151E-01	   0.00000    	 -0.129295E-01	 -0.250605E-01	   3.80000    	 -0.241131E-01	  0.117709E-01	   0.00000    	  0.338060E-01	   0.00000    	  0.126955E-01	  0.436567E-01	   6.55266    	  0.207172E-01	  0.190414E-01	   5.39081    	 -0.262544E-01	   0.00000    	  0.363182E-02	  0.272247E-01	  0.793532    	 -0.202868E-01	  0.326832E-01	   0.00000    	 -0.251146E-01	 -0.130777E-01	   0.00000    	 -0.442988E-01	 -0.493751E-01	   0.00000    
00158	   10.4508    	 -0.189628E-02	  0.833834E-02	  0.776528E-03	  0.327412E-02	 -0.271157E-01	  0.160748E-01	   0.00000    	  0.192486E-01	  0.481605E-01	  0.360523E-01	  0.540207E-02	   0.00000    	 -0.102789E-01	   0.00000    	 -0.129295E-01	 -0.250605E-01	   3.80000    	 -0.241131E-01	  0.117709E-01	   0.00000    	  0.215028E-01	   0.00000    	  0.126955E-01	  0.436567E-01	   6.73498    	  0.207172E-01	  0.190414E-01	   5.85471    	 -0.145298E-01	   0.00000    	  0.363182E-02	  0.272247E-01	  0.852645    	 -0.202868E-01	  0.326832E-01	   0.00000    	 -0.251146E-01	 -0.130777E-01	   0.00000    	 -0.442988E-01	 -0.493751E-01	   0.00000    
00159	   10.3802    	 -0.189628E-02	  0.833834E-02	  0.776528E-03	  0.327412E-02	 -0.271157E-01	  0.160748E-01	   0.00000    	  0.192486E-01	  0.481605E-01	  0.360523E-01	  0.540207E-02	   0.00000    	 -0.114828E-01	   0.00000    	 -0.129295E-01	 -0.250605E-01	   3.80000    	 -0.241131E-01	  0.117709E-01	   0.00000    	  0.267227E-01	   0.00000    	  0.126955E-01	  0.436567E-01	   6.66433    	  0.207172E-01	  0.190414E-01	   5.58054    	 -0.180383E-01	   0.00000    	  0.363182E-02	  0.272247E-01	  0.840721    	 -0.202868E-01	  0.326832E-01	   0.00000    	 -0.251146E-01	 -0.130777E-01	   0.00000    	 -0.442988E-01	 -0.493751E-01	   0.00000    
00160	   9.96052    	 -0.189628E-02	  0.833834E-02	  0.776528E-03	  0.327412E-02	 -0.271157E-01	  0.160748E-01	   0.00000    	  0.192486E-01	  0.481605E-01	  0.360523E-01	  0.540207E-02	   0.00000    	 -0.895208E-02	   0.00000    	 -0.129295E-01	 -0.250605E-01	   3.80000    	 -0.241131E-01	  0.117709E-01	   0.00000    	  0.321686E-01	   0.00000    	  0.126955E-01	  0.436567E-01	   6.59269    	  0.207172E-01	  0.190414E-01	   5.57560    	 -0.279016E-01	   0.00000    	  0.363182E-02	  0.272247E-01	   1.04837    	 -0.202868E-01	  0.326832E-01	   0.00000    	 -0.251146E-01	 -0.130777E-01	   0.00000    	 -0.442988E-01	 -0.493751E-01	   0.00000    
00161	   10.7108    	 -0.189628E-02	  0.833834E-02	  0.776528E-03	  0.327412E-02	 -0.271157E-01	  0.160748E-01	   0.00000    	  0.192486E-01	  0.481605E-01	  0.360523E-01	  0.540207E-02	   0.00000    	 -0.690457E-02	   0.00000    	 -0.129295E-01	 -0.250605E-01	   3.80000    	 -0.241131E-01	  0.117709E-01	   0.00000    	  0.287640E-01	   0.00000    	  0.126955E-01	  0.436567E-01	   6.63946    	  0.207172E-01	  0.190414E-01	   5.84812    	 -0.276808E-01	   0.00000    	  0.363182E-02	  0.272247E-01	   1.12951    	 -0.202868E-01	  0.326832E-01	   0.00000    	 -0.251146E-01	 -0.130777E-01	   0.00000    	 -0.442988E-01	 -0.493751E-01	   0.00000    
00162	   9.20455    	 -0.189628E-02	  0.833834E-02	  0.776528E-03	  0.327412E-02	 -0.271157E-01	  0.160748E-01	   0.00000    	  0.192486E-01	  0.481605E-01	  0.360523E-01	  0.540207E-02	   0.00000    	 -0.103383E-01	   0.00000    	 -0.129295E-01	 -0.250605E-01	   3.80000    	 -0.241131E-01	  0.117709E-01	   0.00000    	  0.272330E-01	   0.00000    	  0.126955E-01	  0.436567E-01	   6.65811    	  0.207172E-01	  0.190414E-01	   5.64744    	 -0.204490E-01	   0.00000    	  0.363182E-02	  0.272247E-01	  0.912918    	 -0.202868E-01	  0.326832E-01	   0.00000    	 -0.251146E-01	 -0.130777E-01	   0.00000    	 -0.442988E-01	 -0.493751E-01	   0.00000    
00163	   8.72552    	 -0.189628E-02	  0.833834E-02	  0.776528E-03	  0.327412E-02	 -0.271157E-01	  0.160748E-01	   0.00000    	  0.192486E-01	  0.481605E-01	  0.360523E-01	  0.540207E-02	   0.00000    	 -0.855529E-02	   0.00000    	 -0.129295E-01	 -0.250605E-01	   3.80000    	 -0.241131E-01	  0.117709E-01	   0.00000    	  0.267055E-01	   0.00000    	  0.126955E-01	  0.436567E-01	   6.57593    	  0.207172E-01	  0.190414E-01	   5.41466    	 -0.219998E-01	   0.00000    	  0.363182E-02	  0.272247E-01	  0.832892    	 -0.202868E-01	  0.326832E-01	   0.00000    	 -0.251146E-01	 -0.130777E-01	   0.00000    	 -0.442988E-01	 -0.493751E-01	   0.00000    
00164	   8.98157    	 -0.189628E-02	  0.833834E-02	  0.776528E-03	  0.327412E-02	 -0.271157E-01	  0.160748E-01	   0.00000    	  0.192486E-01	  0.481605E-01	  0.360523E-01	  0.540207E-02	   0.00000    	 -0.101828E-01	   0.00000    	 -0.129295E-01	 -0.250605E-01	   3.80000    	 -0.241131E-01	  0.117709E-01	   0.00000    	  0.269908E-01	   0.00000    	  0.126955E-01	  0.436567E-01	   6.47388    	  0.207172E-01	  0.190414E-01	   5.49322    	 -0.220859E-01	   0.00000    	  0.363182E-02	  0.272247E-01	   1.28594    	 -0.202868E-01	  0.326832E-01	   0.00000    	 -0.251146E-01	 -0.130777E-01	   0.00000    	 -0.442988E-01	 -0.493751E-01	   0.00000    
00165	   9.50166    	 -0.189628E-02	  0.833834E-02	  0.776528E-03	  0.327412E-02	 -0.271157E-01	  0.160748E-01	   0.00000    	  0.192486E-01	  0.481605E-01	  0.360523E-01	  0.540207E-02	   0.00000    	 -0.100281E-01	   0.00000    	 -0.129295E-01	 -0.250605E-01	   3.80000    	 -0.241131E-01	  0.117709E-01	   0.00000    	  0.208543E-01	   0.00000    	  0.126955E-01	  0.436567E-01	   6.59492    	  0.207172E-01	  0.190414E-01	   5.62668    	 -0.148574E-01	   0.00000    	  0.363182E-02	  0.272247E-01	  0.996123    	 -0.202868E-01	  0.326832E-01	   0.00000    	 -0.251146E-01	 -0.130777E-01	   0.00000    	 -0.442988E-01	 -0.493751E-01	   0.00000    
00166	   9.28396    	 -0.189628E-02	  0.833834E-02	  0.776528E-03	  0.327412E-02	 -0.271157E-01	  0.160748E-01	   0.00000    	  0.192486E-01	  0.481605E-01	  0.360523E-01	  0.540207E-02	   0.00000    	 -0.763618E-02	   0.00000    	 -0.129295E-01	 -0.250605E-01	   3.80000    	 -0.241131E-01	  0.117709E-01	   0.00000    	  0.148996E-01	   0.00000    	  0.126955E-01	  0.436567E-01	   6.64904    	  0.207172E-01	  0.190414E-01	   5.89009    	 -0.127056E-01	   0.00000    	  0.363182E-02	  0.272247E-01	   1.31849    	 -0.202868E-01	  0.326832E-01	   0.00000    	 -0.251146E-01	 -0.130777E-01	   0.00000    	 -0.442988E-01	 -0.493751E-01	   0.00000    
00167	   8.27809    	 -0.189628E-02	  0.833834E-02	  0.776528E-03	  0.327412E-02	 -0.271157E-01	  0.160748E-01	   0.00000    	  0.192486E-01	  0.481605E-01	  0.360523E-01	  0.540207E-02	   0.00000    	 -0.936030E-02	   0.00000    	 -0.129295E-01	 -0.250605E-01	   3.80000    	 -0.241131E-01	  0.117709E-01	   0.00000    	  0.268946E-01	   0.00000    	  0.126955E-01	  0.436567E-01	   6.42481    	  0.207172E-01	  0.190414E-01	   5.05169    	 -0.237184E-01	   0.00000    	  0.363182E-02	  0.272247E-01	  0.871951    	 -0.202868E-01	  0.326832E-01	   0.00000    	 -0.251146E-01	 -0.130777E-01	   0.00000    	 -0.442988E-01	 -0.493751E-01	   0.00000    
00168	   9.36450    	 -0.189628E-02	  0.833834E-02	  0.776528E-03	  0.327412E-02	 -0.271157E-01	  0.160748E-01	   0.00000    	  0.192486E-01	  0.481605E-01	  0.360523E-01	  0.540207E-02	   0.00000    	 -0.798681E-02	   0.00000    	 -0.129295E-01	 -0.250605E-01	   3.80000    	 -0.241131E-01	  0.117709E-01	   0.00000    	  0.281369E-01	   0.00000    	  0.126955E-01	  0.436567E-01	   6.51811    	  0.207172E-01	  0.190414E-01	   5.37778    	 -0.264222E-01	   0.00000    	  0.363182E-02	  0.272247E-01	   1.09411    	 -0.202868E-01	  0.326832E-01	   0.00000    	 -0.251146E-01	 -0.130777E-01	   0.00000    	 -0.442988E-01	 -0.493751E-01	   0.00000    
00169	   8.22333    	 -0.189628E-02	  0.833834E-02	  0.776528E-03	  0.327412E-02	 -0.271157E-01	  0.160748E-01	   0.00000    	  0.192486E-01	  0.481605E-01	  0.360523E-01	  0.540207E-02	   0.00000    	 -0.849714E-02	   0.00000    	 -0.129295E-01	 -0.250605E-01	   3.80000    	 -0.241131E-01	  0.117709E-01	   0.00000    	  0.263163E-01	   0.00000    	  0.126955E-01	  0.436567E-01	   6.53731    	  0.207172E-01	  0.190414E-01	   5.44000    	 -0.235310E-01	   0.00000    	  0.363182E-02	  0.272247E-01	   1.06962    	 -0.202868E-01	  0.326832E-01	   0.00000    	 -0.251146E-01	 -0.130777E-01	   0.00000    	 -0.442988E-01	 -0.493751E-01	   0.00000    
