,HEBT2:XCB2,HEBT2:YCB2,HEBT2:XCB4,HEBT2:YCB4,HEBT2:XCB6,HEBT2:YCB6,HEBT2:Q5:CUR,HEBT2:Q6:CUR,HEBT2:Q7:CUR
0,0.28869485668752987,0.3172850672407322,0.3090567491358483,0.3202660180353173,0.3138291913436371,0.3289267049805193,0.3259491910703097,0.31473182537933314,0.3205752498362119
1,0.30870412830229244,0.32586810723999826,0.3189518005662956,0.3269247226710596,0.32182157366667413,0.33290280345251777,0.32885167218589856,0.32343749475382155,0.324398635591292
2,0.317260335968021,0.32990175252255244,0.32434684206890574,0.32981767120289524,0.32638092105611016,0.334937725281661,0.33087998976969435,0.32738801553981495,0.3265864857519243
3,0.32080059993733684,0.33169477821392684,0.32240275639821153,0.3318099368112277,0.32780379688290107,0.33572410020784743,0.3314870027038541,0.3294418475740435,0.3275305571684186
4,0.3237117045641812,0.33194000293220616,0.3231416321898247,0.3323110715739114,0.3296499212399904,0.33581697936033944,0.33186067656892837,0.33066150537793776,0.3286636196874961
5,0.3259067621794128,0.33400730240602844,0.3261051577326169,0.3323376592773641,0.3308391868410693,0.3364057152971149,0.33282828452226615,0.33041892599378453,0.3296808878432644
6,0.3269937224049,0.33414043016848577,0.3267480566147941,0.3312795258693915,0.330761261018581,0.33690376184318394,0.3330403419751184,0.33051910920183997,0.3299731899031172
7,0.32671503353620174,0.3345954774430481,0.3270804993288086,0.3318790929757748,0.33047870526394507,0.33658786945620167,0.33246060632889884,0.32997320564583316,0.3301629552266381
8,0.3270751405839906,0.33581710854558466,0.3286256840872286,0.3326766388793637,0.3323493769536686,0.3369962723779664,0.3336960316758863,0.3313365126352079,0.330955223884897
9,0.32787702738999935,0.33487356242570926,0.3288505906775943,0.3322847092581114,0.3327916948266532,0.33691708678408927,0.3328630865036458,0.3313814769241477,0.33114116607548727
10,0.3282083456220178,0.33359243394986765,0.3287457333083771,0.33274539654246904,0.33270963123687275,0.3373705202977528,0.33226343726468865,0.331667303237246,0.33109328635439284
11,0.32836929370446233,0.33387763141729215,0.32766824319741145,0.33277836686877327,0.3331165241279178,0.33765233995651484,0.332170194658882,0.33140119069566143,0.3314257817655326
12,0.33004442367514303,0.33498631167556275,0.3291312145347625,0.33407684827466616,0.3341432269704056,0.33689794337263224,0.33322953004475153,0.33188839390485586,0.3320375401946982
13,0.33004701574832135,0.3352734561299515,0.3288301966990892,0.3331657828232363,0.3341622972135801,0.33659029056531936,0.33280588356269425,0.33198832789163946,0.331957824250666
14,0.3302753673297841,0.33559084041199366,0.3292248951984335,0.33205497287382857,0.334363087948222,0.3367746846242536,0.3322035280082508,0.33205413352311736,0.3320001833876329
15,0.3306033419353927,0.33606294523214714,0.3294614150639614,0.3326889129987449,0.3334077629316842,0.3364294124547688,0.3328842256793803,0.3329546158895961,0.33216047793316267
16,0.3309575983348617,0.3365638788375683,0.3301533810441139,0.333041283345299,0.33300697536371365,0.3369113276411077,0.3322037055427668,0.3327863997049487,0.3324098036855191
17,0.3300264898387496,0.3362634469199731,0.3300592190930099,0.332747118774088,0.33298637493332217,0.3368413414735046,0.33216603587846355,0.33284886978290196,0.33245064083969333
18,0.32978015685170603,0.33600144960694855,0.3306292044691719,0.33319008038060355,0.33244390296937604,0.33724433131571535,0.332433132192596,0.33297269510903466,0.3324792844071286
19,0.32974460081937446,0.3358566621661862,0.33048428843677263,0.33322043260534817,0.33235214750755004,0.3367069909644065,0.3317487843394418,0.3330019608762648,0.3324509230182949
20,0.3309387332526787,0.33658555087444203,0.3313411293541744,0.33392975895135957,0.3332734345842473,0.3373821334087605,0.33248705836809694,0.333914854561561,0.3324727529280345
21,0.3307700367703773,0.33615665316981697,0.33119580862469,0.33368654288363836,0.3331716911477362,0.3372478554442551,0.3323369616931627,0.3335914716215477,0.3324488131152534
22,0.33125701512748484,0.33587062290625586,0.33116227097784634,0.33409190668398986,0.33359781282202744,0.33760659441585095,0.3321573456468169,0.3335496043244322,0.33223313479810557
23,0.3318771010830655,0.3361375977158894,0.3316527814365544,0.33445074373304196,0.333996147807605,0.33643062108951793,0.3319709056452937,0.3339787133669902,0.33250766289292494
