,MEBT:XCB5:CUR,MEBT:YCB5:CUR,MEBT:Q6:CUR,MEBT:Q7:CUR,MEBT:YCB7A:CUR,MEBT:YCB7B:CUR,MEBT:Q8:CUR,MEBT:Q9:CUR,MEBT:XCB9:CUR,MEBT:YCB9:CUR,MEBT:Q10:CUR,MEBT:Q11:CUR,MEBT:YCB11:CUR,MEBT:Q12:CUR,MEBT:XCB12:CUR,MEBT:Q13:CUR
0,0.10765519413488021,0.32641018865037624,0.4236319772584496,0.3758814964773296,0.1493633212350429,0.3393130903034661,0.3901941453278027,0.34725391619022117,0.40943357707195466,0.380155215022559,0.34859615875613875,0.3604199954072052,0.3036113691012422,0.33433014456161797,0.3635389303955303,0.32040221243052636
1,0.12286595158673759,0.35429875917733533,0.40343699543750516,0.3687954824458836,0.16844239545075368,0.36422884480865264,0.38822906064685586,0.3538102216276785,0.4024123902355884,0.3774506516072852,0.3541481672033993,0.35962548254412974,0.33635881654144717,0.3405805183430284,0.3938062622283179,0.3344172085112712
2,0.11117585672768719,0.3876275434888083,0.42876941730331997,0.34862251761715807,0.17772820715577653,0.3802586378806361,0.4060206485329121,0.36686034405039675,0.4347217042364038,0.3945575748738325,0.37169367998057923,0.3642456905598754,0.3667401668470179,0.36871651367342345,0.42905802571727997,0.36414187942685367
3,0.05079721106053933,0.3869645729088121,0.4269626697074924,0.35017806706708166,0.15062031475124962,0.3736122872023315,0.36527277611613757,0.3548868308742054,0.4417682524629681,0.3989976170073776,0.3787700353858969,0.42185335062046936,0.38867468782568215,0.38193706752207984,0.43441295477422187,0.3158855751043509
4,0.04813222583571871,0.36991595479687545,0.4200836424860908,0.330595841158635,0.1552895073760102,0.314557914157245,0.3583600114686215,0.32748220880860335,0.4317205415989818,0.3855436279463702,0.37896982645335375,0.390058340996565,0.37773861350313004,0.3545895916942968,0.42384675411453343,0.30557840057466823
5,0.11175911434245353,0.34625895172057947,0.41404445252313427,0.30018711203065035,0.17717718950412717,0.3999767732756957,0.3980944706919893,0.3582254648475885,0.4200393857779106,0.37660888012323995,0.35710615784717137,0.3660599619741852,0.3034213698118852,0.3402640756894183,0.4157533997439376,0.3569072928035231
6,0.09095981954362761,0.2863209533197906,0.36836390083450105,0.32491027774407644,0.2688772100359888,0.37428831259299855,0.3821234524084571,0.36132643873695003,0.3817993937599565,0.34585536118725346,0.3443036744487911,0.3647149611604227,0.2245563486890172,0.0838839965750276,0.3818822721528136,0.295954396787065
7,0.3201962041644831,0.28856735608709144,0.3769826165636052,0.35213446311661784,0.35645065437740786,0.380979788359919,0.3659483059481778,0.31682671006795815,0.4078942061162502,0.3699524422830704,0.3566463177557891,0.3732467881352709,0.07634343526484048,0.09657029880722791,0.4135841614472671,0.2069200506124254
8,0.09523073043650647,0.3251423236227302,0.36676965876663004,0.3367463006540813,0.2813951406261357,0.3766004478169142,0.37950104278151936,0.3702586026247695,0.3641826525743019,0.3676737139825337,0.34442976142913767,0.37574534579817104,0.2900410169614426,0.0823873821574492,0.4096537089081206,0.2842073250414075
9,0.08314779706802318,0.3463344809286201,0.3663308838162015,0.3244853729324192,0.2913202449048038,0.34493604983673476,0.3466007577788641,0.33332390194958134,0.2785431433654737,0.3410906315156255,0.33162173474353324,0.35481357324212437,0.328172375072561,0.08847998647058954,0.3777787333890363,0.2991493499973807
