,IOS:XCB1:VOL,IOS:YCB1:VOL,IOS:YCB1A:VOL,IOS:Q1:POS:VOL,IOS:Q2:POS:VOL,IOS:Q3:POS:VOL,IOS:YCB3:VOL,IOS:YCB4:VOL,IOS:Q4:POS:VOL,IOS:Q5:POS:VOL,IOS:Q6:POS:VOL,IOS:YCB6:VOL
0,0.3146143693645477,0.39608060075159995,0.42332341288736747,0.524699409906725,0.2569703542583731,0.38312840942806803,0.4298604787686669,0.4121082281176469,0.5045914236224074,0.3467878331665452,0.40546719321539154,0.42202836515612235
1,0.33068206306743325,0.3380552879403912,0.3435968515951875,0.35761044145351617,0.26602728670142495,0.3343878493779071,0.34248943216713634,0.3419470734655977,0.3566546881065614,0.3341024052472049,0.33595851953289346,0.3432405418837676
2,0.34289000386016066,0.34812801769671603,0.35904663475908183,0.4142357848967828,0.06152638196070904,0.3935916808112589,0.36393288149983527,0.35547601050092803,0.3691667944789525,0.3382074961008863,0.3532571118209054,0.3591887067575088
3,0.2413922148679222,0.28742095337760354,0.312163707744761,0.345721628516644,0.06832968906885259,0.307657666797201,0.2982670084050826,0.3094153617102413,0.28497707717843895,0.28105004443502024,0.2885526203686982,0.3110013724970012
4,0.34334847316245676,0.3434911193685533,0.3763807411776423,0.4318136904332748,0.06127823233788505,0.4607354314969132,0.37013179584337697,0.3586597274240753,0.3586365853064115,0.34183370846387157,0.367786822081842,0.3676919049678858
5,0.352918517058471,0.37316062374744596,0.3764562763301139,0.43432477271232933,0.0573547421988824,0.46029789853650843,0.3703227276564172,0.35997092743629766,0.35144178544938187,0.3347665244192588,0.41811647681412223,0.3698830120226288
6,0.3122752673999663,0.3485917856334931,0.34893684604033093,0.31919930681489594,0.08394001391939865,0.3409198329821934,0.3150772331109608,0.34022144650102104,0.3417399728630869,0.33543729820541196,0.3513491314014488,0.3408434290916393
7,0.3274701165019275,0.34923443230317003,0.3644256583499049,0.16157033718632374,0.09175985713726847,0.35846647452177316,0.37874788685640054,0.35735869579566054,0.3645966141864828,0.312779625104437,0.41317276715145623,0.3446504250598212
8,0.3265624525932263,0.3702534309822628,0.3686663433133902,0.15694475979160338,0.08965490203827127,0.37493094640514035,0.3849413287708805,0.3626112443816763,0.36474425273984434,0.3453711602816288,0.4220087002553029,0.349090237561616
9,0.31958264548911847,0.4143256127625179,0.3900998736277405,0.17518338399136477,0.09113971029767186,0.3667830865927194,0.39454393791767267,0.3640230602732124,0.36746459794772246,0.3130982746976151,0.4371142714514846,0.39068743088818225
10,0.3176896410038106,0.4796703539367224,0.3763370415832567,0.310597530335281,0.10621818410619349,0.472532054427736,0.07575510589297571,0.35935925991536904,0.3124517106655544,0.36777594362293475,0.41486443881487417,0.366936530713599
11,0.355349276795251,0.46691297413894095,0.39274968084247086,0.36165386751519235,0.1109600524247891,0.47906518522304636,0.08207221558870574,0.39007911342244744,0.32164003192155805,0.3621364798470029,0.42016064104636264,0.38970820105158116
12,0.3564046177632557,0.477513730161671,0.4139420507320974,0.3644001397434709,0.11182563847562615,0.4861589254134927,0.08159549344357535,0.3952732170674907,0.31049917521522374,0.38623217901285417,0.47154488570874376,0.3997510576019057
13,0.33844398368005507,0.39457072545454613,0.4005009847056346,0.4023509927601051,0.14541860406961776,0.3164105822542201,0.092415808039922,0.3829097926695544,0.3386092902794653,0.39277062836909943,0.4239052101620603,0.41072945315929665
14,0.34984177161336577,0.4520214423036195,0.43545792209998346,0.36602890981074226,0.1461669940688778,0.46561053291248794,0.09934605020744428,0.3981713652325193,0.3803231770817108,0.36031958199582387,0.46527298463050115,0.381424917504055
15,0.372088228169331,0.49858849656946047,0.4615077626376624,0.5160950221760173,0.15939082018740716,0.5064356949440579,0.09425329337544239,0.42899101065863876,0.3941466057475971,0.4133907887356828,0.5055095945054817,0.43999465224852713
16,0.39170631819477475,0.5439757845434922,0.4358226517127349,0.5801251061300667,0.17246586708340056,0.6347385422316145,0.09771499969981885,0.3924785691422225,0.45829466807007546,0.3968650867719308,0.5376814526561846,0.4274177572787378
17,0.4123842183393613,0.5597311247609051,0.4440699365870234,0.589165355342114,0.1685037467632174,0.6521347109852753,0.09603820194644809,0.39575826034482015,0.4606587254774161,0.4137481836577721,0.5370633194418676,0.4282343504569279
18,0.45901871154950225,0.5664352010624305,0.4548474703045702,0.6059915225557955,0.169083356935807,0.6595010858406825,0.0951600213394391,0.4306391876594274,0.46574109907962047,0.41801775881567454,0.5537782659956434,0.4687642270659146
19,0.3511221503392333,0.5694145901667685,0.4269867776393007,0.5868152385857838,0.1695355162378397,0.6604223034031066,0.09850517257940888,0.42614430902698236,0.45523242796842395,0.39406966905762253,0.5294913401891905,0.45259088555194865
