,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,1.2255859375e-06,1.2255859375e-06,1.2255859375e-06,1.2255859375e-06,9.765624999999999e-09,9.765624999999999e-09,9.765624999999999e-09,9.765624999999999e-09,9.765624999999999e-09,9.765624999999999e-09,9.765624999999999e-09,9.765624999999999e-09,9.765624999999999e-09,9.765624999999999e-09,9.765624999999999e-09,9.765624999999999e-09,6.34765625e-09,6.34765625e-09,6.34765625e-09,6.34765625e-09
1,6.34765625e-09,4.736328125e-09,4.736328125e-09,4.736328125e-09,4.736328125e-09,4.736328125e-09,4.736328125e-09,4.736328125e-09,4.736328125e-09,4.736328125e-09,4.736328125e-09,4.736328125e-09,4.736328125e-09,4.56005859375e-09,4.56005859375e-09,4.56005859375e-09,4.56005859375e-09,4.56005859375e-09,4.56005859375e-09,4.56005859375e-09
2,6.7353515625e-09,6.7353515625e-09,6.7353515625e-09,6.7353515625e-09,6.7353515625e-09,6.7353515625e-09,6.7353515625e-09,6.7353515625e-09,6.7353515625e-09,6.7353515625e-09,6.7353515625e-09,6.91259765625e-09,6.91259765625e-09,6.91259765625e-09,6.91259765625e-09,6.91259765625e-09,6.91259765625e-09,6.91259765625e-09,6.91259765625e-09,6.91259765625e-09
3,6.9448242187500004e-09,6.9448242187500004e-09,6.9448242187500004e-09,6.9448242187500004e-09,6.9448242187500004e-09,6.9448242187500004e-09,6.9448242187500004e-09,6.9448242187500004e-09,8.33056640625e-09,8.33056640625e-09,8.33056640625e-09,8.33056640625e-09,8.33056640625e-09,8.33056640625e-09,8.33056640625e-09,8.33056640625e-09,8.33056640625e-09,8.33056640625e-09,8.33056640625e-09,8.33056640625e-09
4,8.2822265625e-09,8.2822265625e-09,8.2822265625e-09,8.2822265625e-09,8.2822265625e-09,8.2822265625e-09,3.7060546875000003e-10,3.7060546875000003e-10,3.7060546875000003e-10,3.7060546875000003e-10,3.7060546875000003e-10,3.7060546875000003e-10,3.7060546875000003e-10,3.7060546875000003e-10,3.7060546875000003e-10,3.7060546875000003e-10,3.7060546875000003e-10,3.7060546875000003e-10,3.7060546875000003e-10,3.6962890625e-10
5,3.6962890625e-10,3.6962890625e-10,3.6962890625e-10,3.6962890625e-10,9.9951171875e-10,9.9951171875e-10,9.9951171875e-10,9.9951171875e-10,9.9951171875e-10,9.9951171875e-10,9.9951171875e-10,9.9951171875e-10,9.9951171875e-10,9.9951171875e-10,9.9951171875e-10,9.9951171875e-10,9.9951171875e-10,3.9638671875000004e-09,3.9638671875000004e-09,3.9638671875000004e-09
6,3.9638671875000004e-09,7.750488281250001e-09,7.750488281250001e-09,7.750488281250001e-09,7.750488281250001e-09,7.750488281250001e-09,7.750488281250001e-09,7.750488281250001e-09,7.750488281250001e-09,7.750488281250001e-09,7.750488281250001e-09,7.750488281250001e-09,7.750488281250001e-09,7.750488281250001e-09,7.6376953125e-09,7.6376953125e-09,7.6376953125e-09,7.6376953125e-09,7.6376953125e-09,7.6376953125e-09
7,5.4462890625e-09,5.4462890625e-09,5.4462890625e-09,5.4462890625e-09,5.4462890625e-09,5.4462890625e-09,5.4462890625e-09,5.4462890625e-09,5.4462890625e-09,5.4462890625e-09,5.4462890625e-09,4.17333984375e-09,4.17333984375e-09,4.17333984375e-09,4.17333984375e-09,4.17333984375e-09,4.17333984375e-09,4.17333984375e-09,4.17333984375e-09,4.17333984375e-09
8,4.2216796875e-09,4.2216796875e-09,4.2216796875e-09,4.2216796875e-09,4.2216796875e-09,4.2216796875e-09,4.2216796875e-09,4.2216796875e-09,4.2216796875e-09,3.59326171875e-09,3.59326171875e-09,3.59326171875e-09,3.59326171875e-09,3.59326171875e-09,3.59326171875e-09,3.59326171875e-09,3.59326171875e-09,3.59326171875e-09,3.59326171875e-09,3.59326171875e-09
9,3.5126953125e-09,3.5126953125e-09,3.5126953125e-09,3.5126953125e-09,3.5126953125e-09,3.5126953125e-09,1.40185546875e-09,1.40185546875e-09,1.40185546875e-09,1.40185546875e-09,1.40185546875e-09,1.40185546875e-09,1.40185546875e-09,1.40185546875e-09,1.40185546875e-09,1.40185546875e-09,1.40185546875e-09,1.40185546875e-09,1.40185546875e-09,1.40185546875e-09
