,HEBT2:XCB2:CUR,HEBT2:YCB2:CUR,HEBT2:XCB4:CUR,HEBT2:YCB4:CUR,HEBT2:Q5:CUR,HEBT2:Q6:CUR,HEBT2:XCB6:CUR,HEBT2:YCB6:CUR,HEBT2:Q7:CUR,HEBT2:Q8:CUR,DRA:Q1:CUR,DRA:Q2:CUR
0,0.36428627176233885,0.3426797911070597,0.36396832089580566,0.3743943901709742,0.42006582089517236,0.37851212799246453,0.3712616542316974,0.34838891638661507,0.31653028975590886,0.34231455425854007,0.28703474209468005,0.37192189910373913
1,0.3470195313931372,0.3311911831313774,0.3447948460391679,0.3545264523380085,0.377894329995001,0.3376610280952987,0.34839639241691184,0.33872360704858606,0.32109027659455136,0.3414764194855431,0.31939540043446935,0.3509131476984715
2,0.36087365058572546,0.3442857596035323,0.347717068982478,0.35982117515523115,0.3661482677827229,0.07513688765629487,0.35115887901968323,0.3399916775121487,0.33269627064803237,0.3434484757314785,0.3684870791635844,0.3528736186736431
3,0.36639764639161787,0.34819235670834014,0.35097762516286946,0.36424846924976334,0.3711183939248336,0.07081840349422626,0.35508976451263063,0.3412518344940384,0.33366435452491167,0.3446199833807228,0.3755224118244034,0.3554454804788396
4,0.36259322004079964,0.3372464622547077,0.3453052694080697,0.3492702306172521,0.367399117303849,0.07372806368228792,0.35049082887757144,0.3366601682833514,0.3328426511293671,0.34390003674879177,0.3706317561273405,0.3533988130630127
5,0.3433428300679109,0.05272434602380739,0.3333820866369238,0.23855653651701153,0.3488393921691736,0.3706513588697626,0.33959432355998503,0.336656880957513,0.3340010166834371,0.33804468851020464,0.3351621936520357,0.35412897512362773
6,0.3433503424642954,0.05499507199497549,0.3329702639620119,0.22501974947883702,0.34881843812898544,0.3716363524511965,0.33888617738023524,0.3366157035911519,0.33347091920006067,0.33787220755657454,0.33432296022938485,0.3541295979792341
7,0.3428972146072944,0.060370373928924116,0.03527808732081834,0.35847915887309634,0.34332029437558464,0.3384580748368665,0.33856445016797226,0.3354259339030158,0.33395844555380205,0.3320524232108705,0.36075202689532027,0.342915084088054
8,0.3337853903459611,0.30502567299731453,0.03648741710645583,0.078496872574146,0.3352351610754857,0.08521350932640159,0.3321685542458472,0.331871788189137,0.3353370999769504,0.3341392040535273,0.35567479815185316,0.3368163837042429
9,0.2985082029116421,0.30884945820586207,0.05954732739693773,0.35314550853713567,0.3458357019726548,0.3297584322764302,0.32490645944693525,0.3296757983189646,0.32535724739952887,0.33476398303084537,0.3108427327511681,0.3289597642326664
10,0.30833958495824815,0.3327246920313527,0.2912486138385923,0.35554462949579707,0.3433089913255428,0.34787270584405383,0.31473907318278954,0.3299680673590662,0.32671598653762124,0.3372084121074454,0.3128824815604559,0.3335873069874542
11,0.31246778328039215,0.3357972991696227,0.276938286688452,0.3550921585150059,0.3424483651514513,0.3491485454860791,0.31222414283334055,0.3311363106836577,0.32702880411185303,0.3369256287221345,0.31494400749188994,0.3339123481388813
12,0.3058230050789728,0.33027710144673417,0.2667349982855749,0.34846502050255734,0.3417207345934159,0.3439633464253504,0.30767399374319576,0.32963049276798584,0.3272737547891891,0.33671271970538375,0.3100601699915361,0.3333564733690876
13,0.3013334045248356,0.3263072456766354,0.27065356419342995,0.34444170137405333,0.3417589585766642,0.34104942818360745,0.30244047126668006,0.3283956029861604,0.32727504208310776,0.33668780451989944,0.3063469466119097,0.33369605144490505
14,0.29893788016429457,0.32388635888089434,0.2800931105108403,0.34250237990556204,0.3421272422014169,0.34002157394013605,0.29772103942879236,0.32765395069321746,0.3270430218383873,0.3368499958455369,0.30380490874767085,0.33505049110272567
15,0.2982856524106809,0.32349852430268244,0.28274503304948906,0.3425750857945377,0.34231705188672024,0.3402369894691954,0.2962122711919135,0.32740301398556093,0.327001939485481,0.3368827696593386,0.3031226179567281,0.3355134187297347
16,0.2962533812995123,0.3220823730642467,0.28592248026154354,0.34167734744550327,0.34263032372808455,0.3398607711903544,0.29294238275877565,0.326864971691841,0.32688898752518436,0.33695715175889634,0.3011683565656847,0.33624843968078655
17,0.2950148236315393,0.32141466501064136,0.28722346446911357,0.34148687765655894,0.3428135662158527,0.3399360561263924,0.290798220057324,0.3265336418390399,0.3268650422090617,0.33697799997573885,0.3001137355070498,0.33672180071925306
18,0.2947154469906145,0.32012701465022436,0.28511579603137965,0.3407172276538726,0.34313277979002144,0.3399997006880048,0.28791407957030196,0.32633308724427984,0.3267621921209489,0.3370667252853431,0.297725599162478,0.3375869530599859
19,0.2920844129464925,0.3204850475748759,0.28757272164329895,0.3411128285348112,0.34307558327018983,0.3400000607238408,0.28736407244168405,0.32553839029644877,0.32678828906916774,0.3370427720474069,0.2986002715389515,0.3373280501731421
20,0.2916875687308824,0.31982398981679505,0.2880759771817368,0.340585173561024,0.3432562534911884,0.3402397369844855,0.28499464383377965,0.3279654510943782,0.32656618255998315,0.3371522128118316,0.2983874188417773,0.3372901265296879
21,0.2913144348583442,0.31744995488967853,0.2838663253826625,0.33875440682115,0.3428273313957905,0.34198255914839665,0.28722727095717604,0.3264577421280098,0.3265868577743135,0.337164998859973,0.30663820514436746,0.34056301602300826
22,0.29131899359666086,0.31577286944416283,0.27844356304147766,0.33804865988905175,0.3428375708919253,0.3444256490221612,0.2886932214270215,0.3255589678158254,0.32632077074460397,0.3373268681942341,0.31178817160261013,0.3443439669320113
23,0.2887686744568647,0.3147293888066235,0.2721003586307752,0.3377272995327231,0.3430795156586366,0.3458199135043336,0.2880401065314845,0.32474765506861286,0.3262155034974615,0.3374972698878794,0.31349097502506545,0.3461339551962243
24,0.2802593263666667,0.31476940051846997,0.2620960610155007,0.3368149515018778,0.3432524121488546,0.34463679811824777,0.2863023361603378,0.32326396364171456,0.3264558895402878,0.33763432896410117,0.3114189058752801,0.34359869330450726
25,0.2689130297949383,0.31493693479802015,0.2536030635752794,0.3363394256624649,0.3434992548809833,0.3432315954770323,0.2820824110139412,0.3216110062995593,0.3265730716416595,0.3378392908546977,0.3084004574085531,0.34021472784212653
26,0.2560027786528516,0.3148383725100745,0.24679261917376727,0.33578767178865343,0.34362190525758124,0.3428895654297439,0.2780746586596282,0.3199923078494374,0.32676143636856125,0.33782116989234073,0.30540015822258637,0.33795234161940446
27,0.23823833365538055,0.31538425129516295,0.23903996748451722,0.3352447217857832,0.34366569564227967,0.34247388287313985,0.2733902612929414,0.31797828783965026,0.32695013587725535,0.33798181328641214,0.3009647663829585,0.335148404929562
28,0.2188956836013854,0.31539339551041096,0.23197053106224488,0.335041445417679,0.34354777566692896,0.34422868591422107,0.26930078477694885,0.31648663273782046,0.3268969111546507,0.3380557471382938,0.29802517024456726,0.3361780829574785
29,0.10254484904379982,0.31824799089917705,0.17726716683544513,0.3331130011123473,0.3389092853672614,0.3643638767097056,0.2471169902585361,0.30153600033521577,0.3266548702339577,0.33830830141930185,0.2873776522253237,0.3573452021100224
30,0.1833055815511797,0.31479745149979543,0.22196858964607064,0.3349111256291333,0.3429164386043468,0.3509437896072841,0.26439716216081494,0.31388543693308113,0.32645080199897214,0.33830746434241243,0.2951179934429309,0.3453403559844108
31,0.0412634399306979,0.06389306960073196,0.2365431857372946,0.32248146160313196,0.3351630312609608,0.31938388109175186,0.024542268042657023,0.06324438644549371,0.33504666645332903,0.3345932610571223,0.35245051949138906,0.3450534819210807
32,0.040137083392267035,0.16119367944495583,0.28860811401970754,0.32920243698426616,0.33430247490817666,0.2801856277451299,0.023613492061505655,0.053376842570181667,0.33407265483149856,0.3335586910917264,0.35485810772202275,0.3442544812199214
