,0
0,9.765625e-12
1,9.765625e-12
2,0.0
3,4.8828125e-12
4,2.2949218750000003e-10
5,2.587890625e-10
6,3.9062500000000003e-10
7,5.859375000000001e-11
8,4.8828125e-12
9,8.300781250000001e-11
10,0.0
11,7.568359375000001e-10
12,4.8828125e-12
13,1.0693359375e-09
14,8.203125e-10
15,9.9609375e-10
16,1.26953125e-09
17,1.2646484375e-09
18,1.4599609375e-09
19,1.1083984375000001e-09
20,1.4355468750000001e-09
21,1.5185546875000001e-09
22,1.396484375e-09
23,1.5576171875000002e-09
24,1.4892578125e-09
25,1.5234375e-09
26,1.6455078125000002e-09
27,1.6259765625000001e-09
28,1.2353515625000002e-09
29,1.630859375e-09
30,1.5185546875000001e-09
31,1.6650390625000002e-09
32,1.69921875e-09
33,1.630859375e-09
34,1.5429687500000001e-09
35,1.6357421875e-09
36,1.5576171875000002e-09
37,1.5283203125e-09
38,1.5429687500000001e-09
39,1.3623046875e-09
40,1.6162109375e-09
41,1.591796875e-09
42,1.5185546875000001e-09
43,1.5136718750000002e-09
