,0
0,4.8828125e-12
1,0.0
2,4.8828125e-12
3,9.765625e-12
4,9.765625e-12
5,1.5625e-10
6,9.765625e-12
7,9.765625e-12
8,9.765625e-12
9,9.765625e-12
10,1.4648437500000002e-11
11,1.26953125e-10
12,1.904296875e-10
13,0.0
14,0.0
15,4.8828125e-12
16,4.8828125e-12
17,9.765625e-12
18,4.8828125e-12
19,0.0
20,5.37109375e-11
21,9.765625e-12
22,9.765625e-12
23,1.953125e-11
24,9.765625e-12
25,9.765625e-12
26,1.4160156250000001e-10
27,3.90625e-11
28,3.076171875e-10
29,1.953125e-11
30,9.765625e-12
31,9.765625e-12
32,4.8828125e-12
33,9.765625e-12
34,0.0
35,0.0
36,0.0
37,8.300781250000001e-11
38,4.8828125e-12
39,1.4648437500000002e-11
40,4.3945312500000006e-11
41,2.4414062500000002e-11
42,9.765625e-12
43,4.8828125e-12
44,6.34765625e-11
45,1.85546875e-10
46,4.8828125e-12
47,1.7089843750000002e-10
48,1.1230468750000001e-10
49,9.765625e-12
50,1.025390625e-10
51,1.953125e-11
52,1.1230468750000001e-10
53,2.9785156250000004e-10
54,2.2460937500000002e-10
55,3.61328125e-10
56,3.564453125e-10
57,3.61328125e-10
58,3.4179687500000004e-10
59,4.19921875e-10
60,8.105468750000001e-10
61,9.033203125e-10
62,5.664062500000001e-10
63,1.1718750000000002e-10
64,2.783203125e-10
65,1.4648437500000002e-11
66,9.765625000000001e-11
67,1.1718750000000002e-10
68,0.0
69,0.0
70,7.324218750000001e-11
71,1.4648437500000002e-10
72,9.765625e-12
73,4.8828125e-12
74,5.37109375e-11
75,1.953125e-11
76,2.9296875000000004e-11
77,4.8828125e-12
78,0.0
79,8.154296875e-10
80,4.833984375e-10
81,1.611328125e-10
82,8.30078125e-10
83,4.98046875e-10
84,9.765625000000001e-11
85,4.687500000000001e-10
86,2.0019531250000002e-10
87,3.02734375e-10
88,4.3945312500000006e-11
89,6.640625000000001e-10
90,6.005859375e-10
91,3.271484375e-10
92,5.46875e-10
93,4.296875e-10
94,2.9785156250000004e-10
95,2.2460937500000002e-10
96,8.251953125000001e-10
97,7.812500000000001e-10
98,2.8320312500000003e-10
99,6.54296875e-10
100,1.42578125e-09
101,6.591796875e-10
102,4.5410156250000005e-10
103,1.85546875e-10
104,5.419921875000001e-10
105,2.9296875000000004e-11
106,4.8828125e-12
107,4.8828125e-12
108,1.1669921875e-09
109,7.958984375e-10
110,1.0400390625e-09
111,1.0302734375e-09
112,1.1230468750000001e-10
113,1.3916015625000001e-09
114,1.3330078125e-09
115,1.3330078125e-09
116,1.1962890625000001e-09
117,4.4433593750000004e-10
118,1.0400390625e-09
119,1.3525390625e-09
120,1.11328125e-09
121,1.1718750000000002e-09
122,1.3134765625e-09
123,1.4013671875e-09
124,1.4306640625000002e-09
125,1.4501953125000002e-09
126,1.4062500000000002e-09
127,1.3720703125e-09
128,9.423828125e-10
129,1.3476562500000001e-09
130,1.3232421875000002e-09
131,1.1767578125000001e-09
132,1.376953125e-09
133,1.2988281250000002e-09
134,1.4501953125000002e-09
135,1.2646484375e-09
136,1.4111328125000001e-09
137,1.0791015625e-09
138,1.4599609375e-09
139,1.2060546875e-09
140,1.3671875000000001e-09
141,1.3867187500000002e-09
142,1.4404296875e-09
143,1.3720703125e-09
144,1.46484375e-09
145,1.2988281250000002e-09
146,1.3476562500000001e-09
147,1.3232421875000002e-09
148,1.2988281250000002e-09
149,1.3476562500000001e-09
150,1.2841796875000001e-09
151,1.3037109375000001e-09
152,1.4892578125e-09
153,1.3037109375000001e-09
154,1.5087890625e-09
155,1.396484375e-09
156,1.318359375e-09
157,1.484375e-09
158,1.3281250000000001e-09
159,1.1914062500000002e-09
160,1.2988281250000002e-09
161,1.4306640625000002e-09
162,1.3281250000000001e-09
163,1.2890625e-09
164,1.1328125000000001e-09
165,1.26953125e-09
166,1.0986328125e-09
167,1.220703125e-09
168,1.396484375e-09
169,1.2353515625000002e-09
170,1.4013671875e-09
171,1.2597656250000001e-09
172,1.3476562500000001e-09
173,1.4550781250000001e-09
174,1.3818359375e-09
175,1.3476562500000001e-09
176,1.2548828125e-09
177,1.4501953125000002e-09
178,1.1523437500000001e-09
