,HEBT2:XCB2:CUR,HEBT2:YCB2:CUR,HEBT2:XCB4:CUR,HEBT2:YCB4:CUR,HEBT2:Q5:CUR,HEBT2:Q6:CUR,HEBT2:XCB6:CUR,HEBT2:YCB6:CUR,HEBT2:Q7:CUR
0,0.24516954605760502,0.33340476293594934,0.35097861902950384,0.28924528716689646,0.3361897847895142,0.3341805990275102,0.3482171412234279,0.29858541784100007,0.3344506569238397
1,0.2825409799434314,0.3305881261660478,0.34127531184407256,0.3009542509525753,0.33562223953158643,0.334816379790632,0.34019346831902253,0.2959076157485672,0.3344425997202533
2,0.28662528682048377,0.32856646169761483,0.339125676302969,0.3015682152249134,0.33392514970071774,0.3348957954955179,0.33898761404584343,0.29614902274011407,0.3256219306338315
3,0.06446155420495552,0.46246491780649296,0.48827153989596694,0.423195420461096,0.23897410854701734,0.2968881745587704,0.5448425386188669,0.5254559192573008,0.21791025792412938
4,0.0636985330206292,0.46360793679227996,0.4896176961372691,0.4228185847240802,0.23369868156955892,0.2961640167226244,0.5494991311850105,0.5279140128374413,0.2163341231204068
5,0.06664827153156402,0.4518035996157782,0.479024076406234,0.42105524956984874,0.26061876240672754,0.30234265837765617,0.5274854133644942,0.5032695167043494,0.21992246444080008
6,0.07015391140269377,0.4149027852326465,0.45737278461275255,0.14511532074713673,0.39971325381363254,0.3064188513651177,0.504193438527416,0.4808327031784148,0.2408022148288918
7,0.07658481551035794,0.38400539265485617,0.42996062734456314,0.2927294435026758,0.3014733461537779,0.31259333091817043,0.46269619256756545,0.44102074650390344,0.24829471093592884
8,0.0736172056298486,0.4334948227597731,0.47163110058284513,0.31799691135106356,0.28694604723961137,0.3093197147227449,0.4565201686943309,0.46123789362635886,0.23830429747259993
9,0.083583317270131,0.31834873352374604,0.4478368623457434,0.3337233553467297,0.3094630062523323,0.3226591018715256,0.3518615577474628,0.20958782528707498,0.26842822184910353
10,0.11692076612804411,0.28531295827898107,0.4139259746737254,0.33372625198250605,0.32876632366187025,0.3346739746199606,0.3862364019920792,0.1941355048431064,0.2912188584706748
11,0.11434038097985297,0.26914080281511993,0.46603683015057945,0.3314328653066078,0.3310334884543207,0.3356740033788054,0.3866159191076806,0.179577805650372,0.2861858446008025
12,0.13734101575063443,0.2805616550904719,0.4436373240567073,0.2013359951313628,0.3336660861629878,0.3336089051861026,0.38199898825057543,0.20971514379109382,0.307358740250414
13,0.14812686362134536,0.2697578624677119,0.4364113041012935,0.1850969854822362,0.3296103127018195,0.33349851395596186,0.3857595440200949,0.21491395625555304,0.3076277401241662
14,0.15785266297746767,0.292028433865392,0.43578271921408646,0.20054872609603247,0.33336018735328193,0.20060262563147552,0.3900146600598979,0.2391649965663222,0.31058134041538055
15,0.16532051109147897,0.29177594794319306,0.3928021696547681,0.22056840248342297,0.3291081371838042,0.20416605753118688,0.3729265393767189,0.22395891740759138,0.31314658724265504
16,0.15646749680813438,0.29676334273317206,0.39152053640604045,0.2263902606398511,0.3281750732282439,0.20349822884720747,0.36205943683201314,0.22721003743424845,0.31167952368015583
17,0.10644951413421543,0.2971897431095622,0.38797737546869854,0.2687316486620485,0.322865421474105,0.20935528270752635,0.3240162256131672,0.22492167601227553,0.3038252238204157
18,0.10208704156148889,0.2947475582046772,0.3913423667335487,0.27023368593758856,0.32094633658272526,0.20479423553381396,0.3223432100192373,0.22113876832624216,0.3016339306935422
19,0.12270791529978925,0.3229186978925196,0.3647728908197436,0.2837120313812189,0.321842907171869,0.21324200373667515,0.29114145513884127,0.23766208513182469,0.31044812949961387
20,0.09382656222180456,0.2041412300282731,0.4667596375334976,0.422635970632767,0.31968329062657896,0.19238526568895872,0.11041681229531827,0.0982682094018943,0.24720847087593342
21,0.10878330757110775,0.3429710200357124,0.39183778604074504,0.3539712444712326,0.3172599566238003,0.19096236245016163,0.20839711528478394,0.18007159981969778,0.29278397253065364
