,MEBT:XCB1:CUR,MEBT:YCB1:CUR,MEBT:XCB3:CUR,MEBT:YCB3:CUR,MEBT:XCB5:CUR,MEBT:YCB5:CUR,MEBT:Q6:CUR,MEBT:Q7:CUR,MEBT:YCB7A:CUR,MEBT:YCB7B:CUR,MEBT:Q8:CUR,MEBT:Q9:CUR
53,0.29502529553056434,0.27395511254535987,0.26391541623724357,0.2925313981864271,0.31284174233987405,0.2842629568067623,0.34207614037458794,0.25260603471516946,0.3533925743864253,0.31168742427231244,0.3812531408341446,0.3338292928123499
54,0.2932873414151017,0.268037548693586,0.25775218312655857,0.2885299770212524,0.3114138079001088,0.2820489065361741,0.34214913521816603,0.250174623171922,0.3546765755956896,0.3126560681967552,0.3812624229308541,0.33340066924963807
55,0.29285878807866983,0.26817163207443157,0.25851047351709716,0.2897533994829574,0.31203379518885577,0.28158476049421655,0.34319666951533256,0.2508178734452027,0.3552815370166102,0.31187387027417013,0.381810420188034,0.33384598513492636
56,0.29074655841888264,0.2579462957994962,0.24658161004291565,0.27478736536677023,0.30119036496080775,0.28089588129859516,0.3392976122945391,0.24372893055742195,0.35425539781450865,0.3145738517596035,0.37861530634961377,0.33335474416722966
57,0.28752971424242196,0.23906900689065397,0.23925341075434534,0.25696331768810055,0.2883885323402624,0.2797650115809992,0.33661817395885074,0.2338700159584754,0.358240057662924,0.3144659752899833,0.3762080037690548,0.3384647814499973
58,0.2909928702046266,0.25800638623267436,0.24633550540987664,0.2687913600156302,0.295818925184704,0.28190815897403887,0.3373451890222172,0.23955476256681305,0.35360090455492843,0.314645798878992,0.37720688769463834,0.33338946339224507
59,0.2902054534189881,0.24207329951530868,0.24080034717408416,0.25937319573172163,0.2952028583670437,0.2794560248866634,0.3380159802019669,0.23513758923555902,0.3521187092036977,0.31702085296923194,0.37591298223881764,0.33293209194464535
60,0.2506045922220421,0.06097601619377961,0.30384300889380406,0.1080921768041144,0.3469494460505277,0.2669045297373706,0.32001592705531784,0.2715809613516323,0.3407132079229841,0.2890982969498819,0.1906865433165792,0.3217251430154706
61,0.009141101886723043,0.057477285943975664,0.01587302818630157,0.2646104516126749,0.06443139633393831,0.30674087510263087,0.32483735416894244,0.34524353181250345,0.33160174982381835,0.3316625029998998,0.3709233122806235,0.2876742996140978
62,0.3173539493897923,0.06350644937384183,0.013162374029284524,0.15248250782665262,0.025883206079086608,0.33120680977497186,0.3193697947619804,0.050322509413393675,0.07086230726158886,0.3331180741344609,0.37240133058056957,0.32369651005807554
63,0.32025744438928844,0.06248218640294806,0.013083835099949289,0.15131987895214624,0.025679395725110382,0.3284838600035975,0.31613694496934897,0.05063146707174362,0.07054484914598681,0.3294124420030069,0.37255962281963595,0.31905507433480723
64,0.3108850465869245,0.05119206569438006,0.3140416399156035,0.08890206810281143,0.058750727961428544,0.34369235195484904,0.28198120502340657,0.04145965412331659,0.09173595681531709,0.32326220087021945,0.208225741461389,0.32319619736030025
65,0.3009868632232196,0.3059752026448576,0.315416410548082,0.04614051631443771,0.021262967763480974,0.36356596124474866,0.23512796307928613,0.026306751564113665,0.03908213796842335,0.3320760021265423,0.3231367638418376,0.34399845374433125
66,0.3184869775863613,0.06069702493390957,0.3133471001163826,0.08393846484312407,0.022885672858288533,0.36268701619796695,0.08180205755058563,0.02946479586169275,0.04124846575168342,0.336602286291189,0.347408752417842,0.35084538486490097
67,0.3164505143147064,0.058634801731884685,0.3118664294331146,0.08981624916543737,0.02283128813344653,0.37232287738599745,0.08191627650527883,0.029634084914980405,0.041628298613478436,0.33956683013229016,0.35309907287570025,0.35310155468741267
