,0
0,1.875e-09
1,1.23779296875e-08
2,1.8603515625e-09
3,1.46484375e-11
4,9.331054687499999e-09
5,2.2412109375e-09
6,7.3974609375e-09
7,1.6552734375e-08
8,1.46484375e-11
9,7.32421875e-11
10,1.46484375e-11
11,7.880859375e-09
12,3.369140625e-10
13,1.32861328125e-08
14,9.228515625e-09
15,1.56591796875e-08
16,1.26708984375e-08
17,1.13232421875e-08
18,1.17626953125e-08
19,1.716796875e-08
20,1.6875e-08
21,1.76953125e-08
22,1.6142578125e-08
23,1.73583984375e-08
24,1.6318359375e-08
25,1.3037109375e-08
26,1.95849609375e-08
27,1.95849609375e-08
28,1.552734375e-08
29,1.93359375e-08
30,1.76513671875e-08
31,1.97900390625e-08
32,1.94677734375e-08
33,1.99072265625e-08
34,1.921875e-08
35,1.9541015625e-08
