,0
0,3.41796875e-11
1,5.37109375e-11
2,0.0
3,0.0
4,1.025390625e-10
5,0.0
6,1.025390625e-10
7,0.0
8,7.12890625e-10
9,1.4892578125e-09
10,0.0
11,0.0
12,0.0
13,1.4990234375000001e-09
14,1.3525390625e-09
15,8.203125e-10
16,1.904296875e-10
17,1.03515625e-09
18,1.25e-09
19,1.23046875e-09
20,9.912109375e-10
21,1.4062500000000002e-09
22,1.5869140625000001e-09
23,1.5429687500000001e-09
24,1.4990234375000001e-09
25,1.4794921875000001e-09
26,1.6796875e-09
27,1.4697265625e-09
28,1.6210937500000002e-09
29,1.1962890625000001e-09
30,1.4453125e-09
31,1.4111328125000001e-09
32,1.3818359375e-09
33,1.5673828125e-09
