,0
0,4.8828125e-12
1,4.8828125e-12
2,0.0
3,0.0
4,4.8828125e-12
5,0.0
6,0.0
7,0.0
8,0.0
9,1.953125e-11
10,4.8828125e-12
11,1.4648437500000002e-11
12,9.765625e-12
13,9.765625e-12
14,1.4648437500000002e-11
15,0.0
16,4.8828125e-12
17,0.0
18,1.953125e-11
19,5.37109375e-11
20,1.953125e-11
21,9.765625e-12
22,4.8828125e-12
23,0.0
24,2.4414062500000002e-11
25,9.765625e-12
26,9.765625e-12
27,2.4414062500000002e-11
28,3.41796875e-11
29,5.37109375e-11
30,5.37109375e-11
31,3.90625e-11
32,2.9296875000000004e-11
33,4.8828125e-12
34,3.125e-10
35,0.0
36,0.0
37,0.0
38,0.0
39,5.37109375e-11
40,0.0
41,0.0
42,9.765625e-12
43,4.8828125e-12
44,0.0
45,0.0
46,4.8828125e-12
47,4.8828125e-12
48,9.765625e-12
49,0.0
50,-4.8828125e-12
51,-4.8828125e-12
52,1.953125e-11
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,2.4414062500000002e-11
60,0.0
61,0.0
62,0.0
63,4.8828125e-12
64,4.8828125e-12
65,4.8828125e-12
66,0.0
67,0.0
68,4.8828125e-12
69,9.765625e-12
70,9.765625e-12
71,4.8828125e-12
72,9.765625e-12
73,9.765625e-12
74,0.0
75,0.0
76,9.765625e-12
77,9.765625e-12
78,4.8828125e-12
79,0.0
80,9.765625e-12
81,9.765625e-12
82,3.90625e-11
83,1.953125e-11
84,0.0
85,4.8828125e-12
86,0.0
87,4.8828125e-12
88,9.765625e-12
89,4.8828125e-12
90,7.324218750000001e-11
91,9.765625e-12
92,4.8828125e-12
93,1.4648437500000002e-11
94,9.765625e-12
95,4.8828125e-12
96,4.8828125e-12
97,0.0
98,4.8828125e-12
99,4.8828125e-12
100,9.765625e-12
101,9.765625e-12
102,0.0
103,4.8828125e-12
104,4.8828125e-12
105,4.8828125e-12
106,0.0
107,0.0
108,9.765625e-12
109,9.765625e-12
110,0.0
111,0.0
112,9.765625e-12
113,1.4648437500000002e-11
114,9.765625e-12
115,9.765625e-12
116,0.0
117,4.8828125e-12
118,9.765625e-12
119,4.8828125e-12
120,1.4648437500000002e-11
121,0.0
122,9.765625e-12
123,0.0
124,4.8828125e-12
125,9.765625e-12
126,9.765625e-12
127,0.0
128,9.765625e-12
129,0.0
130,4.8828125e-12
131,9.765625e-12
132,4.8828125e-12
133,0.0
134,9.765625e-12
135,9.765625e-12
136,0.0
137,0.0
138,0.0
139,0.0
140,4.8828125e-12
141,4.8828125e-12
142,0.0
143,0.0
144,9.765625e-12
145,0.0
146,0.0
147,0.0
148,4.8828125e-12
149,9.765625e-12
150,0.0
151,4.8828125e-12
